row_id,restaurant_id,employee_id,date,hours_worked
68,TKU002,0149,2023-01-01,6.00
69,TRE001,0156,2023-01-01,6.00
70,TRE001,0164,2023-01-01,6.00
71,TRE001,0171,2023-01-01,6.00
72,TRE001,0179,2023-01-01,6.00
73,TRE002,0186,2023-01-01,6.00
74,TRE002,0194,2023-01-01,6.00
75,TRE002,0201,2023-01-01,6.00
76,TRE002,0209,2023-01-01,6.00
77,OUL001,0216,2023-01-01,6.00
78,OUL001,0224,2023-01-01,6.00
79,OUL001,0231,2023-01-01,6.00
80,OUL001,0239,2023-01-01,6.00
81,HKI001,0007,2023-01-01,7.00
82,HKI001,0009,2023-01-01,7.00
83,HKI001,0015,2023-01-01,7.00
84,HKI002,0037,2023-01-01,7.00
85,HKI002,0039,2023-01-01,7.00
86,HKI002,0045,2023-01-01,7.00
87,HKI003,0067,2023-01-01,7.00
88,HKI003,0069,2023-01-01,7.00
89,HKI003,0075,2023-01-01,7.00
90,TKU001,0097,2023-01-01,7.00
91,TKU001,0099,2023-01-01,7.00
92,TKU001,0105,2023-01-01,7.00
93,TKU002,0127,2023-01-01,7.00
94,TKU002,0129,2023-01-01,7.00
95,TKU002,0135,2023-01-01,7.00
96,TRE001,0157,2023-01-01,7.00
97,TRE001,0159,2023-01-01,7.00
98,TRE001,0165,2023-01-01,7.00
99,TRE002,0187,2023-01-01,7.00
100,TRE002,0189,2023-01-01,7.00
101,TRE002,0195,2023-01-01,7.00
102,OUL001,0217,2023-01-01,7.00
103,OUL001,0219,2023-01-01,7.00
104,OUL001,0225,2023-01-01,7.00
105,HKI001,0011,2023-01-01,6.98
106,HKI001,0012,2023-01-01,6.98
107,HKI001,0022,2023-01-01,6.00
108,HKI001,0024,2023-01-01,6.00
109,HKI001,0026,2023-01-01,6.98
110,HKI001,0027,2023-01-01,6.98
111,HKI001,0030,2023-01-01,6.00
112,HKI002,0041,2023-01-01,6.98
113,HKI002,0042,2023-01-01,6.98
114,HKI002,0052,2023-01-01,6.00
115,HKI002,0054,2023-01-01,6.00
116,HKI002,0056,2023-01-01,6.98
117,HKI002,0057,2023-01-01,6.98
118,HKI002,0060,2023-01-01,6.00
119,HKI003,0071,2023-01-01,6.98
120,HKI003,0072,2023-01-01,6.98
121,HKI003,0082,2023-01-01,6.00
122,HKI003,0084,2023-01-01,6.00
123,HKI003,0086,2023-01-01,6.98
124,HKI003,0087,2023-01-01,6.98
125,HKI003,0090,2023-01-01,6.00
126,TKU001,0101,2023-01-01,6.98
127,TKU001,0102,2023-01-01,6.98
128,TKU001,0112,2023-01-01,6.00
129,TKU001,0114,2023-01-01,6.00
130,TKU001,0116,2023-01-01,6.98
131,TKU001,0117,2023-01-01,6.98
132,TKU001,0120,2023-01-01,6.00
133,TKU002,0131,2023-01-01,6.98
134,TKU002,0132,2023-01-01,6.98
135,TKU002,0142,2023-01-01,6.00
136,TKU002,0144,2023-01-01,6.00
137,TKU002,0146,2023-01-01,6.98
138,TKU002,0147,2023-01-01,6.98
139,TKU002,0150,2023-01-01,6.00
140,TRE001,0161,2023-01-01,6.98
141,TRE001,0162,2023-01-01,6.98
142,TRE001,0172,2023-01-01,6.00
143,TRE001,0174,2023-01-01,6.00
144,TRE001,0176,2023-01-01,6.98
145,TRE001,0177,2023-01-01,6.98
146,TRE001,0180,2023-01-01,6.00
147,TRE002,0191,2023-01-01,6.98
148,TRE002,0192,2023-01-01,6.98
149,TRE002,0202,2023-01-01,6.00
150,TRE002,0204,2023-01-01,6.00
151,TRE002,0206,2023-01-01,6.98
152,TRE002,0207,2023-01-01,6.98
153,TRE002,0210,2023-01-01,6.00
154,OUL001,0221,2023-01-01,6.98
155,OUL001,0222,2023-01-01,6.98
156,OUL001,0232,2023-01-01,6.00
157,OUL001,0234,2023-01-01,6.00
158,OUL001,0236,2023-01-01,6.98
159,OUL001,0237,2023-01-01,6.98
160,OUL001,0240,2023-01-01,6.00
161,HKI001,0001,2023-01-02,8.00
162,HKI001,0002,2023-01-02,8.00
163,HKI001,0014,2023-01-02,8.00
164,HKI002,0031,2023-01-02,8.00
165,HKI002,0032,2023-01-02,8.00
166,HKI002,0044,2023-01-02,8.00
167,HKI003,0061,2023-01-02,8.00
168,HKI003,0062,2023-01-02,8.00
169,HKI003,0074,2023-01-02,8.00
170,TKU001,0091,2023-01-02,8.00
171,TKU001,0092,2023-01-02,8.00
172,TKU001,0104,2023-01-02,8.00
173,TKU002,0121,2023-01-02,8.00
174,TKU002,0122,2023-01-02,8.00
175,TKU002,0134,2023-01-02,8.00
176,TRE001,0151,2023-01-02,8.00
177,TRE001,0152,2023-01-02,8.00
178,TRE001,0164,2023-01-02,8.00
179,TRE002,0181,2023-01-02,8.00
180,TRE002,0182,2023-01-02,8.00
181,TRE002,0194,2023-01-02,8.00
182,OUL001,0211,2023-01-02,8.00
183,OUL001,0212,2023-01-02,8.00
184,OUL001,0224,2023-01-02,8.00
185,HKI001,0016,2023-01-02,7.00
186,HKI001,0017,2023-01-02,7.00
187,HKI001,0029,2023-01-02,7.00
188,HKI002,0046,2023-01-02,7.00
189,HKI002,0047,2023-01-02,7.00
190,HKI002,0059,2023-01-02,7.00
191,HKI003,0076,2023-01-02,7.00
192,HKI003,0077,2023-01-02,7.00
193,HKI003,0089,2023-01-02,7.00
194,TKU001,0106,2023-01-02,7.00
195,TKU001,0107,2023-01-02,7.00
196,TKU001,0119,2023-01-02,7.00
197,TKU002,0136,2023-01-02,7.00
198,TKU002,0137,2023-01-02,7.00
199,TKU002,0149,2023-01-02,7.00
200,TRE001,0166,2023-01-02,7.00
201,TRE001,0167,2023-01-02,7.00
202,TRE001,0179,2023-01-02,7.00
203,TRE002,0196,2023-01-02,7.00
204,TRE002,0197,2023-01-02,7.00
205,TRE002,0209,2023-01-02,7.00
206,OUL001,0226,2023-01-02,7.00
207,OUL001,0227,2023-01-02,7.00
208,OUL001,0239,2023-01-02,7.00
209,HKI001,0005,2023-01-02,6.00
210,HKI001,0006,2023-01-02,6.00
211,HKI001,0020,2023-01-02,6.00
212,HKI001,0021,2023-01-02,6.00
213,HKI002,0035,2023-01-02,6.00
214,HKI002,0036,2023-01-02,6.00
215,HKI002,0050,2023-01-02,6.00
216,HKI002,0051,2023-01-02,6.00
217,HKI003,0065,2023-01-02,6.00
218,HKI003,0066,2023-01-02,6.00
219,HKI003,0080,2023-01-02,6.00
220,HKI003,0081,2023-01-02,6.00
221,TKU001,0095,2023-01-02,6.00
222,TKU001,0096,2023-01-02,6.00
223,TKU001,0110,2023-01-02,6.00
224,TKU001,0111,2023-01-02,6.00
225,TKU002,0125,2023-01-02,6.00
226,TKU002,0126,2023-01-02,6.00
227,TKU002,0140,2023-01-02,6.00
228,TKU002,0141,2023-01-02,6.00
229,TRE001,0155,2023-01-02,6.00
230,TRE001,0156,2023-01-02,6.00
231,TRE001,0170,2023-01-02,6.00
232,TRE001,0171,2023-01-02,6.00
233,TRE002,0185,2023-01-02,6.00
234,TRE002,0186,2023-01-02,6.00
235,TRE002,0200,2023-01-02,6.00
236,TRE002,0201,2023-01-02,6.00
237,OUL001,0215,2023-01-02,6.00
238,OUL001,0216,2023-01-02,6.00
239,OUL001,0230,2023-01-02,6.00
240,OUL001,0231,2023-01-02,6.00
241,HKI001,0007,2023-01-02,7.00
242,HKI001,0009,2023-01-02,7.00
243,HKI001,0015,2023-01-02,7.00
244,HKI002,0037,2023-01-02,7.00
245,HKI002,0039,2023-01-02,7.00
246,HKI002,0045,2023-01-02,7.00
247,HKI003,0067,2023-01-02,7.00
248,HKI003,0069,2023-01-02,7.00
249,HKI003,0075,2023-01-02,7.00
250,TKU001,0097,2023-01-02,7.00
251,TKU001,0099,2023-01-02,7.00
252,TKU001,0105,2023-01-02,7.00
253,TKU002,0127,2023-01-02,7.00
254,TKU002,0129,2023-01-02,7.00
255,TKU002,0135,2023-01-02,7.00
256,TRE001,0157,2023-01-02,7.00
257,TRE001,0159,2023-01-02,7.00
258,TRE001,0165,2023-01-02,7.00
259,TRE002,0187,2023-01-02,7.00
260,TRE002,0189,2023-01-02,7.00
261,TRE002,0195,2023-01-02,7.00
262,OUL001,0217,2023-01-02,7.00
263,OUL001,0219,2023-01-02,7.00
264,OUL001,0225,2023-01-02,7.00
265,HKI001,0011,2023-01-02,6.98
266,HKI001,0012,2023-01-02,6.98
267,HKI001,0022,2023-01-02,6.00
268,HKI001,0024,2023-01-02,6.00
269,HKI001,0026,2023-01-02,6.98
270,HKI001,0027,2023-01-02,6.98
271,HKI001,0030,2023-01-02,6.00
272,HKI002,0041,2023-01-02,6.98
273,HKI002,0042,2023-01-02,6.98
274,HKI002,0052,2023-01-02,6.00
275,HKI002,0054,2023-01-02,6.00
276,HKI002,0056,2023-01-02,6.98
277,HKI002,0057,2023-01-02,6.98
278,HKI002,0060,2023-01-02,6.00
279,HKI003,0071,2023-01-02,6.98
280,HKI003,0072,2023-01-02,6.98
281,HKI003,0082,2023-01-02,6.00
282,HKI003,0084,2023-01-02,6.00
283,HKI003,0086,2023-01-02,6.98
284,HKI003,0087,2023-01-02,6.98
285,HKI003,0090,2023-01-02,6.00
286,TKU001,0101,2023-01-02,6.98
287,TKU001,0102,2023-01-02,6.98
288,TKU001,0112,2023-01-02,6.00
289,TKU001,0114,2023-01-02,6.00
290,TKU001,0116,2023-01-02,6.98
291,TKU001,0117,2023-01-02,6.98
292,TKU001,0120,2023-01-02,6.00
293,TKU002,0131,2023-01-02,6.98
294,TKU002,0132,2023-01-02,6.98
295,TKU002,0142,2023-01-02,6.00
296,TKU002,0144,2023-01-02,6.00
297,TKU002,0146,2023-01-02,6.98
298,TKU002,0147,2023-01-02,6.98
299,TKU002,0150,2023-01-02,6.00
300,TRE001,0161,2023-01-02,6.98
301,TRE001,0162,2023-01-02,6.98
302,TRE001,0172,2023-01-02,6.00
303,TRE001,0174,2023-01-02,6.00
304,TRE001,0176,2023-01-02,6.98
305,TRE001,0177,2023-01-02,6.98
306,TRE001,0180,2023-01-02,6.00
307,TRE002,0191,2023-01-02,6.98
308,TRE002,0192,2023-01-02,6.98
309,TRE002,0202,2023-01-02,6.00
310,TRE002,0204,2023-01-02,6.00
311,TRE002,0206,2023-01-02,6.98
312,TRE002,0207,2023-01-02,6.98
313,TRE002,0210,2023-01-02,6.00
314,OUL001,0221,2023-01-02,6.98
315,OUL001,0222,2023-01-02,6.98
316,OUL001,0232,2023-01-02,6.00
317,OUL001,0234,2023-01-02,6.00
318,OUL001,0236,2023-01-02,6.98
319,OUL001,0237,2023-01-02,6.98
320,OUL001,0240,2023-01-02,6.00
321,HKI001,0001,2023-01-03,8.00
322,HKI001,0002,2023-01-03,8.00
323,HKI001,0003,2023-01-03,8.00
324,HKI002,0031,2023-01-03,8.00
325,HKI002,0032,2023-01-03,8.00
326,HKI002,0033,2023-01-03,8.00
327,HKI003,0061,2023-01-03,8.00
328,HKI003,0062,2023-01-03,8.00
329,HKI003,0063,2023-01-03,8.00
330,TKU001,0091,2023-01-03,8.00
331,TKU001,0092,2023-01-03,8.00
332,TKU001,0093,2023-01-03,8.00
333,TKU002,0121,2023-01-03,8.00
334,TKU002,0122,2023-01-03,8.00
335,TKU002,0123,2023-01-03,8.00
336,TRE001,0151,2023-01-03,8.00
337,TRE001,0152,2023-01-03,8.00
338,TRE001,0153,2023-01-03,8.00
339,TRE002,0181,2023-01-03,8.00
340,TRE002,0182,2023-01-03,8.00
341,TRE002,0183,2023-01-03,8.00
342,OUL001,0211,2023-01-03,8.00
343,OUL001,0212,2023-01-03,8.00
344,OUL001,0213,2023-01-03,8.00
345,HKI001,0016,2023-01-03,7.00
346,HKI001,0017,2023-01-03,7.00
347,HKI001,0018,2023-01-03,7.00
348,HKI002,0046,2023-01-03,7.00
349,HKI002,0047,2023-01-03,7.00
350,HKI002,0048,2023-01-03,7.00
351,HKI003,0076,2023-01-03,7.00
352,HKI003,0077,2023-01-03,7.00
353,HKI003,0078,2023-01-03,7.00
354,TKU001,0106,2023-01-03,7.00
355,TKU001,0107,2023-01-03,7.00
356,TKU001,0108,2023-01-03,7.00
357,TKU002,0136,2023-01-03,7.00
358,TKU002,0137,2023-01-03,7.00
359,TKU002,0138,2023-01-03,7.00
360,TRE001,0166,2023-01-03,7.00
361,TRE001,0167,2023-01-03,7.00
362,TRE001,0168,2023-01-03,7.00
363,TRE002,0196,2023-01-03,7.00
364,TRE002,0197,2023-01-03,7.00
365,TRE002,0198,2023-01-03,7.00
366,OUL001,0226,2023-01-03,7.00
367,OUL001,0227,2023-01-03,7.00
368,OUL001,0228,2023-01-03,7.00
369,HKI001,0004,2023-01-03,6.00
370,HKI001,0005,2023-01-03,6.00
371,HKI001,0019,2023-01-03,6.00
372,HKI001,0020,2023-01-03,6.00
373,HKI002,0034,2023-01-03,6.00
374,HKI002,0035,2023-01-03,6.00
375,HKI002,0049,2023-01-03,6.00
376,HKI002,0050,2023-01-03,6.00
377,HKI003,0064,2023-01-03,6.00
378,HKI003,0065,2023-01-03,6.00
379,HKI003,0079,2023-01-03,6.00
380,HKI003,0080,2023-01-03,6.00
381,TKU001,0094,2023-01-03,6.00
382,TKU001,0095,2023-01-03,6.00
383,TKU001,0109,2023-01-03,6.00
384,TKU001,0110,2023-01-03,6.00
385,TKU002,0124,2023-01-03,6.00
386,TKU002,0125,2023-01-03,6.00
387,TKU002,0139,2023-01-03,6.00
388,TKU002,0140,2023-01-03,6.00
389,TRE001,0154,2023-01-03,6.00
390,TRE001,0155,2023-01-03,6.00
391,TRE001,0169,2023-01-03,6.00
392,TRE001,0170,2023-01-03,6.00
393,TRE002,0184,2023-01-03,6.00
394,TRE002,0185,2023-01-03,6.00
395,TRE002,0199,2023-01-03,6.00
396,TRE002,0200,2023-01-03,6.00
397,OUL001,0214,2023-01-03,6.00
398,OUL001,0215,2023-01-03,6.00
399,OUL001,0229,2023-01-03,6.00
400,OUL001,0230,2023-01-03,6.00
401,HKI001,0007,2023-01-03,7.00
402,HKI001,0008,2023-01-03,7.00
403,HKI001,0015,2023-01-03,7.00
404,HKI002,0037,2023-01-03,7.00
405,HKI002,0038,2023-01-03,7.00
406,HKI002,0045,2023-01-03,7.00
407,HKI003,0067,2023-01-03,7.00
408,HKI003,0068,2023-01-03,7.00
409,HKI003,0075,2023-01-03,7.00
410,TKU001,0097,2023-01-03,7.00
411,TKU001,0098,2023-01-03,7.00
412,TKU001,0105,2023-01-03,7.00
413,TKU002,0127,2023-01-03,7.00
414,TKU002,0128,2023-01-03,7.00
415,TKU002,0135,2023-01-03,7.00
416,TRE001,0157,2023-01-03,7.00
417,TRE001,0158,2023-01-03,7.00
418,TRE001,0165,2023-01-03,7.00
419,TRE002,0187,2023-01-03,7.00
420,TRE002,0188,2023-01-03,7.00
421,TRE002,0195,2023-01-03,7.00
422,OUL001,0217,2023-01-03,7.00
423,OUL001,0218,2023-01-03,7.00
424,OUL001,0225,2023-01-03,7.00
425,HKI001,0010,2023-01-03,6.98
426,HKI001,0011,2023-01-03,6.98
427,HKI001,0022,2023-01-03,6.00
428,HKI001,0023,2023-01-03,6.00
429,HKI001,0025,2023-01-03,6.98
430,HKI001,0026,2023-01-03,6.98
431,HKI001,0030,2023-01-03,6.00
432,HKI002,0040,2023-01-03,6.98
433,HKI002,0041,2023-01-03,6.98
434,HKI002,0052,2023-01-03,6.00
435,HKI002,0053,2023-01-03,6.00
436,HKI002,0055,2023-01-03,6.98
437,HKI002,0056,2023-01-03,6.98
438,HKI002,0060,2023-01-03,6.00
439,HKI003,0070,2023-01-03,6.98
440,HKI003,0071,2023-01-03,6.98
441,HKI003,0082,2023-01-03,6.00
442,HKI003,0083,2023-01-03,6.00
443,HKI003,0085,2023-01-03,6.98
444,HKI003,0086,2023-01-03,6.98
445,HKI003,0090,2023-01-03,6.00
446,TKU001,0100,2023-01-03,6.98
447,TKU001,0101,2023-01-03,6.98
448,TKU001,0112,2023-01-03,6.00
449,TKU001,0113,2023-01-03,6.00
450,TKU001,0115,2023-01-03,6.98
451,TKU001,0116,2023-01-03,6.98
452,TKU001,0120,2023-01-03,6.00
453,TKU002,0130,2023-01-03,6.98
454,TKU002,0131,2023-01-03,6.98
455,TKU002,0142,2023-01-03,6.00
456,TKU002,0143,2023-01-03,6.00
457,TKU002,0145,2023-01-03,6.98
458,TKU002,0146,2023-01-03,6.98
459,TKU002,0150,2023-01-03,6.00
460,TRE001,0160,2023-01-03,6.98
461,TRE001,0161,2023-01-03,6.98
462,TRE001,0172,2023-01-03,6.00
463,TRE001,0173,2023-01-03,6.00
464,TRE001,0175,2023-01-03,6.98
465,TRE001,0176,2023-01-03,6.98
466,TRE001,0180,2023-01-03,6.00
467,TRE002,0190,2023-01-03,6.98
468,TRE002,0191,2023-01-03,6.98
469,TRE002,0202,2023-01-03,6.00
470,TRE002,0203,2023-01-03,6.00
471,TRE002,0205,2023-01-03,6.98
472,TRE002,0206,2023-01-03,6.98
473,TRE002,0210,2023-01-03,6.00
474,OUL001,0220,2023-01-03,6.98
475,OUL001,0221,2023-01-03,6.98
476,OUL001,0232,2023-01-03,6.00
477,OUL001,0233,2023-01-03,6.00
478,OUL001,0235,2023-01-03,6.98
479,OUL001,0236,2023-01-03,6.98
480,OUL001,0240,2023-01-03,6.00
481,HKI001,0001,2023-01-04,8.00
482,HKI001,0003,2023-01-04,8.00
483,HKI001,0013,2023-01-04,8.00
484,HKI002,0031,2023-01-04,8.00
485,HKI002,0033,2023-01-04,8.00
486,HKI002,0043,2023-01-04,8.00
487,HKI003,0061,2023-01-04,8.00
488,HKI003,0063,2023-01-04,8.00
489,HKI003,0073,2023-01-04,8.00
490,TKU001,0091,2023-01-04,8.00
491,TKU001,0093,2023-01-04,8.00
492,TKU001,0103,2023-01-04,8.00
493,TKU002,0121,2023-01-04,8.00
494,TKU002,0123,2023-01-04,8.00
495,TKU002,0133,2023-01-04,8.00
496,TRE001,0151,2023-01-04,8.00
497,TRE001,0153,2023-01-04,8.00
498,TRE001,0163,2023-01-04,8.00
499,TRE002,0181,2023-01-04,8.00
500,TRE002,0183,2023-01-04,8.00
501,TRE002,0193,2023-01-04,8.00
502,OUL001,0211,2023-01-04,8.00
503,OUL001,0213,2023-01-04,8.00
504,OUL001,0223,2023-01-04,8.00
505,HKI001,0016,2023-01-04,7.00
506,HKI001,0018,2023-01-04,7.00
507,HKI001,0028,2023-01-04,7.00
508,HKI002,0046,2023-01-04,7.00
509,HKI002,0048,2023-01-04,7.00
510,HKI002,0058,2023-01-04,7.00
511,HKI003,0076,2023-01-04,7.00
512,HKI003,0078,2023-01-04,7.00
513,HKI003,0088,2023-01-04,7.00
514,TKU001,0106,2023-01-04,7.00
515,TKU001,0108,2023-01-04,7.00
516,TKU001,0118,2023-01-04,7.00
517,TKU002,0136,2023-01-04,7.00
518,TKU002,0138,2023-01-04,7.00
519,TKU002,0148,2023-01-04,7.00
520,TRE001,0166,2023-01-04,7.00
521,TRE001,0168,2023-01-04,7.00
522,TRE001,0178,2023-01-04,7.00
523,TRE002,0196,2023-01-04,7.00
524,TRE002,0198,2023-01-04,7.00
525,TRE002,0208,2023-01-04,7.00
526,OUL001,0226,2023-01-04,7.00
527,OUL001,0228,2023-01-04,7.00
528,OUL001,0238,2023-01-04,7.00
529,HKI001,0004,2023-01-04,6.00
530,HKI001,0005,2023-01-04,6.00
531,HKI001,0019,2023-01-04,6.00
532,HKI001,0020,2023-01-04,6.00
533,HKI002,0034,2023-01-04,6.00
534,HKI002,0035,2023-01-04,6.00
535,HKI002,0049,2023-01-04,6.00
536,HKI002,0050,2023-01-04,6.00
537,HKI003,0064,2023-01-04,6.00
538,HKI003,0065,2023-01-04,6.00
539,HKI003,0079,2023-01-04,6.00
540,HKI003,0080,2023-01-04,6.00
541,TKU001,0094,2023-01-04,6.00
542,TKU001,0095,2023-01-04,6.00
543,TKU001,0109,2023-01-04,6.00
544,TKU001,0110,2023-01-04,6.00
545,TKU002,0124,2023-01-04,6.00
546,TKU002,0125,2023-01-04,6.00
547,TKU002,0139,2023-01-04,6.00
548,TKU002,0140,2023-01-04,6.00
549,TRE001,0154,2023-01-04,6.00
550,TRE001,0155,2023-01-04,6.00
551,TRE001,0169,2023-01-04,6.00
552,TRE001,0170,2023-01-04,6.00
553,TRE002,0184,2023-01-04,6.00
554,TRE002,0185,2023-01-04,6.00
555,TRE002,0199,2023-01-04,6.00
556,TRE002,0200,2023-01-04,6.00
557,OUL001,0214,2023-01-04,6.00
558,OUL001,0215,2023-01-04,6.00
559,OUL001,0229,2023-01-04,6.00
560,OUL001,0230,2023-01-04,6.00
561,HKI001,0007,2023-01-04,7.00
562,HKI001,0008,2023-01-04,7.00
563,HKI001,0015,2023-01-04,7.00
564,HKI002,0037,2023-01-04,7.00
565,HKI002,0038,2023-01-04,7.00
566,HKI002,0045,2023-01-04,7.00
567,HKI003,0067,2023-01-04,7.00
568,HKI003,0068,2023-01-04,7.00
569,HKI003,0075,2023-01-04,7.00
570,TKU001,0097,2023-01-04,7.00
571,TKU001,0098,2023-01-04,7.00
572,TKU001,0105,2023-01-04,7.00
573,TKU002,0127,2023-01-04,7.00
574,TKU002,0128,2023-01-04,7.00
575,TKU002,0135,2023-01-04,7.00
576,TRE001,0157,2023-01-04,7.00
577,TRE001,0158,2023-01-04,7.00
578,TRE001,0165,2023-01-04,7.00
579,TRE002,0187,2023-01-04,7.00
580,TRE002,0188,2023-01-04,7.00
581,TRE002,0195,2023-01-04,7.00
582,OUL001,0217,2023-01-04,7.00
583,OUL001,0218,2023-01-04,7.00
584,OUL001,0225,2023-01-04,7.00
585,HKI001,0010,2023-01-04,6.98
586,HKI001,0011,2023-01-04,6.98
587,HKI001,0022,2023-01-04,6.00
588,HKI001,0023,2023-01-04,6.00
589,HKI001,0025,2023-01-04,6.98
590,HKI001,0026,2023-01-04,6.98
591,HKI001,0030,2023-01-04,6.00
592,HKI002,0040,2023-01-04,6.98
593,HKI002,0041,2023-01-04,6.98
594,HKI002,0052,2023-01-04,6.00
595,HKI002,0053,2023-01-04,6.00
596,HKI002,0055,2023-01-04,6.98
597,HKI002,0056,2023-01-04,6.98
598,HKI002,0060,2023-01-04,6.00
599,HKI003,0070,2023-01-04,6.98
600,HKI003,0071,2023-01-04,6.98
601,HKI003,0082,2023-01-04,6.00
602,HKI003,0083,2023-01-04,6.00
603,HKI003,0085,2023-01-04,6.98
604,HKI003,0086,2023-01-04,6.98
605,HKI003,0090,2023-01-04,6.00
606,TKU001,0100,2023-01-04,6.98
607,TKU001,0101,2023-01-04,6.98
608,TKU001,0112,2023-01-04,6.00
609,TKU001,0113,2023-01-04,6.00
610,TKU001,0115,2023-01-04,6.98
611,TKU001,0116,2023-01-04,6.98
612,TKU001,0120,2023-01-04,6.00
613,TKU002,0130,2023-01-04,6.98
614,TKU002,0131,2023-01-04,6.98
615,TKU002,0142,2023-01-04,6.00
616,TKU002,0143,2023-01-04,6.00
617,TKU002,0145,2023-01-04,6.98
618,TKU002,0146,2023-01-04,6.98
619,TKU002,0150,2023-01-04,6.00
620,TRE001,0160,2023-01-04,6.98
621,TRE001,0161,2023-01-04,6.98
622,TRE001,0172,2023-01-04,6.00
623,TRE001,0173,2023-01-04,6.00
624,TRE001,0175,2023-01-04,6.98
625,TRE001,0176,2023-01-04,6.98
626,TRE001,0180,2023-01-04,6.00
627,TRE002,0190,2023-01-04,6.98
628,TRE002,0191,2023-01-04,6.98
629,TRE002,0202,2023-01-04,6.00
630,TRE002,0203,2023-01-04,6.00
631,TRE002,0205,2023-01-04,6.98
632,TRE002,0206,2023-01-04,6.98
633,TRE002,0210,2023-01-04,6.00
634,OUL001,0220,2023-01-04,6.98
635,OUL001,0221,2023-01-04,6.98
636,OUL001,0232,2023-01-04,6.00
637,OUL001,0233,2023-01-04,6.00
638,OUL001,0235,2023-01-04,6.98
639,OUL001,0236,2023-01-04,6.98
640,OUL001,0240,2023-01-04,6.00
641,HKI001,0001,2023-01-05,8.00
642,HKI001,0003,2023-01-05,8.00
643,HKI001,0013,2023-01-05,8.00
644,HKI002,0031,2023-01-05,8.00
645,HKI002,0033,2023-01-05,8.00
646,HKI002,0043,2023-01-05,8.00
647,HKI003,0061,2023-01-05,8.00
648,HKI003,0063,2023-01-05,8.00
649,HKI003,0073,2023-01-05,8.00
650,TKU001,0091,2023-01-05,8.00
651,TKU001,0093,2023-01-05,8.00
652,TKU001,0103,2023-01-05,8.00
653,TKU002,0121,2023-01-05,8.00
654,TKU002,0123,2023-01-05,8.00
655,TKU002,0133,2023-01-05,8.00
656,TRE001,0151,2023-01-05,8.00
657,TRE001,0153,2023-01-05,8.00
658,TRE001,0163,2023-01-05,8.00
659,TRE002,0181,2023-01-05,8.00
660,TRE002,0183,2023-01-05,8.00
661,TRE002,0193,2023-01-05,8.00
662,OUL001,0211,2023-01-05,8.00
663,OUL001,0213,2023-01-05,8.00
664,OUL001,0223,2023-01-05,8.00
