row_id,employee_id,start_time,end_time,hours_worked
91,0099,2023-01-01 16:00:00,2023-01-01 23:00:00,7.00
92,0105,2023-01-01 16:00:00,2023-01-01 23:00:00,7.00
93,0127,2023-01-01 16:00:00,2023-01-01 23:00:00,7.00
94,0129,2023-01-01 16:00:00,2023-01-01 23:00:00,7.00
95,0135,2023-01-01 16:00:00,2023-01-01 23:00:00,7.00
96,0157,2023-01-01 16:00:00,2023-01-01 23:00:00,7.00
97,0159,2023-01-01 16:00:00,2023-01-01 23:00:00,7.00
98,0165,2023-01-01 16:00:00,2023-01-01 23:00:00,7.00
99,0187,2023-01-01 16:00:00,2023-01-01 23:00:00,7.00
100,0189,2023-01-01 16:00:00,2023-01-01 23:00:00,7.00
101,0195,2023-01-01 16:00:00,2023-01-01 23:00:00,7.00
102,0217,2023-01-01 16:00:00,2023-01-01 23:00:00,7.00
103,0219,2023-01-01 16:00:00,2023-01-01 23:00:00,7.00
104,0225,2023-01-01 16:00:00,2023-01-01 23:00:00,7.00
105,0011,2023-01-01 17:00:00,2023-01-01 23:59:00,6.98
106,0012,2023-01-01 17:00:00,2023-01-01 23:59:00,6.98
107,0022,2023-01-01 17:00:00,2023-01-01 23:00:00,6.00
108,0024,2023-01-01 17:00:00,2023-01-01 23:00:00,6.00
109,0026,2023-01-01 17:00:00,2023-01-01 23:59:00,6.98
110,0027,2023-01-01 17:00:00,2023-01-01 23:59:00,6.98
111,0030,2023-01-01 17:00:00,2023-01-01 23:00:00,6.00
112,0041,2023-01-01 17:00:00,2023-01-01 23:59:00,6.98
113,0042,2023-01-01 17:00:00,2023-01-01 23:59:00,6.98
114,0052,2023-01-01 17:00:00,2023-01-01 23:00:00,6.00
115,0054,2023-01-01 17:00:00,2023-01-01 23:00:00,6.00
116,0056,2023-01-01 17:00:00,2023-01-01 23:59:00,6.98
117,0057,2023-01-01 17:00:00,2023-01-01 23:59:00,6.98
118,0060,2023-01-01 17:00:00,2023-01-01 23:00:00,6.00
119,0071,2023-01-01 17:00:00,2023-01-01 23:59:00,6.98
120,0072,2023-01-01 17:00:00,2023-01-01 23:59:00,6.98
121,0082,2023-01-01 17:00:00,2023-01-01 23:00:00,6.00
122,0084,2023-01-01 17:00:00,2023-01-01 23:00:00,6.00
123,0086,2023-01-01 17:00:00,2023-01-01 23:59:00,6.98
124,0087,2023-01-01 17:00:00,2023-01-01 23:59:00,6.98
125,0090,2023-01-01 17:00:00,2023-01-01 23:00:00,6.00
126,0101,2023-01-01 17:00:00,2023-01-01 23:59:00,6.98
127,0102,2023-01-01 17:00:00,2023-01-01 23:59:00,6.98
128,0112,2023-01-01 17:00:00,2023-01-01 23:00:00,6.00
129,0114,2023-01-01 17:00:00,2023-01-01 23:00:00,6.00
130,0116,2023-01-01 17:00:00,2023-01-01 23:59:00,6.98
131,0117,2023-01-01 17:00:00,2023-01-01 23:59:00,6.98
132,0120,2023-01-01 17:00:00,2023-01-01 23:00:00,6.00
133,0131,2023-01-01 17:00:00,2023-01-01 23:59:00,6.98
134,0132,2023-01-01 17:00:00,2023-01-01 23:59:00,6.98
135,0142,2023-01-01 17:00:00,2023-01-01 23:00:00,6.00
136,0144,2023-01-01 17:00:00,2023-01-01 23:00:00,6.00
137,0146,2023-01-01 17:00:00,2023-01-01 23:59:00,6.98
138,0147,2023-01-01 17:00:00,2023-01-01 23:59:00,6.98
139,0150,2023-01-01 17:00:00,2023-01-01 23:00:00,6.00
140,0161,2023-01-01 17:00:00,2023-01-01 23:59:00,6.98
141,0162,2023-01-01 17:00:00,2023-01-01 23:59:00,6.98
142,0172,2023-01-01 17:00:00,2023-01-01 23:00:00,6.00
143,0174,2023-01-01 17:00:00,2023-01-01 23:00:00,6.00
144,0176,2023-01-01 17:00:00,2023-01-01 23:59:00,6.98
145,0177,2023-01-01 17:00:00,2023-01-01 23:59:00,6.98
146,0180,2023-01-01 17:00:00,2023-01-01 23:00:00,6.00
147,0191,2023-01-01 17:00:00,2023-01-01 23:59:00,6.98
148,0192,2023-01-01 17:00:00,2023-01-01 23:59:00,6.98
149,0202,2023-01-01 17:00:00,2023-01-01 23:00:00,6.00
150,0204,2023-01-01 17:00:00,2023-01-01 23:00:00,6.00
151,0206,2023-01-01 17:00:00,2023-01-01 23:59:00,6.98
152,0207,2023-01-01 17:00:00,2023-01-01 23:59:00,6.98
153,0210,2023-01-01 17:00:00,2023-01-01 23:00:00,6.00
154,0221,2023-01-01 17:00:00,2023-01-01 23:59:00,6.98
155,0222,2023-01-01 17:00:00,2023-01-01 23:59:00,6.98
156,0232,2023-01-01 17:00:00,2023-01-01 23:00:00,6.00
157,0234,2023-01-01 17:00:00,2023-01-01 23:00:00,6.00
158,0236,2023-01-01 17:00:00,2023-01-01 23:59:00,6.98
159,0237,2023-01-01 17:00:00,2023-01-01 23:59:00,6.98
160,0240,2023-01-01 17:00:00,2023-01-01 23:00:00,6.00
161,0001,2023-01-02 08:00:00,2023-01-02 16:00:00,8.00
162,0002,2023-01-02 08:00:00,2023-01-02 16:00:00,8.00
163,0014,2023-01-02 08:00:00,2023-01-02 16:00:00,8.00
164,0031,2023-01-02 08:00:00,2023-01-02 16:00:00,8.00
165,0032,2023-01-02 08:00:00,2023-01-02 16:00:00,8.00
166,0044,2023-01-02 08:00:00,2023-01-02 16:00:00,8.00
167,0061,2023-01-02 08:00:00,2023-01-02 16:00:00,8.00
168,0062,2023-01-02 08:00:00,2023-01-02 16:00:00,8.00
169,0074,2023-01-02 08:00:00,2023-01-02 16:00:00,8.00
170,0091,2023-01-02 08:00:00,2023-01-02 16:00:00,8.00
171,0092,2023-01-02 08:00:00,2023-01-02 16:00:00,8.00
172,0104,2023-01-02 08:00:00,2023-01-02 16:00:00,8.00
173,0121,2023-01-02 08:00:00,2023-01-02 16:00:00,8.00
174,0122,2023-01-02 08:00:00,2023-01-02 16:00:00,8.00
175,0134,2023-01-02 08:00:00,2023-01-02 16:00:00,8.00
176,0151,2023-01-02 08:00:00,2023-01-02 16:00:00,8.00
177,0152,2023-01-02 08:00:00,2023-01-02 16:00:00,8.00
178,0164,2023-01-02 08:00:00,2023-01-02 16:00:00,8.00
179,0181,2023-01-02 08:00:00,2023-01-02 16:00:00,8.00
180,0182,2023-01-02 08:00:00,2023-01-02 16:00:00,8.00
181,0194,2023-01-02 08:00:00,2023-01-02 16:00:00,8.00
182,0211,2023-01-02 08:00:00,2023-01-02 16:00:00,8.00
183,0212,2023-01-02 08:00:00,2023-01-02 16:00:00,8.00
184,0224,2023-01-02 08:00:00,2023-01-02 16:00:00,8.00
185,0016,2023-01-02 10:00:00,2023-01-02 17:00:00,7.00
186,0017,2023-01-02 10:00:00,2023-01-02 17:00:00,7.00
187,0029,2023-01-02 10:00:00,2023-01-02 17:00:00,7.00
188,0046,2023-01-02 10:00:00,2023-01-02 17:00:00,7.00
189,0047,2023-01-02 10:00:00,2023-01-02 17:00:00,7.00
190,0059,2023-01-02 10:00:00,2023-01-02 17:00:00,7.00
191,0076,2023-01-02 10:00:00,2023-01-02 17:00:00,7.00
192,0077,2023-01-02 10:00:00,2023-01-02 17:00:00,7.00
193,0089,2023-01-02 10:00:00,2023-01-02 17:00:00,7.00
194,0106,2023-01-02 10:00:00,2023-01-02 17:00:00,7.00
195,0107,2023-01-02 10:00:00,2023-01-02 17:00:00,7.00
196,0119,2023-01-02 10:00:00,2023-01-02 17:00:00,7.00
197,0136,2023-01-02 10:00:00,2023-01-02 17:00:00,7.00
198,0137,2023-01-02 10:00:00,2023-01-02 17:00:00,7.00
199,0149,2023-01-02 10:00:00,2023-01-02 17:00:00,7.00
200,0166,2023-01-02 10:00:00,2023-01-02 17:00:00,7.00
201,0167,2023-01-02 10:00:00,2023-01-02 17:00:00,7.00
202,0179,2023-01-02 10:00:00,2023-01-02 17:00:00,7.00
203,0196,2023-01-02 10:00:00,2023-01-02 17:00:00,7.00
204,0197,2023-01-02 10:00:00,2023-01-02 17:00:00,7.00
205,0209,2023-01-02 10:00:00,2023-01-02 17:00:00,7.00
206,0226,2023-01-02 10:00:00,2023-01-02 17:00:00,7.00
207,0227,2023-01-02 10:00:00,2023-01-02 17:00:00,7.00
208,0239,2023-01-02 10:00:00,2023-01-02 17:00:00,7.00
209,0005,2023-01-02 11:00:00,2023-01-02 17:00:00,6.00
210,0006,2023-01-02 11:00:00,2023-01-02 17:00:00,6.00
211,0020,2023-01-02 11:00:00,2023-01-02 17:00:00,6.00
212,0021,2023-01-02 11:00:00,2023-01-02 17:00:00,6.00
213,0035,2023-01-02 11:00:00,2023-01-02 17:00:00,6.00
214,0036,2023-01-02 11:00:00,2023-01-02 17:00:00,6.00
215,0050,2023-01-02 11:00:00,2023-01-02 17:00:00,6.00
216,0051,2023-01-02 11:00:00,2023-01-02 17:00:00,6.00
217,0065,2023-01-02 11:00:00,2023-01-02 17:00:00,6.00
218,0066,2023-01-02 11:00:00,2023-01-02 17:00:00,6.00
219,0080,2023-01-02 11:00:00,2023-01-02 17:00:00,6.00
220,0081,2023-01-02 11:00:00,2023-01-02 17:00:00,6.00
221,0095,2023-01-02 11:00:00,2023-01-02 17:00:00,6.00
222,0096,2023-01-02 11:00:00,2023-01-02 17:00:00,6.00
223,0110,2023-01-02 11:00:00,2023-01-02 17:00:00,6.00
224,0111,2023-01-02 11:00:00,2023-01-02 17:00:00,6.00
225,0125,2023-01-02 11:00:00,2023-01-02 17:00:00,6.00
226,0126,2023-01-02 11:00:00,2023-01-02 17:00:00,6.00
227,0140,2023-01-02 11:00:00,2023-01-02 17:00:00,6.00
228,0141,2023-01-02 11:00:00,2023-01-02 17:00:00,6.00
229,0155,2023-01-02 11:00:00,2023-01-02 17:00:00,6.00
230,0156,2023-01-02 11:00:00,2023-01-02 17:00:00,6.00
231,0170,2023-01-02 11:00:00,2023-01-02 17:00:00,6.00
232,0171,2023-01-02 11:00:00,2023-01-02 17:00:00,6.00
233,0185,2023-01-02 11:00:00,2023-01-02 17:00:00,6.00
234,0186,2023-01-02 11:00:00,2023-01-02 17:00:00,6.00
235,0200,2023-01-02 11:00:00,2023-01-02 17:00:00,6.00
236,0201,2023-01-02 11:00:00,2023-01-02 17:00:00,6.00
237,0215,2023-01-02 11:00:00,2023-01-02 17:00:00,6.00
238,0216,2023-01-02 11:00:00,2023-01-02 17:00:00,6.00
239,0230,2023-01-02 11:00:00,2023-01-02 17:00:00,6.00
240,0231,2023-01-02 11:00:00,2023-01-02 17:00:00,6.00
241,0007,2023-01-02 16:00:00,2023-01-02 23:00:00,7.00
242,0009,2023-01-02 16:00:00,2023-01-02 23:00:00,7.00
243,0015,2023-01-02 16:00:00,2023-01-02 23:00:00,7.00
244,0037,2023-01-02 16:00:00,2023-01-02 23:00:00,7.00
245,0039,2023-01-02 16:00:00,2023-01-02 23:00:00,7.00
246,0045,2023-01-02 16:00:00,2023-01-02 23:00:00,7.00
247,0067,2023-01-02 16:00:00,2023-01-02 23:00:00,7.00
248,0069,2023-01-02 16:00:00,2023-01-02 23:00:00,7.00
249,0075,2023-01-02 16:00:00,2023-01-02 23:00:00,7.00
250,0097,2023-01-02 16:00:00,2023-01-02 23:00:00,7.00
251,0099,2023-01-02 16:00:00,2023-01-02 23:00:00,7.00
252,0105,2023-01-02 16:00:00,2023-01-02 23:00:00,7.00
253,0127,2023-01-02 16:00:00,2023-01-02 23:00:00,7.00
254,0129,2023-01-02 16:00:00,2023-01-02 23:00:00,7.00
255,0135,2023-01-02 16:00:00,2023-01-02 23:00:00,7.00
256,0157,2023-01-02 16:00:00,2023-01-02 23:00:00,7.00
257,0159,2023-01-02 16:00:00,2023-01-02 23:00:00,7.00
258,0165,2023-01-02 16:00:00,2023-01-02 23:00:00,7.00
259,0187,2023-01-02 16:00:00,2023-01-02 23:00:00,7.00
260,0189,2023-01-02 16:00:00,2023-01-02 23:00:00,7.00
261,0195,2023-01-02 16:00:00,2023-01-02 23:00:00,7.00
262,0217,2023-01-02 16:00:00,2023-01-02 23:00:00,7.00
263,0219,2023-01-02 16:00:00,2023-01-02 23:00:00,7.00
264,0225,2023-01-02 16:00:00,2023-01-02 23:00:00,7.00
265,0011,2023-01-02 17:00:00,2023-01-02 23:59:00,6.98
266,0012,2023-01-02 17:00:00,2023-01-02 23:59:00,6.98
267,0022,2023-01-02 17:00:00,2023-01-02 23:00:00,6.00
268,0024,2023-01-02 17:00:00,2023-01-02 23:00:00,6.00
269,0026,2023-01-02 17:00:00,2023-01-02 23:59:00,6.98
270,0027,2023-01-02 17:00:00,2023-01-02 23:59:00,6.98
271,0030,2023-01-02 17:00:00,2023-01-02 23:00:00,6.00
272,0041,2023-01-02 17:00:00,2023-01-02 23:59:00,6.98
273,0042,2023-01-02 17:00:00,2023-01-02 23:59:00,6.98
274,0052,2023-01-02 17:00:00,2023-01-02 23:00:00,6.00
275,0054,2023-01-02 17:00:00,2023-01-02 23:00:00,6.00
276,0056,2023-01-02 17:00:00,2023-01-02 23:59:00,6.98
277,0057,2023-01-02 17:00:00,2023-01-02 23:59:00,6.98
278,0060,2023-01-02 17:00:00,2023-01-02 23:00:00,6.00
279,0071,2023-01-02 17:00:00,2023-01-02 23:59:00,6.98
280,0072,2023-01-02 17:00:00,2023-01-02 23:59:00,6.98
281,0082,2023-01-02 17:00:00,2023-01-02 23:00:00,6.00
282,0084,2023-01-02 17:00:00,2023-01-02 23:00:00,6.00
283,0086,2023-01-02 17:00:00,2023-01-02 23:59:00,6.98
284,0087,2023-01-02 17:00:00,2023-01-02 23:59:00,6.98
285,0090,2023-01-02 17:00:00,2023-01-02 23:00:00,6.00
286,0101,2023-01-02 17:00:00,2023-01-02 23:59:00,6.98
287,0102,2023-01-02 17:00:00,2023-01-02 23:59:00,6.98
288,0112,2023-01-02 17:00:00,2023-01-02 23:00:00,6.00
289,0114,2023-01-02 17:00:00,2023-01-02 23:00:00,6.00
290,0116,2023-01-02 17:00:00,2023-01-02 23:59:00,6.98
291,0117,2023-01-02 17:00:00,2023-01-02 23:59:00,6.98
292,0120,2023-01-02 17:00:00,2023-01-02 23:00:00,6.00
293,0131,2023-01-02 17:00:00,2023-01-02 23:59:00,6.98
294,0132,2023-01-02 17:00:00,2023-01-02 23:59:00,6.98
295,0142,2023-01-02 17:00:00,2023-01-02 23:00:00,6.00
296,0144,2023-01-02 17:00:00,2023-01-02 23:00:00,6.00
297,0146,2023-01-02 17:00:00,2023-01-02 23:59:00,6.98
298,0147,2023-01-02 17:00:00,2023-01-02 23:59:00,6.98
299,0150,2023-01-02 17:00:00,2023-01-02 23:00:00,6.00
300,0161,2023-01-02 17:00:00,2023-01-02 23:59:00,6.98
301,0162,2023-01-02 17:00:00,2023-01-02 23:59:00,6.98
302,0172,2023-01-02 17:00:00,2023-01-02 23:00:00,6.00
303,0174,2023-01-02 17:00:00,2023-01-02 23:00:00,6.00
304,0176,2023-01-02 17:00:00,2023-01-02 23:59:00,6.98
305,0177,2023-01-02 17:00:00,2023-01-02 23:59:00,6.98
306,0180,2023-01-02 17:00:00,2023-01-02 23:00:00,6.00
307,0191,2023-01-02 17:00:00,2023-01-02 23:59:00,6.98
308,0192,2023-01-02 17:00:00,2023-01-02 23:59:00,6.98
309,0202,2023-01-02 17:00:00,2023-01-02 23:00:00,6.00
310,0204,2023-01-02 17:00:00,2023-01-02 23:00:00,6.00
311,0206,2023-01-02 17:00:00,2023-01-02 23:59:00,6.98
312,0207,2023-01-02 17:00:00,2023-01-02 23:59:00,6.98
313,0210,2023-01-02 17:00:00,2023-01-02 23:00:00,6.00
314,0221,2023-01-02 17:00:00,2023-01-02 23:59:00,6.98
315,0222,2023-01-02 17:00:00,2023-01-02 23:59:00,6.98
316,0232,2023-01-02 17:00:00,2023-01-02 23:00:00,6.00
317,0234,2023-01-02 17:00:00,2023-01-02 23:00:00,6.00
318,0236,2023-01-02 17:00:00,2023-01-02 23:59:00,6.98
319,0237,2023-01-02 17:00:00,2023-01-02 23:59:00,6.98
320,0240,2023-01-02 17:00:00,2023-01-02 23:00:00,6.00
321,0001,2023-01-03 08:00:00,2023-01-03 16:00:00,8.00
322,0002,2023-01-03 08:00:00,2023-01-03 16:00:00,8.00
323,0003,2023-01-03 08:00:00,2023-01-03 16:00:00,8.00
324,0031,2023-01-03 08:00:00,2023-01-03 16:00:00,8.00
325,0032,2023-01-03 08:00:00,2023-01-03 16:00:00,8.00
326,0033,2023-01-03 08:00:00,2023-01-03 16:00:00,8.00
327,0061,2023-01-03 08:00:00,2023-01-03 16:00:00,8.00
328,0062,2023-01-03 08:00:00,2023-01-03 16:00:00,8.00
329,0063,2023-01-03 08:00:00,2023-01-03 16:00:00,8.00
330,0091,2023-01-03 08:00:00,2023-01-03 16:00:00,8.00
331,0092,2023-01-03 08:00:00,2023-01-03 16:00:00,8.00
332,0093,2023-01-03 08:00:00,2023-01-03 16:00:00,8.00
333,0121,2023-01-03 08:00:00,2023-01-03 16:00:00,8.00
334,0122,2023-01-03 08:00:00,2023-01-03 16:00:00,8.00
335,0123,2023-01-03 08:00:00,2023-01-03 16:00:00,8.00
336,0151,2023-01-03 08:00:00,2023-01-03 16:00:00,8.00
337,0152,2023-01-03 08:00:00,2023-01-03 16:00:00,8.00
338,0153,2023-01-03 08:00:00,2023-01-03 16:00:00,8.00
339,0181,2023-01-03 08:00:00,2023-01-03 16:00:00,8.00
340,0182,2023-01-03 08:00:00,2023-01-03 16:00:00,8.00
341,0183,2023-01-03 08:00:00,2023-01-03 16:00:00,8.00
342,0211,2023-01-03 08:00:00,2023-01-03 16:00:00,8.00
343,0212,2023-01-03 08:00:00,2023-01-03 16:00:00,8.00
344,0213,2023-01-03 08:00:00,2023-01-03 16:00:00,8.00
345,0016,2023-01-03 10:00:00,2023-01-03 17:00:00,7.00
346,0017,2023-01-03 10:00:00,2023-01-03 17:00:00,7.00
347,0018,2023-01-03 10:00:00,2023-01-03 17:00:00,7.00
348,0046,2023-01-03 10:00:00,2023-01-03 17:00:00,7.00
349,0047,2023-01-03 10:00:00,2023-01-03 17:00:00,7.00
350,0048,2023-01-03 10:00:00,2023-01-03 17:00:00,7.00
351,0076,2023-01-03 10:00:00,2023-01-03 17:00:00,7.00
352,0077,2023-01-03 10:00:00,2023-01-03 17:00:00,7.00
353,0078,2023-01-03 10:00:00,2023-01-03 17:00:00,7.00
354,0106,2023-01-03 10:00:00,2023-01-03 17:00:00,7.00
355,0107,2023-01-03 10:00:00,2023-01-03 17:00:00,7.00
356,0108,2023-01-03 10:00:00,2023-01-03 17:00:00,7.00
357,0136,2023-01-03 10:00:00,2023-01-03 17:00:00,7.00
358,0137,2023-01-03 10:00:00,2023-01-03 17:00:00,7.00
359,0138,2023-01-03 10:00:00,2023-01-03 17:00:00,7.00
360,0166,2023-01-03 10:00:00,2023-01-03 17:00:00,7.00
361,0167,2023-01-03 10:00:00,2023-01-03 17:00:00,7.00
362,0168,2023-01-03 10:00:00,2023-01-03 17:00:00,7.00
363,0196,2023-01-03 10:00:00,2023-01-03 17:00:00,7.00
364,0197,2023-01-03 10:00:00,2023-01-03 17:00:00,7.00
365,0198,2023-01-03 10:00:00,2023-01-03 17:00:00,7.00
366,0226,2023-01-03 10:00:00,2023-01-03 17:00:00,7.00
367,0227,2023-01-03 10:00:00,2023-01-03 17:00:00,7.00
368,0228,2023-01-03 10:00:00,2023-01-03 17:00:00,7.00
369,0004,2023-01-03 11:00:00,2023-01-03 17:00:00,6.00
370,0005,2023-01-03 11:00:00,2023-01-03 17:00:00,6.00
371,0019,2023-01-03 11:00:00,2023-01-03 17:00:00,6.00
372,0020,2023-01-03 11:00:00,2023-01-03 17:00:00,6.00
373,0034,2023-01-03 11:00:00,2023-01-03 17:00:00,6.00
374,0035,2023-01-03 11:00:00,2023-01-03 17:00:00,6.00
375,0049,2023-01-03 11:00:00,2023-01-03 17:00:00,6.00
376,0050,2023-01-03 11:00:00,2023-01-03 17:00:00,6.00
377,0064,2023-01-03 11:00:00,2023-01-03 17:00:00,6.00
378,0065,2023-01-03 11:00:00,2023-01-03 17:00:00,6.00
379,0079,2023-01-03 11:00:00,2023-01-03 17:00:00,6.00
380,0080,2023-01-03 11:00:00,2023-01-03 17:00:00,6.00
381,0094,2023-01-03 11:00:00,2023-01-03 17:00:00,6.00
382,0095,2023-01-03 11:00:00,2023-01-03 17:00:00,6.00
383,0109,2023-01-03 11:00:00,2023-01-03 17:00:00,6.00
384,0110,2023-01-03 11:00:00,2023-01-03 17:00:00,6.00
385,0124,2023-01-03 11:00:00,2023-01-03 17:00:00,6.00
386,0125,2023-01-03 11:00:00,2023-01-03 17:00:00,6.00
387,0139,2023-01-03 11:00:00,2023-01-03 17:00:00,6.00
388,0140,2023-01-03 11:00:00,2023-01-03 17:00:00,6.00
389,0154,2023-01-03 11:00:00,2023-01-03 17:00:00,6.00
390,0155,2023-01-03 11:00:00,2023-01-03 17:00:00,6.00
391,0169,2023-01-03 11:00:00,2023-01-03 17:00:00,6.00
392,0170,2023-01-03 11:00:00,2023-01-03 17:00:00,6.00
393,0184,2023-01-03 11:00:00,2023-01-03 17:00:00,6.00
394,0185,2023-01-03 11:00:00,2023-01-03 17:00:00,6.00
395,0199,2023-01-03 11:00:00,2023-01-03 17:00:00,6.00
396,0200,2023-01-03 11:00:00,2023-01-03 17:00:00,6.00
397,0214,2023-01-03 11:00:00,2023-01-03 17:00:00,6.00
398,0215,2023-01-03 11:00:00,2023-01-03 17:00:00,6.00
