order_no,product_name,amount
0129934,con salame,2
0129934,insalata caprese,1
0129934,prosciutto e funghi,1
0129934,provola e pepe,1
0129934,strawberry gelato,2
0129934,tonnarella,1
0129934,vanilla gelato,2
0129935,cacio e pepe,1
0129935,marinara,2
0129935,zeppole,2
0129936,beef carpaccio,1
0129936,burrata with grapes & basil,2
0129936,cacio e pepe,2
0129936,caprese vanilla & raspberry,1
0129936,con salame,1
0129936,insalata caprese,1
0129936,mango gelato,1
0129936,mona lisa,2
0129936,octopus arancini,1
0129936,pistachio gelato,1
0129936,provola e pepe,1
0129936,tiramisu della mamma,1
0129936,zeppole,1
0129937,beef carpaccio,1
0129937,margherita,1
0129938,caprese vanilla & raspberry,1
0129938,margherita,1
0129939,cheese and peas arancini,1
0129939,con salame,1
0129939,pistachio gelato,1
0129939,provola e pepe,1
0129939,strawberry gelato,1
0129939,strega,2
0129939,vanilla gelato,2
0129940,aglio olio e peperoncino,1
0129940,burrata with grapes & basil,2
0129940,cacio e pepe,1
0129940,marinara,1
0129940,prosciutto e funghi,1
0129940,tiramisu della mamma,1
0129941,caprese vanilla & raspberry,1
0129941,chocolate gelato,1
0129941,prosciutto e funghi,1
0129941,provola e pepe,1
0129942,burrata with grapes & basil,1
0129942,diavola,1
0129943,aglio olio e peperoncino,1
0129943,cacio e pepe,1
0129943,chocolate gelato,1
0129943,insalata caprese,1
0129943,mona lisa,2
0129943,octopus arancini,2
0129944,aglio olio e peperoncino,1
0129944,cacio e pepe,1
0129944,cheese and peas arancini,1
0129944,con salame,1
0129944,insalata caprese,2
0129944,octopus arancini,1
0129944,strawberry gelato,1
0129944,strega,2
0129944,zeppole,1
0129945,margherita,1
0129946,chocolate gelato,1
0129946,insalata caprese,1
0129946,margherita,1
0129946,octopus arancini,1
0129946,prosciutto e funghi,1
0129947,diavola,1
0129947,strega,1
0129948,burrata with grapes & basil,1
0129948,pistachio gelato,1
0129948,strega,1
0129949,cacio e pepe,1
0129949,cheese and peas arancini,1
0129949,con salame,1
0129949,tonnarella,1
0129949,zeppole,1
0129950,aglio olio e peperoncino,1
0129951,con salame,1
0129951,insalata caprese,2
0129951,marinara,1
0129952,cacio e pepe,1
0129952,cheese and peas arancini,1
0129952,chocolate gelato,1
0129952,insalata caprese,1
0129952,margherita,2
0129952,mona lisa,2
0129952,plum-nut raw cake,1
0129952,tiramisu della mamma,1
0129952,tonnarella,1
0129953,margherita,2
0129953,provola e pepe,1
0129953,strega,1
0129953,vanilla gelato,1
0129953,zeppole,1
0129954,cacio e pepe,1
0129954,cheese and peas arancini,1
0129954,mona lisa,1
0129954,strega,1
0129955,marinara,1
0129955,vanilla gelato,1
0129956,con salame,1
0129956,octopus arancini,1
0129956,prosciutto e funghi,1
0129956,strawberry gelato,1
0129957,diavola,2
0129957,margherita,1
0129957,mona lisa,1
0129958,aglio olio e peperoncino,1
0129958,beef carpaccio,1
0129958,chocolate gelato,1
0129958,insalata caprese,1
0129958,margherita,1
0129958,marinara,1
0129958,mona lisa,1
0129958,plum-nut raw cake,1
0129958,tiramisu della mamma,1
0129959,margherita,1
0129960,burrata with grapes & basil,1
0129960,chocolate gelato,1
0129960,mona lisa,1
0129961,cheese and peas arancini,1
0129961,strega,1
0129962,aglio olio e peperoncino,1
0129962,chocolate gelato,1
0129962,diavola,1
0129962,margherita,1
0129962,mona lisa,1
0129962,octopus arancini,1
0129962,pistachio gelato,1
0129962,prosciutto e funghi,1
0129962,strega,1
0129963,burrata with grapes & basil,2
0129963,cacio e pepe,1
0129963,cheese and peas arancini,1
0129963,insalata caprese,1
0129963,mango gelato,1
0129963,mona lisa,1
0129963,plum-nut raw cake,2
0129963,strega,2
0129963,tonnarella,1
0129964,cheese and peas arancini,1
0129964,chocolate gelato,1
0129964,provola e pepe,1
0129964,strega,1
0129965,marinara,2
0129965,provola e pepe,1
0129966,cheese and peas arancini,1
0129966,con salame,1
0129967,aglio olio e peperoncino,1
0129967,beef carpaccio,1
0129967,cheese and peas arancini,1
0129967,diavola,1
0129967,insalata caprese,1
0129967,provola e pepe,1
0129968,aglio olio e peperoncino,1
0129968,cacio e pepe,1
0129968,insalata caprese,1
0129968,margherita,1
0129969,aglio olio e peperoncino,1
0129969,burrata with grapes & basil,1
0129969,cacio e pepe,2
0129969,provola e pepe,1
0129969,zeppole,1
0129970,aglio olio e peperoncino,1
0129970,diavola,1
0129970,insalata caprese,1
0129970,lemon gelato,1
0129970,mango gelato,1
0129970,margherita,1
0129970,prosciutto e funghi,1
0129970,strawberry gelato,1
0129970,strega,1
0129970,vanilla gelato,1
0129970,zeppole,1
0129971,beef carpaccio,1
0129971,margherita,1
0129972,diavola,2
0129972,margherita,1
0129972,pistachio gelato,1
0129972,strawberry gelato,1
0129972,tonnarella,1
0129973,chocolate gelato,1
0129973,prosciutto e funghi,1
0129974,burrata with grapes & basil,1
0129974,cacio e pepe,1
0129974,chocolate gelato,1
0129974,con salame,1
0129974,marinara,1
0129974,strawberry gelato,1
0129975,cacio e pepe,1
0129975,con salame,1
0129975,diavola,2
0129975,lemon gelato,1
0129975,margherita,1
0129975,marinara,1
0129976,caprese vanilla & raspberry,1
0129976,lemon gelato,1
0129976,mango gelato,1
0129976,marinara,1
0129976,plum-nut raw cake,1
0129976,strega,3
0129976,tonnarella,1
0129977,insalata caprese,1
0129977,octopus arancini,1
0129977,prosciutto e funghi,1
0129977,provola e pepe,1
0129977,vanilla gelato,1
0129978,cacio e pepe,1
0129978,con salame,1
0129978,mango gelato,1
0129978,prosciutto e funghi,1
0129978,vanilla gelato,1
0129979,beef carpaccio,1
0129979,burrata with grapes & basil,1
0129979,cheese and peas arancini,1
0129979,con salame,1
0129979,insalata caprese,1
0129979,marinara,1
0129979,prosciutto e funghi,2
0129979,strawberry gelato,1
0129980,burrata with grapes & basil,2
0129980,con salame,2
0129980,insalata caprese,1
0129980,lemon gelato,3
0129980,margherita,1
0129980,marinara,1
0129980,mona lisa,1
0129980,pistachio gelato,1
0129980,strega,1
0129981,cacio e pepe,2
0129981,con salame,2
0129981,diavola,2
0129982,burrata with grapes & basil,2
0129982,con salame,1
0129982,insalata caprese,2
0129982,mona lisa,2
0129982,tonnarella,1
0129982,zeppole,1
0129983,aglio olio e peperoncino,1
0129983,beef carpaccio,2
0129983,cacio e pepe,1
0129983,caprese vanilla & raspberry,1
0129983,vanilla gelato,1
0129984,cheese and peas arancini,1
0129984,chocolate gelato,1
0129984,diavola,1
0129984,lemon gelato,1
0129984,prosciutto e funghi,1
0129984,strega,3
0129984,tonnarella,1
0129984,vanilla gelato,1
0129985,aglio olio e peperoncino,1
0129985,beef carpaccio,1
0129985,burrata with grapes & basil,1
0129985,con salame,1
0129985,diavola,1
0129985,plum-nut raw cake,1
0129985,tiramisu della mamma,1
0129986,aglio olio e peperoncino,2
0129986,beef carpaccio,2
0129986,cacio e pepe,1
0129986,diavola,1
0129986,mango gelato,1
0129987,diavola,1
0129987,insalata caprese,1
0129987,prosciutto e funghi,2
0129987,strega,1
0129988,beef carpaccio,1
0129988,cheese and peas arancini,2
0129988,con salame,1
0129988,marinara,1
0129988,mona lisa,1
0129988,pistachio gelato,1
0129988,prosciutto e funghi,3
0129988,strawberry gelato,1
0129989,beef carpaccio,1
0129989,con salame,1
0129990,aglio olio e peperoncino,2
0129990,con salame,1
0129990,insalata caprese,1
0129990,provola e pepe,1
0129990,tonnarella,1
0129991,lemon gelato,1
0129991,mona lisa,1
0129991,provola e pepe,2
0129992,beef carpaccio,1
0129992,burrata with grapes & basil,2
0129992,cacio e pepe,1
0129992,chocolate gelato,1
0129992,con salame,1
0129992,insalata caprese,1
0129992,mango gelato,2
0129992,margherita,2
0129992,marinara,1
0129992,provola e pepe,1
0129992,strawberry gelato,2
0129992,vanilla gelato,1
0129993,burrata with grapes & basil,1
0129993,con salame,2
0129993,lemon gelato,1
0129993,plum-nut raw cake,1
0129993,prosciutto e funghi,1
0129993,provola e pepe,1
0129993,tonnarella,1
0129993,vanilla gelato,1
0129993,zeppole,2
0129994,aglio olio e peperoncino,1
0129994,burrata with grapes & basil,1
0129994,caprese vanilla & raspberry,3
0129994,cheese and peas arancini,1
0129994,mango gelato,1
0129994,margherita,2
0129994,mona lisa,1
0129994,plum-nut raw cake,1
0129994,strega,1
0129994,tonnarella,1
0129994,zeppole,1
0129995,aglio olio e peperoncino,1
0129995,burrata with grapes & basil,1
0129995,cacio e pepe,1
0129995,cheese and peas arancini,2
0129995,pistachio gelato,1
0129995,plum-nut raw cake,1
0129995,prosciutto e funghi,1
0129995,strawberry gelato,1
0129996,marinara,1
0129996,tiramisu della mamma,1
0129997,burrata with grapes & basil,1
0129997,cheese and peas arancini,1
0129997,con salame,2
0129997,diavola,1
0129997,margherita,1
0129997,marinara,1
0129997,octopus arancini,1
0129997,tonnarella,1
0129998,beef carpaccio,1
0129998,con salame,1
0129998,insalata caprese,3
0129998,mona lisa,1
0129998,octopus arancini,1
0129998,plum-nut raw cake,1
0129998,prosciutto e funghi,2
0129998,strega,1
0129998,zeppole,1
0129999,aglio olio e peperoncino,1
0129999,burrata with grapes & basil,1
0129999,mona lisa,1
0129999,pistachio gelato,1
0129999,plum-nut raw cake,2
0129999,strega,1
0130000,beef carpaccio,1
0130000,cacio e pepe,1
0130000,caprese vanilla & raspberry,1
0130000,con salame,1
0130000,margherita,1
0130000,marinara,1
0130000,plum-nut raw cake,1
0130001,aglio olio e peperoncino,2
0130001,beef carpaccio,1
0130001,caprese vanilla & raspberry,1
0130001,chocolate gelato,1
0130001,con salame,1
0130001,mona lisa,1
0130001,pistachio gelato,1
0130001,strega,2
0130002,diavola,1
0130003,caprese vanilla & raspberry,1
0130003,cheese and peas arancini,1
0130003,con salame,1
0130003,marinara,2
0130003,mona lisa,1
0130003,pistachio gelato,1
0130003,prosciutto e funghi,1
0130003,strawberry gelato,1
0130004,cacio e pepe,1
0130004,caprese vanilla & raspberry,1
0130004,marinara,1
0130004,octopus arancini,1
0130004,pistachio gelato,2
0130004,prosciutto e funghi,1
0130004,provola e pepe,1
0130004,vanilla gelato,1
0130005,aglio olio e peperoncino,2
0130005,burrata with grapes & basil,2
0130005,cheese and peas arancini,1
0130005,chocolate gelato,1
0130005,marinara,1
0130006,beef carpaccio,1
0130006,burrata with grapes & basil,1
0130006,cacio e pepe,1
0130006,caprese vanilla & raspberry,1
0130006,diavola,1
0130006,insalata caprese,1
0130006,margherita,2
0130006,mona lisa,1
0130006,octopus arancini,1
0130006,provola e pepe,1
0130006,vanilla gelato,1
0130006,zeppole,2
0130007,burrata with grapes & basil,1
0130007,cacio e pepe,1
0130007,cheese and peas arancini,2
0130007,chocolate gelato,1
0130007,diavola,1
0130007,insalata caprese,2
0130007,provola e pepe,1
0130007,strega,1
0130007,tiramisu della mamma,2
0130007,tonnarella,1
0130008,beef carpaccio,1
0130008,cacio e pepe,1
0130008,cheese and peas arancini,1
0130008,con salame,1
0130008,diavola,2
0130008,marinara,1
0130008,provola e pepe,1
0130008,zeppole,1
0130009,cacio e pepe,1
0130009,cheese and peas arancini,1
0130009,mona lisa,1
0130009,pistachio gelato,1
0130009,plum-nut raw cake,1
0130010,aglio olio e peperoncino,1
0130010,cheese and peas arancini,1
0130010,insalata caprese,2
0130010,mango gelato,1
0130010,margherita,2
0130010,octopus arancini,1
0130010,provola e pepe,1
0130010,tiramisu della mamma,1
0130011,cacio e pepe,1
0130011,diavola,1
0130011,plum-nut raw cake,1
0130011,strega,1
0130012,beef carpaccio,2
0130012,burrata with grapes & basil,2
0130012,cheese and peas arancini,1
0130012,con salame,2
0130012,lemon gelato,2
0130012,marinara,1
0130012,strawberry gelato,1
0130012,strega,2
0130012,zeppole,2
0130013,cacio e pepe,1
0130013,margherita,1
0130013,vanilla gelato,1
0130014,aglio olio e peperoncino,1
0130014,chocolate gelato,1
0130014,diavola,1
0130014,prosciutto e funghi,1
0130014,provola e pepe,1
0130014,strega,1
0130015,aglio olio e peperoncino,1
0130015,cheese and peas arancini,1
0130015,marinara,1
0130015,strawberry gelato,2
0130015,tonnarella,1
0130016,burrata with grapes & basil,1
0130016,cacio e pepe,1
0130016,insalata caprese,1
0130016,lemon gelato,1
0130016,marinara,1
0130017,beef carpaccio,1
0130017,burrata with grapes & basil,1
0130017,con salame,1
0130017,diavola,1
0130017,octopus arancini,1
0130017,pistachio gelato,1
0130017,prosciutto e funghi,1
0130018,aglio olio e peperoncino,1
0130018,cacio e pepe,2
0130018,marinara,1
0130018,octopus arancini,1
0130018,plum-nut raw cake,2
0130018,provola e pepe,1
0130018,strawberry gelato,1
0130018,vanilla gelato,2
0130019,octopus arancini,1
0130019,plum-nut raw cake,1
0130019,strega,1
0130020,aglio olio e peperoncino,1
0130020,chocolate gelato,2
0130020,con salame,1
0130020,diavola,1
0130020,insalata caprese,3
0130020,lemon gelato,1
0130020,mango gelato,1
0130020,margherita,1
0130020,prosciutto e funghi,1
0130020,tiramisu della mamma,1
0130021,cheese and peas arancini,1
0130021,con salame,1
0130021,mango gelato,1
0130022,beef carpaccio,1
0130022,cacio e pepe,1
0130022,con salame,1
0130022,marinara,1
0130022,mona lisa,1
0130022,tiramisu della mamma,1
0130022,zeppole,1
0130023,cheese and peas arancini,1
0130023,diavola,1
0130023,prosciutto e funghi,1
0130024,caprese vanilla & raspberry,1
0130024,cheese and peas arancini,1
0130024,diavola,1
0130024,pistachio gelato,1
0130024,prosciutto e funghi,1
0130024,tonnarella,1
0130024,vanilla gelato,1
0130025,cacio e pepe,1
0130025,cheese and peas arancini,1
0130025,diavola,1
0130025,margherita,1
0130025,marinara,2
0130025,provola e pepe,1
0130025,strawberry gelato,1
0130025,zeppole,1
0130026,cacio e pepe,1
0130027,beef carpaccio,1
0130027,caprese vanilla & raspberry,1
0130027,prosciutto e funghi,1
0130027,tonnarella,1
0130027,zeppole,1
0130028,cacio e pepe,1
0130029,aglio olio e peperoncino,1
0130029,beef carpaccio,1
0130029,burrata with grapes & basil,1
0130029,insalata caprese,1
0130029,marinara,1
0130029,mona lisa,1
0130029,octopus arancini,1
0130029,prosciutto e funghi,1
0130029,tiramisu della mamma,1
0130029,vanilla gelato,1
0130030,cheese and peas arancini,1
0130030,diavola,1
0130030,tonnarella,1
0130031,aglio olio e peperoncino,2
0130031,burrata with grapes & basil,1
0130031,cacio e pepe,1
0130031,cheese and peas arancini,2
0130031,mango gelato,1
0130031,mona lisa,2
0130031,plum-nut raw cake,1
0130031,strawberry gelato,1
0130031,tonnarella,1
0130031,vanilla gelato,1
0130032,burrata with grapes & basil,1
0130032,cheese and peas arancini,1
0130032,mango gelato,1
0130032,margherita,1
0130032,pistachio gelato,1
0130032,prosciutto e funghi,1
0130033,beef carpaccio,2
0130033,chocolate gelato,1
0130033,con salame,1
0130033,mona lisa,1
0130033,pistachio gelato,1
0130033,prosciutto e funghi,1
0130033,strawberry gelato,1
0130033,strega,1
0130033,vanilla gelato,1
0130034,lemon gelato,1
0130034,mona lisa,1
0130035,aglio olio e peperoncino,1
0130035,burrata with grapes & basil,1
0130035,cacio e pepe,1
0130035,chocolate gelato,1
0130035,con salame,1
0130035,mona lisa,1
0130035,octopus arancini,1
0130035,plum-nut raw cake,2
0130035,strawberry gelato,1
0130036,cacio e pepe,1
0130036,caprese vanilla & raspberry,1
0130036,cheese and peas arancini,1
0130036,con salame,4
0130036,diavola,1
0130036,mango gelato,1
0130036,octopus arancini,1
0130037,burrata with grapes & basil,1
0130037,cheese and peas arancini,1
0130037,margherita,1
0130037,marinara,1
0130038,burrata with grapes & basil,1
0130038,caprese vanilla & raspberry,1
0130038,insalata caprese,2
0130038,marinara,3
0130038,octopus arancini,1
0130038,plum-nut raw cake,2
0130038,prosciutto e funghi,1
0130038,strega,1
0130038,vanilla gelato,1
0130038,zeppole,1
0130039,caprese vanilla & raspberry,1
0130039,chocolate gelato,1
0130039,margherita,2
0130039,marinara,2
0130040,burrata with grapes & basil,1
0130040,mango gelato,1
0130040,prosciutto e funghi,1
0130041,caprese vanilla & raspberry,1
0130041,chocolate gelato,1
0130041,provola e pepe,1
0130041,strega,1
0130041,vanilla gelato,1
0130042,diavola,2
0130042,lemon gelato,2
0130042,margherita,1
0130042,octopus arancini,1
0130042,plum-nut raw cake,1
0130042,strawberry gelato,1
0130042,tiramisu della mamma,1
0130042,tonnarella,2
0130043,aglio olio e peperoncino,1
0130043,beef carpaccio,1
0130043,burrata with grapes & basil,2
0130043,con salame,1
0130043,insalata caprese,1
0130043,margherita,1
0130043,marinara,1
0130043,octopus arancini,1
0130043,pistachio gelato,1
0130043,strawberry gelato,1
0130043,tonnarella,1
0130043,vanilla gelato,1
0130043,zeppole,2
0130044,diavola,1
0130044,insalata caprese,1
0130044,margherita,1
0130044,vanilla gelato,2
0130045,beef carpaccio,1
0130045,burrata with grapes & basil,1
0130045,diavola,2
0130045,insalata caprese,1
0130045,mona lisa,1
0130045,strawberry gelato,2
0130045,tonnarella,1
0130045,vanilla gelato,1
0130046,diavola,1
0130046,pistachio gelato,1
0130046,prosciutto e funghi,1
0130046,tonnarella,1
0130047,diavola,1
0130047,lemon gelato,1
0130047,marinara,2
0130047,provola e pepe,3
0130048,cacio e pepe,1
0130049,aglio olio e peperoncino,1
0130050,beef carpaccio,1
0130050,con salame,1
0130050,mona lisa,1
0130050,strega,1
0130050,tiramisu della mamma,1
0130051,burrata with grapes & basil,1
0130051,con salame,2
0130051,octopus arancini,1
0130051,provola e pepe,1
0130052,marinara,2
0130052,pistachio gelato,1
0130053,burrata with grapes & basil,4
0130053,diavola,3
0130053,mango gelato,1
0130053,margherita,1
0130053,marinara,1
0130053,octopus arancini,1
0130053,vanilla gelato,1
0130054,cacio e pepe,1
0130054,insalata caprese,1
0130054,provola e pepe,1
0130055,mango gelato,1
0130055,strega,1
0130056,aglio olio e peperoncino,1
0130056,cheese and peas arancini,2
0130056,con salame,1
0130056,insalata caprese,1
0130056,marinara,1
0130056,tiramisu della mamma,1
0130057,margherita,1
0130057,octopus arancini,1
0130058,aglio olio e peperoncino,1
0130058,burrata with grapes & basil,1
0130058,prosciutto e funghi,1
0130059,aglio olio e peperoncino,1
0130059,cheese and peas arancini,1
0130059,margherita,1
0130059,marinara,1
0130059,octopus arancini,1
0130059,plum-nut raw cake,1
0130059,tiramisu della mamma,2
0130060,octopus arancini,1
0130060,tonnarella,1
0130061,aglio olio e peperoncino,1
0130061,beef carpaccio,1
0130061,cacio e pepe,1
0130061,caprese vanilla & raspberry,1
0130061,cheese and peas arancini,1
0130061,insalata caprese,1
0130061,mango gelato,1
0130061,margherita,3
0130061,pistachio gelato,1
0130061,tiramisu della mamma,1
0130061,zeppole,1
0130062,chocolate gelato,1
0130062,mango gelato,1
0130062,marinara,1
0130062,prosciutto e funghi,1
0130062,provola e pepe,2
0130063,diavola,2
0130063,insalata caprese,1
0130064,con salame,1
0130064,strega,1
0130064,tiramisu della mamma,1
0130065,strega,1
0130066,beef carpaccio,1
0130066,cacio e pepe,1
0130066,mango gelato,1
0130067,beef carpaccio,1
0130067,cacio e pepe,2
0130067,cheese and peas arancini,1
0130067,chocolate gelato,1
0130067,diavola,1
0130067,lemon gelato,1
0130067,mona lisa,1
0130067,octopus arancini,1
0130068,cheese and peas arancini,1
0130068,insalata caprese,1
0130068,margherita,1
0130068,provola e pepe,1
0130069,beef carpaccio,1
0130069,burrata with grapes & basil,1
0130069,cacio e pepe,1
0130069,cheese and peas arancini,2
0130069,con salame,1
0130069,marinara,3
0130069,octopus arancini,1
0130069,prosciutto e funghi,1
0130069,vanilla gelato,1
0130069,zeppole,1
0130070,beef carpaccio,1
0130070,margherita,1
0130071,aglio olio e peperoncino,1
0130071,cacio e pepe,1
0130071,cheese and peas arancini,1
0130071,margherita,1
0130071,tonnarella,1
0130072,cacio e pepe,1
0130072,caprese vanilla & raspberry,1
0130072,cheese and peas arancini,1
0130072,margherita,1
0130072,tonnarella,2
0130073,beef carpaccio,1
0130073,cacio e pepe,2
0130073,cheese and peas arancini,3
0130073,con salame,1
0130073,insalata caprese,1
0130073,prosciutto e funghi,2
0130073,tonnarella,1
0130074,cacio e pepe,1
0130074,caprese vanilla & raspberry,1
0130074,chocolate gelato,1
0130074,con salame,2
0130074,plum-nut raw cake,1
0130074,prosciutto e funghi,1
0130074,strega,1
0130074,tiramisu della mamma,1
0130074,vanilla gelato,1
0130075,cacio e pepe,1
0130075,con salame,1
0130075,provola e pepe,1
0130076,beef carpaccio,1
0130076,burrata with grapes & basil,1
0130076,con salame,1
0130076,diavola,1
0130076,insalata caprese,1
0130076,lemon gelato,1
0130076,mango gelato,1
0130076,margherita,1
0130076,mona lisa,2
0130076,octopus arancini,2
0130076,plum-nut raw cake,1
0130076,strawberry gelato,1
0130077,aglio olio e peperoncino,1
0130077,burrata with grapes & basil,1
0130077,cacio e pepe,1
0130077,caprese vanilla & raspberry,1
0130077,cheese and peas arancini,1
0130077,chocolate gelato,1
0130077,mona lisa,2
0130077,octopus arancini,2
0130077,pistachio gelato,3
0130077,provola e pepe,1
0130078,cacio e pepe,1
0130078,con salame,1
0130078,insalata caprese,3
0130078,pistachio gelato,2
0130078,provola e pepe,1
0130079,burrata with grapes & basil,1
0130079,cheese and peas arancini,1
0130079,diavola,1
0130079,marinara,1
0130080,aglio olio e peperoncino,1
0130080,pistachio gelato,1
0130080,provola e pepe,1
0130080,tiramisu della mamma,1
0130080,tonnarella,2
0130081,burrata with grapes & basil,2
0130081,cheese and peas arancini,1
0130081,insalata caprese,1
0130081,marinara,1
0130081,strawberry gelato,1
0130081,strega,2
0130081,tiramisu della mamma,1
0130081,tonnarella,1
0130082,burrata with grapes & basil,1
0130082,margherita,1
0130082,octopus arancini,1
0130082,prosciutto e funghi,1
0130082,strega,2
0130083,cheese and peas arancini,1
0130083,con salame,1
0130083,insalata caprese,1
0130083,margherita,1
0130083,octopus arancini,1
0130083,strega,1
0130084,aglio olio e peperoncino,1
0130084,burrata with grapes & basil,1
0130084,cacio e pepe,1
0130084,cheese and peas arancini,1
0130084,chocolate gelato,1
0130084,lemon gelato,1
0130084,margherita,1
0130085,aglio olio e peperoncino,2
0130085,beef carpaccio,1
0130085,burrata with grapes & basil,1
0130085,caprese vanilla & raspberry,1
0130085,chocolate gelato,1
0130085,con salame,1
0130085,strawberry gelato,1
0130085,tonnarella,1
0130085,vanilla gelato,1
0130086,beef carpaccio,1
0130086,cacio e pepe,1
0130086,diavola,1
0130087,beef carpaccio,1
0130087,caprese vanilla & raspberry,1
0130087,cheese and peas arancini,1
0130087,margherita,1
0130087,mona lisa,1
0130087,pistachio gelato,1
0130087,provola e pepe,1
0130087,tonnarella,2
0130088,aglio olio e peperoncino,1
0130088,burrata with grapes & basil,1
0130088,con salame,1
0130088,lemon gelato,1
0130088,marinara,1
0130088,plum-nut raw cake,1
0130088,tonnarella,1
0130089,aglio olio e peperoncino,1
0130089,burrata with grapes & basil,2
0130089,cacio e pepe,1
0130089,chocolate gelato,1
0130089,diavola,1
0130089,prosciutto e funghi,1
0130089,strega,1
0130090,con salame,2
0130090,lemon gelato,1
0130091,cacio e pepe,1
0130091,caprese vanilla & raspberry,1
0130091,cheese and peas arancini,1
0130091,margherita,1
0130091,pistachio gelato,1
0130092,tonnarella,1
0130093,diavola,1
0130093,lemon gelato,1
0130093,mango gelato,1
0130093,marinara,1
0130093,prosciutto e funghi,1
0130093,provola e pepe,1
0130093,strawberry gelato,1
0130094,aglio olio e peperoncino,1
0130094,cheese and peas arancini,1
0130094,con salame,1
0130094,diavola,1
0130094,provola e pepe,1
0130095,aglio olio e peperoncino,1
0130095,cacio e pepe,1
0130095,chocolate gelato,2
0130095,con salame,1
0130095,mango gelato,1
0130095,mona lisa,2
0130095,prosciutto e funghi,1
0130095,strawberry gelato,2
0130095,tiramisu della mamma,1
0130096,chocolate gelato,1
0130096,con salame,1
0130096,diavola,2
0130096,mango gelato,1
0130096,marinara,1
0130096,mona lisa,1
0130096,provola e pepe,1
0130096,vanilla gelato,1
0130096,zeppole,1
0130097,cacio e pepe,1
0130097,con salame,1
0130097,diavola,1
0130097,mango gelato,2
0130097,margherita,1
0130097,octopus arancini,1
0130097,plum-nut raw cake,1
0130097,provola e pepe,1
0130097,tonnarella,1
0130098,beef carpaccio,2
0130098,cacio e pepe,1
0130098,caprese vanilla & raspberry,1
0130098,insalata caprese,1
0130098,mango gelato,1
0130098,mona lisa,1
0130098,prosciutto e funghi,1
0130098,provola e pepe,1
0130098,strega,1
0130098,vanilla gelato,1
0130098,zeppole,1
0130099,burrata with grapes & basil,1
0130099,con salame,1
0130099,insalata caprese,1
0130099,octopus arancini,1
0130099,tonnarella,2
0130099,vanilla gelato,1
0130100,aglio olio e peperoncino,1
0130100,beef carpaccio,1
0130100,cheese and peas arancini,1
0130100,con salame,1
0130100,plum-nut raw cake,1
0130100,tonnarella,1
0130100,vanilla gelato,1
0130101,aglio olio e peperoncino,1
0130101,beef carpaccio,1
0130101,cacio e pepe,1
0130101,cheese and peas arancini,1
0130101,con salame,1
0130101,insalata caprese,1
0130101,margherita,1
0130101,prosciutto e funghi,1
0130102,beef carpaccio,1
0130102,burrata with grapes & basil,2
0130102,cheese and peas arancini,1
0130102,diavola,1
0130102,insalata caprese,1
0130102,margherita,1
0130102,marinara,2
0130102,pistachio gelato,1
0130102,tonnarella,1
0130103,aglio olio e peperoncino,1
0130103,cacio e pepe,1
0130103,plum-nut raw cake,1
0130103,provola e pepe,1
0130103,strega,1
0130103,tonnarella,2
0130104,burrata with grapes & basil,1
0130104,cacio e pepe,1
0130104,margherita,1
0130104,mona lisa,1
