date,activity,time,restaurant_id,employee_id
2023-01-02,out,16:00,HKI001,0014
2023-01-02,in,16:00,HKI002,0037
2023-01-02,in,16:00,HKI002,0039
2023-01-02,in,16:00,HKI002,0045
2023-01-02,out,16:00,HKI002,0031
2023-01-02,out,16:00,HKI002,0032
2023-01-02,out,16:00,HKI002,0044
2023-01-02,in,16:00,HKI003,0067
2023-01-02,in,16:00,HKI003,0069
2023-01-02,in,16:00,HKI003,0075
2023-01-02,out,16:00,HKI003,0061
2023-01-02,out,16:00,HKI003,0062
2023-01-02,out,16:00,HKI003,0074
2023-01-02,in,16:00,TKU001,0097
2023-01-02,in,16:00,TKU001,0099
2023-01-02,in,16:00,TKU001,0105
2023-01-02,out,16:00,TKU001,0091
2023-01-02,out,16:00,TKU001,0092
2023-01-02,out,16:00,TKU001,0104
2023-01-02,in,16:00,TKU002,0127
2023-01-02,in,16:00,TKU002,0129
2023-01-02,in,16:00,TKU002,0135
2023-01-02,out,16:00,TKU002,0121
2023-01-02,out,16:00,TKU002,0122
2023-01-02,out,16:00,TKU002,0134
2023-01-02,in,16:00,TRE001,0157
2023-01-02,in,16:00,TRE001,0159
2023-01-02,in,16:00,TRE001,0165
2023-01-02,out,16:00,TRE001,0151
2023-01-02,out,16:00,TRE001,0152
2023-01-02,out,16:00,TRE001,0164
2023-01-02,in,16:00,TRE002,0187
2023-01-02,in,16:00,TRE002,0189
2023-01-02,in,16:00,TRE002,0195
2023-01-02,out,16:00,TRE002,0181
2023-01-02,out,16:00,TRE002,0182
2023-01-02,out,16:00,TRE002,0194
2023-01-02,in,16:00,OUL001,0217
2023-01-02,in,16:00,OUL001,0219
2023-01-02,in,16:00,OUL001,0225
2023-01-02,out,16:00,OUL001,0211
2023-01-02,out,16:00,OUL001,0212
2023-01-02,out,16:00,OUL001,0224
2023-01-02,in,17:00,HKI001,0011
2023-01-02,in,17:00,HKI001,0012
2023-01-02,in,17:00,HKI001,0022
2023-01-02,in,17:00,HKI001,0024
2023-01-02,in,17:00,HKI001,0026
2023-01-02,in,17:00,HKI001,0027
2023-01-02,in,17:00,HKI001,0030
2023-01-02,out,17:00,HKI001,0005
2023-01-02,out,17:00,HKI001,0006
2023-01-02,out,17:00,HKI001,0016
2023-01-02,out,17:00,HKI001,0017
2023-01-02,out,17:00,HKI001,0020
2023-01-02,out,17:00,HKI001,0021
2023-01-02,out,17:00,HKI001,0029
2023-01-02,in,17:00,HKI002,0041
2023-01-02,in,17:00,HKI002,0042
2023-01-02,in,17:00,HKI002,0052
2023-01-02,in,17:00,HKI002,0054
2023-01-02,in,17:00,HKI002,0056
2023-01-02,in,17:00,HKI002,0057
2023-01-02,in,17:00,HKI002,0060
2023-01-02,out,17:00,HKI002,0035
2023-01-02,out,17:00,HKI002,0036
2023-01-02,out,17:00,HKI002,0046
2023-01-02,out,17:00,HKI002,0047
2023-01-02,out,17:00,HKI002,0050
2023-01-02,out,17:00,HKI002,0051
2023-01-02,out,17:00,HKI002,0059
2023-01-02,in,17:00,HKI003,0071
2023-01-02,in,17:00,HKI003,0072
2023-01-02,in,17:00,HKI003,0082
2023-01-02,in,17:00,HKI003,0084
2023-01-02,in,17:00,HKI003,0086
2023-01-02,in,17:00,HKI003,0087
2023-01-02,in,17:00,HKI003,0090
2023-01-02,out,17:00,HKI003,0065
2023-01-02,out,17:00,HKI003,0066
2023-01-02,out,17:00,HKI003,0076
2023-01-02,out,17:00,HKI003,0077
2023-01-02,out,17:00,HKI003,0080
2023-01-02,out,17:00,HKI003,0081
2023-01-02,out,17:00,HKI003,0089
2023-01-02,in,17:00,TKU001,0101
2023-01-02,in,17:00,TKU001,0102
2023-01-02,in,17:00,TKU001,0112
2023-01-02,in,17:00,TKU001,0114
2023-01-02,in,17:00,TKU001,0116
2023-01-02,in,17:00,TKU001,0117
2023-01-02,in,17:00,TKU001,0120
2023-01-02,out,17:00,TKU001,0095
2023-01-02,out,17:00,TKU001,0096
2023-01-02,out,17:00,TKU001,0106
2023-01-02,out,17:00,TKU001,0107
2023-01-02,out,17:00,TKU001,0110
2023-01-02,out,17:00,TKU001,0111
2023-01-02,out,17:00,TKU001,0119
2023-01-02,in,17:00,TKU002,0131
2023-01-02,in,17:00,TKU002,0132
2023-01-02,in,17:00,TKU002,0142
2023-01-02,in,17:00,TKU002,0144
2023-01-02,in,17:00,TKU002,0146
2023-01-02,in,17:00,TKU002,0147
2023-01-02,in,17:00,TKU002,0150
2023-01-02,out,17:00,TKU002,0125
2023-01-02,out,17:00,TKU002,0126
2023-01-02,out,17:00,TKU002,0136
2023-01-02,out,17:00,TKU002,0137
2023-01-02,out,17:00,TKU002,0140
2023-01-02,out,17:00,TKU002,0141
2023-01-02,out,17:00,TKU002,0149
2023-01-02,in,17:00,TRE001,0161
2023-01-02,in,17:00,TRE001,0162
2023-01-02,in,17:00,TRE001,0172
2023-01-02,in,17:00,TRE001,0174
2023-01-02,in,17:00,TRE001,0176
2023-01-02,in,17:00,TRE001,0177
2023-01-02,in,17:00,TRE001,0180
2023-01-02,out,17:00,TRE001,0155
2023-01-02,out,17:00,TRE001,0156
2023-01-02,out,17:00,TRE001,0166
2023-01-02,out,17:00,TRE001,0167
2023-01-02,out,17:00,TRE001,0170
2023-01-02,out,17:00,TRE001,0171
2023-01-02,out,17:00,TRE001,0179
2023-01-02,in,17:00,TRE002,0191
2023-01-02,in,17:00,TRE002,0192
2023-01-02,in,17:00,TRE002,0202
2023-01-02,in,17:00,TRE002,0204
2023-01-02,in,17:00,TRE002,0206
2023-01-02,in,17:00,TRE002,0207
2023-01-02,in,17:00,TRE002,0210
2023-01-02,out,17:00,TRE002,0185
2023-01-02,out,17:00,TRE002,0186
2023-01-02,out,17:00,TRE002,0196
2023-01-02,out,17:00,TRE002,0197
2023-01-02,out,17:00,TRE002,0200
2023-01-02,out,17:00,TRE002,0201
2023-01-02,out,17:00,TRE002,0209
2023-01-02,in,17:00,OUL001,0221
2023-01-02,in,17:00,OUL001,0222
2023-01-02,in,17:00,OUL001,0232
2023-01-02,in,17:00,OUL001,0234
2023-01-02,in,17:00,OUL001,0236
2023-01-02,in,17:00,OUL001,0237
2023-01-02,in,17:00,OUL001,0240
2023-01-02,out,17:00,OUL001,0215
2023-01-02,out,17:00,OUL001,0216
2023-01-02,out,17:00,OUL001,0226
2023-01-02,out,17:00,OUL001,0227
2023-01-02,out,17:00,OUL001,0230
2023-01-02,out,17:00,OUL001,0231
2023-01-02,out,17:00,OUL001,0239
2023-01-02,out,23:00,HKI001,0007
2023-01-02,out,23:00,HKI001,0009
2023-01-02,out,23:00,HKI001,0015
2023-01-02,out,23:00,HKI001,0022
2023-01-02,out,23:00,HKI001,0024
2023-01-02,out,23:00,HKI001,0030
2023-01-02,out,23:00,HKI002,0037
2023-01-02,out,23:00,HKI002,0039
2023-01-02,out,23:00,HKI002,0045
2023-01-02,out,23:00,HKI002,0052
2023-01-02,out,23:00,HKI002,0054
2023-01-02,out,23:00,HKI002,0060
2023-01-02,out,23:00,HKI003,0067
2023-01-02,out,23:00,HKI003,0069
2023-01-02,out,23:00,HKI003,0075
2023-01-02,out,23:00,HKI003,0082
2023-01-02,out,23:00,HKI003,0084
2023-01-02,out,23:00,HKI003,0090
2023-01-02,out,23:00,TKU001,0097
2023-01-02,out,23:00,TKU001,0099
2023-01-02,out,23:00,TKU001,0105
2023-01-02,out,23:00,TKU001,0112
2023-01-02,out,23:00,TKU001,0114
2023-01-02,out,23:00,TKU001,0120
2023-01-02,out,23:00,TKU002,0127
2023-01-02,out,23:00,TKU002,0129
2023-01-02,out,23:00,TKU002,0135
2023-01-02,out,23:00,TKU002,0142
2023-01-02,out,23:00,TKU002,0144
2023-01-02,out,23:00,TKU002,0150
2023-01-02,out,23:00,TRE001,0157
2023-01-02,out,23:00,TRE001,0159
2023-01-02,out,23:00,TRE001,0165
2023-01-02,out,23:00,TRE001,0172
2023-01-02,out,23:00,TRE001,0174
2023-01-02,out,23:00,TRE001,0180
2023-01-02,out,23:00,TRE002,0187
2023-01-02,out,23:00,TRE002,0189
2023-01-02,out,23:00,TRE002,0195
2023-01-02,out,23:00,TRE002,0202
2023-01-02,out,23:00,TRE002,0204
2023-01-02,out,23:00,TRE002,0210
2023-01-02,out,23:00,OUL001,0217
2023-01-02,out,23:00,OUL001,0219
2023-01-02,out,23:00,OUL001,0225
2023-01-02,out,23:00,OUL001,0232
2023-01-02,out,23:00,OUL001,0234
2023-01-02,out,23:00,OUL001,0240
2023-01-02,out,23:59,HKI001,0011
2023-01-02,out,23:59,HKI001,0012
2023-01-02,out,23:59,HKI001,0026
2023-01-02,out,23:59,HKI001,0027
2023-01-02,out,23:59,HKI002,0041
2023-01-02,out,23:59,HKI002,0042
2023-01-02,out,23:59,HKI002,0056
2023-01-02,out,23:59,HKI002,0057
2023-01-02,out,23:59,HKI003,0071
2023-01-02,out,23:59,HKI003,0072
2023-01-02,out,23:59,HKI003,0086
2023-01-02,out,23:59,HKI003,0087
2023-01-02,out,23:59,TKU001,0101
2023-01-02,out,23:59,TKU001,0102
2023-01-02,out,23:59,TKU001,0116
2023-01-02,out,23:59,TKU001,0117
2023-01-02,out,23:59,TKU002,0131
2023-01-02,out,23:59,TKU002,0132
2023-01-02,out,23:59,TKU002,0146
2023-01-02,out,23:59,TKU002,0147
2023-01-02,out,23:59,TRE001,0161
2023-01-02,out,23:59,TRE001,0162
2023-01-02,out,23:59,TRE001,0176
2023-01-02,out,23:59,TRE001,0177
2023-01-02,out,23:59,TRE002,0191
2023-01-02,out,23:59,TRE002,0192
2023-01-02,out,23:59,TRE002,0206
2023-01-02,out,23:59,TRE002,0207
2023-01-02,out,23:59,OUL001,0221
2023-01-02,out,23:59,OUL001,0222
2023-01-02,out,23:59,OUL001,0236
2023-01-02,out,23:59,OUL001,0237
2023-01-03,in,08:00,HKI001,0001
2023-01-03,in,08:00,HKI001,0002
2023-01-03,in,08:00,HKI001,0003
2023-01-03,in,08:00,HKI002,0031
2023-01-03,in,08:00,HKI002,0032
2023-01-03,in,08:00,HKI002,0033
2023-01-03,in,08:00,HKI003,0061
2023-01-03,in,08:00,HKI003,0062
2023-01-03,in,08:00,HKI003,0063
2023-01-03,in,08:00,TKU001,0091
2023-01-03,in,08:00,TKU001,0092
2023-01-03,in,08:00,TKU001,0093
2023-01-03,in,08:00,TKU002,0121
2023-01-03,in,08:00,TKU002,0122
2023-01-03,in,08:00,TKU002,0123
2023-01-03,in,08:00,TRE001,0151
2023-01-03,in,08:00,TRE001,0152
2023-01-03,in,08:00,TRE001,0153
2023-01-03,in,08:00,TRE002,0181
2023-01-03,in,08:00,TRE002,0182
2023-01-03,in,08:00,TRE002,0183
2023-01-03,in,08:00,OUL001,0211
2023-01-03,in,08:00,OUL001,0212
2023-01-03,in,08:00,OUL001,0213
