order_no,product_name,amount
0051780,strawberry gelato,1
0051780,strega,1
0051781,burrata with grapes & basil,1
0051781,cacio e pepe,2
0051781,cheese and peas arancini,2
0051781,chocolate gelato,1
0051781,con salame,2
0051781,diavola,1
0051781,insalata caprese,2
0051781,lemon gelato,1
0051781,mango gelato,1
0051781,tonnarella,1
0051781,zeppole,2
0051782,caprese vanilla & raspberry,1
0051782,prosciutto e funghi,1
0051783,aglio olio e peperoncino,1
0051783,cheese and peas arancini,1
0051783,insalata caprese,3
0051783,marinara,1
0051783,mona lisa,1
0051783,strega,1
0051784,aglio olio e peperoncino,1
0051784,beef carpaccio,1
0051784,diavola,2
0051784,mango gelato,1
0051784,octopus arancini,1
0051784,pistachio gelato,1
0051785,cacio e pepe,2
0051785,caprese vanilla & raspberry,1
0051785,cheese and peas arancini,1
0051785,chocolate gelato,1
0051785,diavola,1
0051785,lemon gelato,1
0051785,mango gelato,1
0051785,marinara,1
0051785,mona lisa,1
0051785,strega,1
0051785,vanilla gelato,1
0051786,burrata with grapes & basil,1
0051786,cacio e pepe,1
0051786,marinara,1
0051786,plum-nut raw cake,1
0051787,lemon gelato,1
0051787,provola e pepe,1
0051788,cacio e pepe,2
0051788,cheese and peas arancini,2
0051788,diavola,1
0051788,mango gelato,1
0051788,mona lisa,1
0051788,octopus arancini,2
0051789,aglio olio e peperoncino,1
0051789,cheese and peas arancini,1
0051789,lemon gelato,1
0051789,marinara,1
0051789,octopus arancini,1
0051790,cheese and peas arancini,1
0051790,con salame,1
0051790,lemon gelato,1
0051790,margherita,1
0051790,octopus arancini,1
0051791,beef carpaccio,2
0051791,cacio e pepe,1
0051791,con salame,1
0051791,diavola,1
0051791,margherita,1
0051791,prosciutto e funghi,1
0051791,strega,1
0051792,chocolate gelato,1
0051792,con salame,1
0051793,aglio olio e peperoncino,1
0051793,mango gelato,1
0051793,pistachio gelato,1
0051793,prosciutto e funghi,1
0051794,aglio olio e peperoncino,1
0051794,cacio e pepe,1
0051794,zeppole,1
0051795,cacio e pepe,1
0051795,caprese vanilla & raspberry,1
0051795,marinara,1
0051795,pistachio gelato,1
0051795,prosciutto e funghi,1
0051795,vanilla gelato,1
0051796,aglio olio e peperoncino,1
0051796,con salame,1
0051796,diavola,1
0051796,insalata caprese,2
0051796,lemon gelato,1
0051796,mango gelato,1
0051796,marinara,1
0051796,octopus arancini,1
0051796,prosciutto e funghi,1
0051796,provola e pepe,1
0051797,aglio olio e peperoncino,1
0051797,beef carpaccio,1
0051797,cheese and peas arancini,2
0051797,con salame,1
0051797,diavola,1
0051797,tonnarella,1
0051797,zeppole,1
0051798,beef carpaccio,1
0051798,cheese and peas arancini,1
0051798,con salame,2
0051798,insalata caprese,2
0051798,mona lisa,1
0051798,octopus arancini,1
0051798,prosciutto e funghi,1
0051798,strega,1
0051799,beef carpaccio,1
0051799,marinara,1
0051800,margherita,1
0051801,cacio e pepe,1
0051801,cheese and peas arancini,1
0051801,pistachio gelato,2
0051801,tonnarella,1
0051802,mona lisa,1
0051802,zeppole,1
0051803,aglio olio e peperoncino,1
0051803,beef carpaccio,1
0051803,burrata with grapes & basil,1
0051803,cheese and peas arancini,1
0051803,mango gelato,1
0051803,pistachio gelato,1
0051803,prosciutto e funghi,2
0051803,provola e pepe,1
0051803,tonnarella,1
0051803,vanilla gelato,1
0051804,con salame,1
0051804,octopus arancini,1
0051805,cheese and peas arancini,1
0051805,chocolate gelato,1
0051805,tonnarella,1
0051806,aglio olio e peperoncino,1
0051806,burrata with grapes & basil,1
0051806,cacio e pepe,1
0051806,caprese vanilla & raspberry,1
0051806,insalata caprese,1
0051806,lemon gelato,1
0051806,mona lisa,1
0051806,strega,1
0051806,zeppole,1
0051807,aglio olio e peperoncino,1
0051807,cheese and peas arancini,2
0051807,marinara,1
0051807,mona lisa,2
0051807,octopus arancini,1
0051807,vanilla gelato,1
0051808,aglio olio e peperoncino,1
0051808,cacio e pepe,1
0051808,caprese vanilla & raspberry,1
0051808,con salame,1
0051808,prosciutto e funghi,1
0051809,cacio e pepe,1
0051809,caprese vanilla & raspberry,1
0051809,cheese and peas arancini,1
0051809,provola e pepe,1
0051809,strega,1
0051810,cacio e pepe,1
0051811,aglio olio e peperoncino,2
0051811,burrata with grapes & basil,1
0051811,caprese vanilla & raspberry,1
0051811,cheese and peas arancini,1
0051811,con salame,1
0051811,diavola,2
0051811,marinara,1
0051811,pistachio gelato,2
0051811,plum-nut raw cake,1
0051811,vanilla gelato,1
0051811,zeppole,1
0051812,burrata with grapes & basil,1
0051812,cacio e pepe,1
0051812,cheese and peas arancini,2
0051812,con salame,1
0051812,diavola,1
0051812,mona lisa,1
0051812,octopus arancini,1
0051813,aglio olio e peperoncino,1
0051813,diavola,1
0051813,provola e pepe,1
0051813,strawberry gelato,1
0051813,strega,1
0051813,tiramisu della mamma,1
0051814,aglio olio e peperoncino,2
0051814,burrata with grapes & basil,3
0051814,chocolate gelato,1
0051814,con salame,1
0051814,mango gelato,1
0051814,margherita,1
0051814,marinara,1
0051814,plum-nut raw cake,1
0051814,provola e pepe,1
0051814,strawberry gelato,2
0051814,zeppole,1
0051815,burrata with grapes & basil,2
0051815,caprese vanilla & raspberry,1
0051815,chocolate gelato,1
0051815,insalata caprese,2
0051815,marinara,1
0051815,mona lisa,1
0051815,strega,1
0051815,tonnarella,1
0051815,vanilla gelato,2
0051816,cacio e pepe,1
0051816,margherita,1
0051816,provola e pepe,1
0051817,burrata with grapes & basil,1
0051817,cacio e pepe,1
0051817,cheese and peas arancini,1
0051817,con salame,1
0051817,margherita,2
0051818,aglio olio e peperoncino,1
0051818,beef carpaccio,1
0051818,burrata with grapes & basil,1
0051818,cacio e pepe,1
0051818,cheese and peas arancini,1
0051818,con salame,1
0051818,insalata caprese,1
0051818,marinara,1
0051818,plum-nut raw cake,1
0051818,prosciutto e funghi,1
0051818,tonnarella,1
0051818,vanilla gelato,2
0051819,burrata with grapes & basil,1
0051819,cacio e pepe,1
0051819,cheese and peas arancini,1
0051819,lemon gelato,1
0051819,tonnarella,1
0051819,vanilla gelato,1
0051820,diavola,1
0051820,insalata caprese,1
0051820,pistachio gelato,1
0051820,plum-nut raw cake,1
0051820,provola e pepe,1
0051820,strega,1
0051821,cheese and peas arancini,1
0051821,chocolate gelato,1
0051821,diavola,1
0051821,insalata caprese,1
0051821,lemon gelato,1
0051821,margherita,1
0051821,prosciutto e funghi,1
0051821,tiramisu della mamma,1
0051822,aglio olio e peperoncino,1
0051822,beef carpaccio,1
0051822,cacio e pepe,2
0051822,cheese and peas arancini,1
0051822,octopus arancini,3
0051822,tonnarella,3
0051823,burrata with grapes & basil,1
0051823,margherita,1
0051824,burrata with grapes & basil,1
0051824,cacio e pepe,1
0051824,caprese vanilla & raspberry,1
0051824,con salame,1
0051824,insalata caprese,2
0051824,pistachio gelato,1
0051824,strega,1
0051825,burrata with grapes & basil,1
0051825,cacio e pepe,1
0051825,insalata caprese,1
0051825,lemon gelato,1
0051825,mango gelato,1
0051825,mona lisa,1
0051825,octopus arancini,1
0051825,provola e pepe,1
0051825,strega,1
0051825,tiramisu della mamma,1
0051826,burrata with grapes & basil,1
0051826,insalata caprese,1
0051826,margherita,1
0051826,mona lisa,1
0051826,pistachio gelato,1
0051826,tiramisu della mamma,1
0051827,cacio e pepe,1
0051827,caprese vanilla & raspberry,1
0051827,cheese and peas arancini,2
0051827,chocolate gelato,2
0051827,con salame,1
0051827,octopus arancini,2
0051827,prosciutto e funghi,1
0051827,provola e pepe,1
0051828,burrata with grapes & basil,1
0051828,cheese and peas arancini,1
0051828,mango gelato,1
0051828,margherita,1
0051828,strega,1
0051828,tiramisu della mamma,1
0051829,burrata with grapes & basil,1
0051829,cacio e pepe,1
0051829,insalata caprese,1
0051829,mona lisa,1
0051829,octopus arancini,1
0051829,plum-nut raw cake,1
0051829,provola e pepe,1
0051829,tonnarella,1
0051830,beef carpaccio,2
0051830,burrata with grapes & basil,1
0051830,cacio e pepe,1
0051830,lemon gelato,1
0051830,marinara,1
0051830,octopus arancini,1
0051830,prosciutto e funghi,1
0051830,provola e pepe,1
0051831,beef carpaccio,1
0051831,burrata with grapes & basil,1
0051831,cacio e pepe,1
0051831,cheese and peas arancini,1
0051831,insalata caprese,1
0051831,margherita,1
0051831,marinara,1
0051831,octopus arancini,1
0051831,prosciutto e funghi,2
0051831,tonnarella,1
0051831,vanilla gelato,1
0051832,aglio olio e peperoncino,2
0051832,cacio e pepe,1
0051832,insalata caprese,2
0051832,marinara,1
0051832,octopus arancini,1
0051833,con salame,1
0051833,insalata caprese,1
0051834,beef carpaccio,1
0051834,con salame,1
0051834,plum-nut raw cake,1
0051834,strega,1
0051834,tiramisu della mamma,1
0051835,burrata with grapes & basil,1
0051835,mango gelato,1
0051835,marinara,1
0051835,provola e pepe,1
0051836,aglio olio e peperoncino,1
0051836,cheese and peas arancini,2
0051836,con salame,1
0051836,insalata caprese,2
0051836,mango gelato,1
0051836,margherita,2
0051836,mona lisa,1
0051836,octopus arancini,1
0051837,aglio olio e peperoncino,1
0051837,beef carpaccio,1
0051837,burrata with grapes & basil,1
0051837,cacio e pepe,2
0051837,caprese vanilla & raspberry,1
0051837,cheese and peas arancini,2
0051837,con salame,1
0051837,lemon gelato,1
0051837,octopus arancini,1
0051837,provola e pepe,1
0051837,strawberry gelato,1
0051837,tiramisu della mamma,1
0051837,tonnarella,1
0051837,zeppole,1
0051838,beef carpaccio,1
0051838,cacio e pepe,1
0051838,caprese vanilla & raspberry,1
0051838,chocolate gelato,1
0051838,mango gelato,1
0051838,mona lisa,1
0051838,pistachio gelato,1
0051838,provola e pepe,1
0051838,strega,1
0051839,cheese and peas arancini,1
0051839,chocolate gelato,1
0051839,margherita,1
0051839,provola e pepe,1
0051839,strega,1
0051840,cheese and peas arancini,1
0051840,margherita,1
0051840,provola e pepe,1
0051841,beef carpaccio,2
0051841,burrata with grapes & basil,1
0051841,cacio e pepe,1
0051841,caprese vanilla & raspberry,1
0051841,chocolate gelato,1
0051841,diavola,1
0051841,insalata caprese,1
0051841,marinara,2
0051841,provola e pepe,2
0051841,tiramisu della mamma,1
0051841,vanilla gelato,1
0051842,con salame,1
0051842,insalata caprese,3
0051842,marinara,1
0051842,prosciutto e funghi,1
0051843,marinara,1
0051843,mona lisa,1
0051844,beef carpaccio,1
0051844,cheese and peas arancini,1
0051844,insalata caprese,2
0051844,margherita,1
0051844,mona lisa,1
0051844,prosciutto e funghi,1
0051844,provola e pepe,1
0051844,strega,1
0051845,lemon gelato,1
0051845,mango gelato,1
0051845,margherita,1
0051845,prosciutto e funghi,1
0051846,tonnarella,1
0051846,zeppole,1
0051847,diavola,1
0051847,strawberry gelato,1
0051847,tonnarella,1
0051848,caprese vanilla & raspberry,2
0051848,con salame,1
0051848,insalata caprese,1
0051848,margherita,2
0051848,prosciutto e funghi,1
0051848,tiramisu della mamma,1
0051849,aglio olio e peperoncino,1
0051849,beef carpaccio,1
0051849,diavola,1
0051849,tiramisu della mamma,1
0051850,burrata with grapes & basil,2
0051850,cacio e pepe,1
0051850,diavola,1
0051850,margherita,1
0051850,plum-nut raw cake,1
0051850,provola e pepe,1
0051851,margherita,1
0051851,mona lisa,1
0051851,pistachio gelato,1
0051851,plum-nut raw cake,1
0051851,tiramisu della mamma,1
0051851,tonnarella,1
0051851,vanilla gelato,1
0051852,beef carpaccio,1
0051852,cacio e pepe,1
0051852,chocolate gelato,1
0051853,cacio e pepe,2
0051853,diavola,2
0051853,prosciutto e funghi,1
0051853,vanilla gelato,1
0051854,burrata with grapes & basil,1
0051854,mango gelato,1
0051854,mona lisa,1
0051854,plum-nut raw cake,1
0051854,provola e pepe,1
0051854,strega,1
0051855,chocolate gelato,1
0051855,margherita,1
0051855,marinara,1
0051855,mona lisa,1
0051855,prosciutto e funghi,1
0051855,strawberry gelato,1
0051855,strega,1
0051855,tonnarella,1
0051855,zeppole,1
0051856,burrata with grapes & basil,1
0051856,margherita,1
0051856,mona lisa,1
0051857,cheese and peas arancini,1
0051857,insalata caprese,1
0051857,lemon gelato,1
0051857,margherita,1
0051857,prosciutto e funghi,1
0051858,burrata with grapes & basil,1
0051858,cacio e pepe,1
0051858,con salame,1
0051858,diavola,1
0051858,lemon gelato,1
0051858,octopus arancini,1
0051858,pistachio gelato,1
0051858,zeppole,1
0051859,beef carpaccio,3
0051859,burrata with grapes & basil,1
0051859,caprese vanilla & raspberry,1
0051859,con salame,1
0051859,insalata caprese,1
0051859,mango gelato,1
0051859,margherita,2
0051859,prosciutto e funghi,1
0051859,provola e pepe,1
0051859,tonnarella,1
0051860,burrata with grapes & basil,1
0051860,cacio e pepe,2
0051860,cheese and peas arancini,2
0051860,con salame,1
0051860,margherita,1
0051860,strawberry gelato,1
0051860,vanilla gelato,1
0051861,aglio olio e peperoncino,1
0051861,beef carpaccio,1
0051861,burrata with grapes & basil,1
0051861,caprese vanilla & raspberry,1
0051861,chocolate gelato,1
0051861,octopus arancini,1
0051861,pistachio gelato,1
0051861,prosciutto e funghi,1
0051861,strega,1
0051861,tonnarella,1
0051862,cacio e pepe,2
0051862,con salame,2
0051862,prosciutto e funghi,1
0051862,tonnarella,1
0051863,con salame,1
0051863,mona lisa,1
0051863,octopus arancini,1
0051863,prosciutto e funghi,1
0051863,strega,1
0051864,burrata with grapes & basil,1
0051864,prosciutto e funghi,1
0051865,cacio e pepe,1
0051865,diavola,1
0051865,margherita,1
0051865,octopus arancini,1
0051865,pistachio gelato,1
0051866,beef carpaccio,2
0051866,cacio e pepe,1
0051866,cheese and peas arancini,1
0051866,con salame,1
0051866,tonnarella,1
0051867,mango gelato,2
0051867,margherita,2
0051867,plum-nut raw cake,1
0051867,prosciutto e funghi,1
0051867,tonnarella,1
0051867,vanilla gelato,1
0051868,cacio e pepe,1
0051868,caprese vanilla & raspberry,1
0051868,cheese and peas arancini,2
0051868,insalata caprese,1
0051868,margherita,1
0051868,octopus arancini,1
0051868,plum-nut raw cake,1
0051868,prosciutto e funghi,2
0051868,provola e pepe,1
0051868,strega,1
0051868,vanilla gelato,1
0051869,beef carpaccio,1
0051869,burrata with grapes & basil,2
0051869,cacio e pepe,1
0051869,con salame,1
0051869,insalata caprese,1
0051869,margherita,1
0051869,marinara,1
0051869,mona lisa,1
0051869,octopus arancini,1
0051869,prosciutto e funghi,1
0051869,strawberry gelato,1
0051870,marinara,1
0051870,prosciutto e funghi,1
0051870,strega,1
0051870,tiramisu della mamma,1
0051871,burrata with grapes & basil,2
0051871,con salame,1
0051871,margherita,1
0051871,marinara,1
0051871,prosciutto e funghi,1
0051871,provola e pepe,1
0051871,strawberry gelato,1
0051872,beef carpaccio,1
0051872,burrata with grapes & basil,1
0051872,cacio e pepe,1
0051872,chocolate gelato,1
0051872,con salame,2
0051872,insalata caprese,1
0051872,lemon gelato,1
0051872,margherita,1
0051872,mona lisa,1
0051872,provola e pepe,1
0051872,strawberry gelato,1
0051873,cacio e pepe,1
0051873,chocolate gelato,1
0051873,con salame,1
0051873,insalata caprese,1
0051873,mango gelato,3
0051873,marinara,1
0051873,mona lisa,1
0051873,plum-nut raw cake,1
0051873,provola e pepe,1
0051874,caprese vanilla & raspberry,1
0051874,cheese and peas arancini,1
0051874,chocolate gelato,2
0051874,prosciutto e funghi,2
0051874,strega,1
0051875,margherita,1
0051875,pistachio gelato,1
0051876,aglio olio e peperoncino,2
0051876,mango gelato,2
0051876,margherita,1
0051876,pistachio gelato,1
0051876,plum-nut raw cake,1
0051876,tonnarella,1
0051877,burrata with grapes & basil,1
0051877,cacio e pepe,1
0051877,cheese and peas arancini,3
0051877,chocolate gelato,2
0051877,con salame,1
0051877,diavola,1
0051877,lemon gelato,1
0051877,margherita,2
0051877,octopus arancini,1
0051877,plum-nut raw cake,1
0051877,tonnarella,1
0051878,aglio olio e peperoncino,1
0051878,burrata with grapes & basil,2
0051878,cacio e pepe,1
0051878,caprese vanilla & raspberry,1
0051878,cheese and peas arancini,1
0051878,con salame,3
0051878,insalata caprese,1
0051878,mango gelato,1
0051878,margherita,1
0051878,pistachio gelato,1
0051878,zeppole,1
0051879,beef carpaccio,1
0051879,burrata with grapes & basil,2
0051879,caprese vanilla & raspberry,1
0051879,chocolate gelato,1
0051879,con salame,1
0051879,marinara,1
0051879,prosciutto e funghi,2
0051879,provola e pepe,1
0051879,strawberry gelato,1
0051879,tiramisu della mamma,1
0051879,tonnarella,1
0051880,aglio olio e peperoncino,1
0051880,burrata with grapes & basil,1
0051880,cacio e pepe,1
0051880,caprese vanilla & raspberry,1
0051880,cheese and peas arancini,1
0051880,chocolate gelato,1
0051880,insalata caprese,1
0051880,mango gelato,1
0051880,mona lisa,1
0051880,octopus arancini,1
0051880,strega,1
0051880,tiramisu della mamma,1
0051880,tonnarella,1
0051880,zeppole,1
0051881,aglio olio e peperoncino,1
0051881,beef carpaccio,1
0051881,burrata with grapes & basil,1
0051881,cheese and peas arancini,1
0051881,con salame,1
0051881,insalata caprese,1
0051881,lemon gelato,1
0051881,mango gelato,1
0051881,margherita,1
0051881,marinara,2
0051881,octopus arancini,1
0051881,tonnarella,1
0051882,aglio olio e peperoncino,1
0051882,cacio e pepe,1
0051882,chocolate gelato,1
0051883,cheese and peas arancini,2
0051883,diavola,1
0051883,insalata caprese,2
0051883,provola e pepe,3
0051883,strawberry gelato,1
0051883,tiramisu della mamma,1
0051883,tonnarella,1
0051884,burrata with grapes & basil,1
0051884,con salame,2
0051884,strawberry gelato,1
0051884,strega,1
0051884,tonnarella,1
0051885,aglio olio e peperoncino,1
0051885,beef carpaccio,1
0051885,chocolate gelato,1
0051885,insalata caprese,1
0051885,mango gelato,2
0051885,margherita,3
0051885,marinara,1
0051885,octopus arancini,2
0051885,provola e pepe,1
0051885,strawberry gelato,1
0051885,zeppole,2
0051886,cacio e pepe,1
0051886,chocolate gelato,1
0051886,insalata caprese,1
0051886,octopus arancini,1
0051886,provola e pepe,1
0051887,beef carpaccio,1
0051887,burrata with grapes & basil,1
0051887,cacio e pepe,1
0051887,insalata caprese,1
0051887,plum-nut raw cake,1
0051887,provola e pepe,1
0051887,tonnarella,1
0051888,burrata with grapes & basil,1
0051888,cheese and peas arancini,1
0051888,con salame,2
0051888,strega,1
0051888,vanilla gelato,1
0051888,zeppole,1
0051889,aglio olio e peperoncino,1
0051889,caprese vanilla & raspberry,1
0051889,cheese and peas arancini,1
0051889,prosciutto e funghi,1
0051890,margherita,1
0051890,tonnarella,1
0051891,cacio e pepe,1
0051891,con salame,2
0051891,insalata caprese,1
0051891,octopus arancini,1
0051891,pistachio gelato,1
0051892,margherita,1
0051892,pistachio gelato,1
0051893,beef carpaccio,1
0051893,con salame,1
0051893,diavola,1
0051893,insalata caprese,2
0051893,marinara,1
0051893,octopus arancini,1
0051893,strawberry gelato,1
0051893,strega,2
0051893,tonnarella,1
0051894,con salame,1
0051894,diavola,1
0051894,lemon gelato,1
0051894,zeppole,1
0051895,beef carpaccio,1
0051895,cacio e pepe,1
0051895,cheese and peas arancini,1
0051895,chocolate gelato,1
0051895,insalata caprese,2
0051895,margherita,1
0051895,marinara,1
0051895,provola e pepe,1
0051895,strega,1
0051896,aglio olio e peperoncino,1
0051896,cacio e pepe,1
0051896,cheese and peas arancini,1
0051896,chocolate gelato,1
0051896,tonnarella,1
0051897,burrata with grapes & basil,1
0051897,cacio e pepe,1
0051897,cheese and peas arancini,2
0051897,chocolate gelato,2
0051897,con salame,1
0051897,diavola,1
0051897,insalata caprese,1
0051897,mango gelato,1
0051897,margherita,1
0051897,prosciutto e funghi,2
0051897,tiramisu della mamma,3
0051898,beef carpaccio,1
0051898,cheese and peas arancini,1
0051898,margherita,1
0051898,plum-nut raw cake,1
0051898,prosciutto e funghi,1
0051898,zeppole,1
0051899,burrata with grapes & basil,2
0051899,diavola,1
0051899,mango gelato,1
0051899,pistachio gelato,1
0051899,provola e pepe,1
0051899,strega,1
0051899,tonnarella,1
0051900,caprese vanilla & raspberry,1
0051900,chocolate gelato,1
0051900,marinara,1
0051900,mona lisa,1
0051900,plum-nut raw cake,1
0051900,prosciutto e funghi,1
0051900,provola e pepe,1
0051900,strawberry gelato,1
0051900,strega,2
0051901,cacio e pepe,1
0051901,cheese and peas arancini,1
0051901,chocolate gelato,1
0051901,con salame,1
0051901,margherita,1
0051901,octopus arancini,1
0051901,pistachio gelato,1
0051901,provola e pepe,2
0051902,caprese vanilla & raspberry,1
0051902,diavola,1
0051902,tonnarella,1
0051903,aglio olio e peperoncino,1
0051903,cacio e pepe,1
0051903,caprese vanilla & raspberry,1
0051903,octopus arancini,1
0051903,plum-nut raw cake,1
0051903,provola e pepe,1
0051904,burrata with grapes & basil,1
0051904,con salame,2
0051904,mango gelato,1
0051904,octopus arancini,1
0051904,plum-nut raw cake,1
0051904,prosciutto e funghi,1
0051904,strega,1
0051905,cacio e pepe,2
0051905,con salame,1
0051905,strega,1
0051906,chocolate gelato,1
0051906,diavola,1
0051906,lemon gelato,1
0051906,mango gelato,1
0051906,margherita,1
0051906,marinara,1
0051906,pistachio gelato,1
0051906,prosciutto e funghi,1
0051906,provola e pepe,1
0051906,strega,1
0051906,tiramisu della mamma,1
0051906,vanilla gelato,1
0051907,aglio olio e peperoncino,2
0051907,beef carpaccio,1
0051907,chocolate gelato,1
0051907,con salame,1
0051907,diavola,1
0051907,mango gelato,1
0051907,pistachio gelato,1
0051907,strega,2
0051908,diavola,2
0051908,mango gelato,2
0051908,strega,2
0051909,beef carpaccio,1
0051909,burrata with grapes & basil,1
0051909,margherita,3
0051910,burrata with grapes & basil,1
0051910,cacio e pepe,1
0051910,caprese vanilla & raspberry,1
0051910,chocolate gelato,1
