order_no,product_name,amount
0181858,pistachio gelato,2
0181858,strega,2
0181859,aglio olio e peperoncino,1
0181859,diavola,1
0181859,mango gelato,1
0181859,strawberry gelato,1
0181860,aglio olio e peperoncino,1
0181860,con salame,1
0181860,diavola,1
0181860,insalata caprese,1
0181860,mango gelato,1
0181860,marinara,1
0181860,mona lisa,1
0181860,pistachio gelato,1
0181860,tonnarella,1
0181860,vanilla gelato,1
0181860,zeppole,1
0181861,beef carpaccio,1
0181861,con salame,1
0181861,insalata caprese,2
0181861,margherita,1
0181861,provola e pepe,1
0181862,aglio olio e peperoncino,1
0181863,burrata with grapes & basil,1
0181863,tonnarella,1
0181864,burrata with grapes & basil,1
0181864,cacio e pepe,1
0181864,cheese and peas arancini,2
0181864,con salame,2
0181864,insalata caprese,2
0181864,margherita,1
0181864,pistachio gelato,1
0181864,prosciutto e funghi,1
0181864,tonnarella,1
0181865,cacio e pepe,1
0181865,insalata caprese,1
0181865,mango gelato,1
0181865,prosciutto e funghi,1
0181865,strega,1
0181865,tiramisu della mamma,1
0181866,con salame,1
0181866,insalata caprese,1
0181866,plum-nut raw cake,1
0181867,aglio olio e peperoncino,1
0181867,burrata with grapes & basil,1
0181867,cacio e pepe,1
0181867,cheese and peas arancini,2
0181867,plum-nut raw cake,1
0181867,provola e pepe,1
0181868,aglio olio e peperoncino,1
0181868,burrata with grapes & basil,1
0181868,caprese vanilla & raspberry,1
0181868,marinara,1
0181868,strega,1
0181868,vanilla gelato,1
0181869,marinara,1
0181869,prosciutto e funghi,1
0181870,beef carpaccio,1
0181870,con salame,1
0181870,mona lisa,2
0181871,con salame,1
0181871,margherita,1
0181872,aglio olio e peperoncino,1
0181872,burrata with grapes & basil,1
0181872,cacio e pepe,1
0181872,insalata caprese,1
0181872,mango gelato,2
0181872,margherita,1
0181872,marinara,1
0181872,pistachio gelato,1
0181872,zeppole,1
0181873,beef carpaccio,1
0181873,cacio e pepe,1
0181873,caprese vanilla & raspberry,1
0181873,diavola,1
0181873,lemon gelato,1
0181873,plum-nut raw cake,1
0181873,prosciutto e funghi,1
0181873,provola e pepe,1
0181873,zeppole,1
0181874,burrata with grapes & basil,1
0181874,cacio e pepe,1
0181874,margherita,1
0181874,plum-nut raw cake,1
0181874,prosciutto e funghi,1
0181874,vanilla gelato,1
0181874,zeppole,1
0181875,cacio e pepe,1
0181875,cheese and peas arancini,1
0181875,pistachio gelato,1
0181876,caprese vanilla & raspberry,1
0181876,marinara,1
0181877,diavola,1
0181877,insalata caprese,1
0181877,mango gelato,2
0181877,margherita,2
0181877,prosciutto e funghi,1
0181877,provola e pepe,1
0181878,cheese and peas arancini,1
0181878,margherita,1
0181878,mona lisa,3
0181878,plum-nut raw cake,1
0181878,tiramisu della mamma,1
0181879,caprese vanilla & raspberry,1
0181879,con salame,1
0181879,strega,1
0181879,tiramisu della mamma,1
0181880,aglio olio e peperoncino,2
0181880,burrata with grapes & basil,1
0181880,insalata caprese,1
0181880,marinara,1
0181881,cacio e pepe,2
0181881,cheese and peas arancini,1
0181881,mango gelato,1
0181881,margherita,1
0181881,mona lisa,2
0181881,pistachio gelato,1
0181881,provola e pepe,1
0181881,strawberry gelato,1
0181882,burrata with grapes & basil,2
0181882,margherita,1
0181882,marinara,1
0181882,provola e pepe,2
0181883,aglio olio e peperoncino,1
0181883,burrata with grapes & basil,1
0181883,cacio e pepe,2
0181883,cheese and peas arancini,3
0181883,chocolate gelato,1
0181883,con salame,3
0181884,diavola,1
0181885,aglio olio e peperoncino,1
0181885,beef carpaccio,2
0181885,burrata with grapes & basil,1
0181885,chocolate gelato,1
0181885,con salame,1
0181885,diavola,1
0181885,margherita,1
0181885,prosciutto e funghi,1
0181885,tonnarella,1
0181886,cacio e pepe,1
0181886,provola e pepe,1
0181886,tiramisu della mamma,1
0181887,beef carpaccio,1
0181887,burrata with grapes & basil,1
0181887,cacio e pepe,1
0181887,insalata caprese,1
0181887,marinara,1
0181887,provola e pepe,1
0181888,cacio e pepe,1
0181888,cheese and peas arancini,1
0181888,con salame,1
0181888,octopus arancini,1
0181889,aglio olio e peperoncino,1
0181889,cacio e pepe,1
0181889,caprese vanilla & raspberry,1
0181889,con salame,1
0181889,margherita,1
0181889,plum-nut raw cake,1
0181889,prosciutto e funghi,2
0181889,zeppole,1
0181890,insalata caprese,1
0181890,lemon gelato,1
0181890,prosciutto e funghi,1
0181891,burrata with grapes & basil,1
0181891,cacio e pepe,1
0181891,chocolate gelato,1
0181891,margherita,1
0181891,tonnarella,2
0181892,aglio olio e peperoncino,1
0181892,insalata caprese,1
0181892,prosciutto e funghi,1
0181892,tiramisu della mamma,1
0181892,vanilla gelato,1
0181893,aglio olio e peperoncino,1
0181893,beef carpaccio,2
0181893,cacio e pepe,1
0181893,cheese and peas arancini,1
0181893,diavola,2
0181893,insalata caprese,1
0181893,lemon gelato,1
0181893,mango gelato,1
0181893,margherita,1
0181893,octopus arancini,1
0181893,vanilla gelato,1
0181893,zeppole,1
0181894,aglio olio e peperoncino,1
0181894,beef carpaccio,2
0181894,burrata with grapes & basil,1
0181894,cheese and peas arancini,1
0181894,con salame,2
0181894,margherita,1
0181894,tonnarella,1
0181895,aglio olio e peperoncino,3
0181895,caprese vanilla & raspberry,2
0181895,diavola,1
0181895,insalata caprese,1
0181895,pistachio gelato,1
0181895,tiramisu della mamma,1
0181896,insalata caprese,1
0181896,strega,1
0181897,aglio olio e peperoncino,1
0181897,burrata with grapes & basil,1
0181897,cheese and peas arancini,1
0181897,insalata caprese,2
0181897,margherita,2
0181897,strega,1
0181898,chocolate gelato,1
0181898,octopus arancini,1
0181898,prosciutto e funghi,1
0181899,beef carpaccio,1
0181899,burrata with grapes & basil,1
0181899,cacio e pepe,1
0181899,caprese vanilla & raspberry,1
0181899,chocolate gelato,1
0181899,diavola,1
0181899,insalata caprese,2
0181899,lemon gelato,2
0181899,octopus arancini,1
0181899,provola e pepe,1
0181899,strega,1
0181899,tiramisu della mamma,1
0181899,tonnarella,1
0181900,con salame,2
0181900,insalata caprese,1
0181901,cacio e pepe,1
0181901,cheese and peas arancini,1
0181901,tonnarella,1
0181902,burrata with grapes & basil,1
0181902,caprese vanilla & raspberry,1
0181902,con salame,2
0181902,insalata caprese,1
0181902,margherita,1
0181902,octopus arancini,1
0181902,prosciutto e funghi,2
0181902,strawberry gelato,1
0181902,strega,1
0181902,tiramisu della mamma,1
0181902,zeppole,1
0181903,diavola,1
0181903,margherita,1
0181903,octopus arancini,1
0181903,prosciutto e funghi,2
0181903,strega,1
0181904,chocolate gelato,1
0181904,insalata caprese,2
0181904,mona lisa,2
0181905,aglio olio e peperoncino,1
0181905,burrata with grapes & basil,1
0181905,con salame,1
0181905,lemon gelato,1
0181905,strega,1
0181905,tiramisu della mamma,1
0181906,provola e pepe,1
0181907,aglio olio e peperoncino,1
0181907,mango gelato,1
0181907,marinara,1
0181907,mona lisa,1
0181907,octopus arancini,1
0181907,plum-nut raw cake,1
0181907,prosciutto e funghi,1
0181907,provola e pepe,1
0181907,strawberry gelato,2
0181907,strega,1
0181907,tiramisu della mamma,2
0181908,caprese vanilla & raspberry,1
0181908,con salame,2
0181908,lemon gelato,1
0181908,mango gelato,1
0181908,prosciutto e funghi,1
0181908,provola e pepe,1
0181908,tiramisu della mamma,1
0181908,tonnarella,1
0181908,zeppole,1
0181909,beef carpaccio,1
0181909,burrata with grapes & basil,1
0181909,con salame,2
0181909,diavola,1
0181909,marinara,1
0181909,strega,1
0181909,tonnarella,1
0181910,beef carpaccio,1
0181910,burrata with grapes & basil,1
0181910,cacio e pepe,1
0181910,caprese vanilla & raspberry,2
0181910,diavola,1
0181910,insalata caprese,1
0181910,mango gelato,1
0181910,octopus arancini,1
0181910,pistachio gelato,1
0181910,prosciutto e funghi,2
0181910,tonnarella,1
0181910,vanilla gelato,1
0181911,caprese vanilla & raspberry,1
0181911,con salame,2
0181911,margherita,1
0181911,tiramisu della mamma,1
0181911,zeppole,1
0181912,cacio e pepe,1
0181912,caprese vanilla & raspberry,1
0181913,beef carpaccio,1
0181913,chocolate gelato,1
0181913,marinara,1
0181913,provola e pepe,1
0181913,tiramisu della mamma,1
0181914,prosciutto e funghi,1
0181915,aglio olio e peperoncino,1
0181915,diavola,1
0181915,octopus arancini,1
0181915,provola e pepe,1
0181916,diavola,1
0181916,mango gelato,1
0181916,margherita,1
0181916,marinara,1
0181916,prosciutto e funghi,1
0181917,aglio olio e peperoncino,1
0181917,beef carpaccio,1
0181917,caprese vanilla & raspberry,1
0181917,diavola,2
0181917,octopus arancini,1
0181917,vanilla gelato,1
0181917,zeppole,1
0181918,caprese vanilla & raspberry,2
0181918,prosciutto e funghi,1
0181918,provola e pepe,1
0181918,strega,1
0181918,tonnarella,1
0181919,mona lisa,1
0181919,octopus arancini,1
0181919,tonnarella,1
0181920,aglio olio e peperoncino,1
0181920,prosciutto e funghi,1
0181921,burrata with grapes & basil,1
0181921,diavola,1
0181922,aglio olio e peperoncino,3
0181922,chocolate gelato,1
0181922,con salame,1
0181922,pistachio gelato,2
0181922,plum-nut raw cake,1
0181922,tiramisu della mamma,1
0181922,tonnarella,1
0181922,zeppole,1
0181923,beef carpaccio,1
0181923,caprese vanilla & raspberry,1
0181923,con salame,1
0181923,insalata caprese,1
0181923,margherita,1
0181923,strega,1
0181924,aglio olio e peperoncino,1
0181924,beef carpaccio,2
0181924,burrata with grapes & basil,2
0181924,cacio e pepe,1
0181924,con salame,1
0181924,lemon gelato,1
0181924,margherita,1
0181924,marinara,1
0181924,octopus arancini,1
0181924,pistachio gelato,2
0181924,prosciutto e funghi,1
0181924,vanilla gelato,2
0181925,beef carpaccio,2
0181925,burrata with grapes & basil,1
0181925,cacio e pepe,1
0181925,diavola,1
0181925,insalata caprese,1
0181925,margherita,1
0181925,octopus arancini,1
0181925,pistachio gelato,1
0181925,provola e pepe,1
0181925,strega,1
0181926,cacio e pepe,1
0181926,margherita,1
0181926,pistachio gelato,1
0181926,zeppole,1
0181927,aglio olio e peperoncino,1
0181927,beef carpaccio,1
0181927,cacio e pepe,1
0181927,cheese and peas arancini,1
0181927,diavola,1
0181927,mango gelato,1
0181927,strega,1
0181927,tonnarella,1
0181927,zeppole,1
0181928,burrata with grapes & basil,2
0181928,cacio e pepe,1
0181928,con salame,1
0181928,diavola,2
0181928,pistachio gelato,1
0181928,prosciutto e funghi,1
0181929,margherita,1
0181930,aglio olio e peperoncino,2
0181930,con salame,1
0181930,lemon gelato,1
0181930,pistachio gelato,1
0181930,plum-nut raw cake,1
0181930,prosciutto e funghi,2
0181931,beef carpaccio,1
0181931,cacio e pepe,1
0181931,cheese and peas arancini,1
0181931,chocolate gelato,1
0181931,con salame,1
0181931,pistachio gelato,1
0181931,plum-nut raw cake,1
0181931,prosciutto e funghi,1
0181932,cacio e pepe,2
0181932,mango gelato,1
0181932,margherita,1
0181932,mona lisa,1
0181932,strawberry gelato,1
0181933,aglio olio e peperoncino,2
0181933,beef carpaccio,1
0181933,margherita,2
0181933,tonnarella,1
0181934,beef carpaccio,1
0181934,caprese vanilla & raspberry,1
0181934,con salame,1
0181934,marinara,1
0181934,mona lisa,2
0181934,octopus arancini,1
0181934,pistachio gelato,1
0181934,prosciutto e funghi,1
0181934,provola e pepe,1
0181934,strawberry gelato,1
0181934,zeppole,1
0181935,burrata with grapes & basil,1
0181935,con salame,2
0181935,mona lisa,1
0181935,prosciutto e funghi,1
0181936,aglio olio e peperoncino,1
0181936,lemon gelato,1
0181936,tonnarella,1
0181936,vanilla gelato,1
0181937,burrata with grapes & basil,1
0181937,strega,1
0181938,cacio e pepe,1
0181938,mango gelato,1
0181939,aglio olio e peperoncino,1
0181939,beef carpaccio,2
0181939,burrata with grapes & basil,1
0181939,cheese and peas arancini,1
0181939,chocolate gelato,1
0181939,con salame,2
0181939,diavola,1
0181939,octopus arancini,1
0181939,tonnarella,1
0181940,beef carpaccio,1
0181940,cacio e pepe,1
0181940,insalata caprese,2
0181940,lemon gelato,1
0181940,margherita,1
0181940,marinara,1
0181940,mona lisa,1
0181940,pistachio gelato,1
0181940,prosciutto e funghi,1
0181940,provola e pepe,1
0181940,strawberry gelato,1
0181940,tiramisu della mamma,1
0181941,beef carpaccio,1
0181941,cheese and peas arancini,1
0181941,provola e pepe,1
0181941,strega,1
0181942,cacio e pepe,1
0181943,cheese and peas arancini,1
0181943,insalata caprese,1
0181943,prosciutto e funghi,1
0181943,provola e pepe,2
0181943,strega,1
0181944,insalata caprese,1
0181944,provola e pepe,1
0181944,strega,1
0181945,cacio e pepe,2
0181945,chocolate gelato,1
0181945,con salame,1
0181945,mango gelato,1
0181945,margherita,1
0181945,strega,1
0181945,zeppole,1
0181946,aglio olio e peperoncino,1
0181946,tiramisu della mamma,1
0181947,octopus arancini,1
0181947,pistachio gelato,1
0181947,prosciutto e funghi,1
0181948,insalata caprese,1
0181948,marinara,1
0181948,octopus arancini,1
0181948,prosciutto e funghi,3
0181948,zeppole,1
0181949,cacio e pepe,1
0181949,cheese and peas arancini,1
0181949,insalata caprese,1
0181949,lemon gelato,1
0181949,margherita,1
0181949,provola e pepe,1
0181949,strawberry gelato,1
0181949,tiramisu della mamma,1
0181950,con salame,1
0181951,margherita,1
0181951,strawberry gelato,1
0181951,strega,1
0181952,beef carpaccio,1
0181952,cacio e pepe,1
0181952,caprese vanilla & raspberry,1
0181952,insalata caprese,1
0181952,mona lisa,1
0181952,octopus arancini,1
0181952,prosciutto e funghi,1
0181952,strega,1
0181952,tiramisu della mamma,1
0181953,diavola,1
0181953,insalata caprese,2
0181953,margherita,1
0181953,octopus arancini,1
0181953,prosciutto e funghi,2
0181953,strega,2
0181954,beef carpaccio,2
0181954,cacio e pepe,1
0181954,cheese and peas arancini,1
0181954,diavola,1
0181954,insalata caprese,1
0181954,lemon gelato,1
0181954,margherita,1
0181954,mona lisa,1
0181954,plum-nut raw cake,1
0181954,prosciutto e funghi,1
0181954,strawberry gelato,1
0181954,strega,1
0181954,zeppole,2
0181955,cheese and peas arancini,1
0181955,con salame,1
0181955,tiramisu della mamma,1
0181956,burrata with grapes & basil,1
0181956,cheese and peas arancini,1
0181956,marinara,1
0181956,pistachio gelato,1
0181956,prosciutto e funghi,1
0181957,beef carpaccio,1
0181957,con salame,1
0181957,diavola,1
0181957,insalata caprese,1
0181957,margherita,1
0181957,marinara,1
0181957,pistachio gelato,2
0181958,margherita,1
0181958,mona lisa,1
0181958,octopus arancini,1
0181958,provola e pepe,1
0181959,burrata with grapes & basil,1
0181959,cheese and peas arancini,1
0181959,strega,1
0181959,tonnarella,1
0181960,diavola,1
0181960,insalata caprese,1
0181960,margherita,1
0181960,tiramisu della mamma,1
0181961,margherita,1
0181961,tonnarella,1
0181962,aglio olio e peperoncino,1
0181962,cacio e pepe,1
0181962,cheese and peas arancini,2
0181962,insalata caprese,1
0181962,margherita,1
0181962,plum-nut raw cake,1
0181962,prosciutto e funghi,1
0181962,strega,1
0181963,aglio olio e peperoncino,1
0181963,cacio e pepe,1
0181963,diavola,1
0181963,margherita,1
0181963,mona lisa,2
0181963,octopus arancini,1
0181963,pistachio gelato,2
0181963,plum-nut raw cake,1
0181963,zeppole,2
0181964,insalata caprese,1
0181964,prosciutto e funghi,1
0181964,provola e pepe,1
0181964,strawberry gelato,1
0181965,aglio olio e peperoncino,2
0181965,margherita,2
0181965,strega,1
0181965,tonnarella,1
0181965,vanilla gelato,1
0181966,cheese and peas arancini,1
0181966,diavola,1
0181967,cheese and peas arancini,1
0181967,con salame,2
0181967,insalata caprese,1
0181967,mango gelato,1
0181967,margherita,1
0181967,pistachio gelato,1
0181968,aglio olio e peperoncino,1
0181968,beef carpaccio,1
0181968,cacio e pepe,1
0181968,chocolate gelato,1
0181968,octopus arancini,1
0181968,pistachio gelato,1
0181968,provola e pepe,1
0181968,tonnarella,1
0181969,aglio olio e peperoncino,1
0181969,burrata with grapes & basil,3
0181969,cacio e pepe,1
0181969,caprese vanilla & raspberry,1
0181969,cheese and peas arancini,1
0181969,con salame,2
0181969,diavola,1
0181969,insalata caprese,1
0181970,cheese and peas arancini,1
0181970,prosciutto e funghi,1
0181971,burrata with grapes & basil,1
0181971,cheese and peas arancini,2
0181971,con salame,1
0181971,diavola,2
0181971,insalata caprese,1
0181971,provola e pepe,1
0181972,aglio olio e peperoncino,1
0181972,caprese vanilla & raspberry,2
0181972,chocolate gelato,1
0181972,con salame,1
0181972,diavola,2
0181972,lemon gelato,1
0181972,octopus arancini,1
0181972,plum-nut raw cake,1
0181972,provola e pepe,1
0181972,strawberry gelato,1
0181972,strega,1
0181973,insalata caprese,1
0181973,marinara,1
0181974,aglio olio e peperoncino,1
0181974,beef carpaccio,1
0181974,cacio e pepe,1
0181974,cheese and peas arancini,1
0181974,diavola,1
0181974,tonnarella,2
0181975,beef carpaccio,1
0181975,caprese vanilla & raspberry,1
0181975,con salame,2
0181975,octopus arancini,2
0181975,plum-nut raw cake,1
0181975,prosciutto e funghi,1
0181975,provola e pepe,1
0181975,strega,1
0181976,burrata with grapes & basil,2
0181976,caprese vanilla & raspberry,1
0181976,con salame,1
0181976,diavola,2
0181976,insalata caprese,1
0181976,margherita,1
0181976,octopus arancini,2
0181976,pistachio gelato,1
0181976,provola e pepe,1
0181976,strega,1
0181977,beef carpaccio,1
0181977,cheese and peas arancini,1
0181977,prosciutto e funghi,1
0181977,provola e pepe,1
0181978,burrata with grapes & basil,1
0181978,caprese vanilla & raspberry,1
0181978,chocolate gelato,1
0181978,con salame,1
0181978,diavola,1
0181978,lemon gelato,1
0181978,mango gelato,1
0181978,margherita,1
0181978,mona lisa,1
0181978,tonnarella,1
0181978,zeppole,1
0181979,mona lisa,1
0181980,strega,1
0181980,vanilla gelato,1
0181981,aglio olio e peperoncino,1
0181981,mango gelato,1
0181981,octopus arancini,1
0181981,strega,1
0181981,tiramisu della mamma,1
0181982,provola e pepe,1
0181983,cheese and peas arancini,1
0181983,chocolate gelato,1
0181983,diavola,1
0181983,insalata caprese,1
0181983,mango gelato,1
0181983,margherita,2
0181983,mona lisa,1
0181983,provola e pepe,1
0181983,strawberry gelato,1
0181984,cheese and peas arancini,1
0181984,mango gelato,1
0181984,strega,1
0181985,burrata with grapes & basil,4
0181985,diavola,1
0181985,margherita,1
0181985,prosciutto e funghi,2
0181986,burrata with grapes & basil,1
0181986,mango gelato,1
0181986,mona lisa,2
0181986,octopus arancini,1
0181986,strawberry gelato,1
0181986,strega,1
0181986,tiramisu della mamma,1
0181987,aglio olio e peperoncino,1
0181987,burrata with grapes & basil,2
0181987,cheese and peas arancini,1
0181987,con salame,1
0181987,insalata caprese,1
0181987,mona lisa,1
0181987,octopus arancini,1
0181987,pistachio gelato,1
0181987,prosciutto e funghi,2
0181987,provola e pepe,1
0181987,tiramisu della mamma,2
0181987,vanilla gelato,1
0181988,chocolate gelato,1
0181988,diavola,1
0181988,insalata caprese,2
0181988,prosciutto e funghi,1
0181989,aglio olio e peperoncino,1
0181989,beef carpaccio,2
0181989,burrata with grapes & basil,2
0181989,cacio e pepe,1
0181989,diavola,1
0181989,lemon gelato,1
0181989,marinara,1
0181989,pistachio gelato,2
0181989,prosciutto e funghi,2
0181989,vanilla gelato,1
0181989,zeppole,1
0181990,aglio olio e peperoncino,1
0181990,con salame,2
0181990,margherita,1
0181990,pistachio gelato,1
0181991,con salame,2
0181991,margherita,1
0181992,aglio olio e peperoncino,1
0181992,beef carpaccio,1
0181992,burrata with grapes & basil,1
0181992,insalata caprese,1
0181992,strega,1
0181992,tonnarella,2
0181992,zeppole,1
0181993,lemon gelato,1
0181993,margherita,1
0181994,beef carpaccio,2
0181994,con salame,2
0181994,diavola,1
0181994,insalata caprese,2
0181994,mona lisa,1
0181994,octopus arancini,1
0181994,strawberry gelato,1
0181994,tonnarella,1
0181995,cacio e pepe,1
0181995,diavola,1
0181996,mona lisa,1
0181997,cheese and peas arancini,1
0181997,provola e pepe,1
0181997,tonnarella,1
0181998,aglio olio e peperoncino,1
0181998,beef carpaccio,1
0181998,burrata with grapes & basil,1
0181998,insalata caprese,1
0181998,margherita,1
0181998,tonnarella,1
0181999,aglio olio e peperoncino,1
0181999,burrata with grapes & basil,1
0181999,cacio e pepe,2
0181999,insalata caprese,1
0181999,margherita,1
0181999,octopus arancini,1
0181999,strega,1
0181999,tonnarella,1
0182000,aglio olio e peperoncino,1
0182000,chocolate gelato,1
0182000,diavola,1
0182000,insalata caprese,1
0182000,tiramisu della mamma,1
0182000,tonnarella,1
0182001,beef carpaccio,1
0182001,burrata with grapes & basil,1
0182001,con salame,1
0182001,diavola,2
0182001,insalata caprese,1
0182001,marinara,2
0182001,tiramisu della mamma,1
0182001,tonnarella,1
0182001,zeppole,2
0182002,aglio olio e peperoncino,1
0182002,diavola,1
0182002,tonnarella,1
0182003,beef carpaccio,1
0182003,cacio e pepe,1
0182003,caprese vanilla & raspberry,1
0182003,cheese and peas arancini,2
0182003,chocolate gelato,1
0182003,con salame,1
0182003,margherita,1
0182003,pistachio gelato,1
0182003,plum-nut raw cake,1
0182003,prosciutto e funghi,1
0182003,provola e pepe,1
0182004,caprese vanilla & raspberry,1
0182004,cheese and peas arancini,1
0182004,diavola,2
0182004,insalata caprese,2
0182004,margherita,1
0182005,diavola,1
0182005,plum-nut raw cake,1
0182005,provola e pepe,1
0182006,beef carpaccio,1
0182006,diavola,1
0182006,marinara,1
0182006,strawberry gelato,1
0182006,strega,1
0182007,aglio olio e peperoncino,1
0182008,octopus arancini,1
0182008,strega,1
0182009,beef carpaccio,1
0182009,burrata with grapes & basil,1
0182009,cacio e pepe,1
0182009,caprese vanilla & raspberry,1
0182009,con salame,1
0182009,diavola,2
0182009,insalata caprese,2
0182009,octopus arancini,1
0182009,pistachio gelato,1
0182009,strawberry gelato,2
0182009,strega,2
0182009,tiramisu della mamma,1
0182010,beef carpaccio,1
0182010,cacio e pepe,1
0182010,caprese vanilla & raspberry,1
0182010,con salame,1
0182010,insalata caprese,1
0182010,octopus arancini,1
0182010,prosciutto e funghi,1
0182010,vanilla gelato,1
0182011,beef carpaccio,1
0182011,cacio e pepe,1
0182011,con salame,1
0182011,marinara,1
0182012,aglio olio e peperoncino,1
0182012,cheese and peas arancini,1
0182012,margherita,1
0182012,strega,3
0182013,burrata with grapes & basil,1
0182013,cacio e pepe,1
0182013,cheese and peas arancini,1
0182013,margherita,2
0182014,burrata with grapes & basil,2
0182014,caprese vanilla & raspberry,1
0182014,marinara,1
0182014,mona lisa,1
0182014,zeppole,1
0182015,cacio e pepe,1
0182015,prosciutto e funghi,2
0182016,cacio e pepe,1
0182016,strega,3
0182017,con salame,1
0182017,diavola,2
0182017,marinara,1
0182018,aglio olio e peperoncino,1
0182018,beef carpaccio,1
0182018,burrata with grapes & basil,1
0182018,cheese and peas arancini,1
0182018,chocolate gelato,1
0182018,margherita,2
0182018,marinara,1
0182018,mona lisa,1
0182018,tiramisu della mamma,1
0182018,vanilla gelato,1
0182019,aglio olio e peperoncino,1
0182019,cheese and peas arancini,1
0182019,chocolate gelato,1
0182019,con salame,2
0182019,strawberry gelato,1
0182019,strega,1
0182019,zeppole,1
0182020,con salame,1
0182021,burrata with grapes & basil,1
0182021,mango gelato,1
0182021,prosciutto e funghi,1
0182021,tiramisu della mamma,2
0182021,tonnarella,3
0182022,cacio e pepe,1
0182022,chocolate gelato,1
0182022,diavola,1
0182022,mona lisa,1
0182022,octopus arancini,1
0182022,pistachio gelato,1
0182022,plum-nut raw cake,1
0182022,prosciutto e funghi,3
0182022,strawberry gelato,2
0182022,tiramisu della mamma,1
0182023,beef carpaccio,1
0182023,diavola,1
0182023,insalata caprese,1
0182023,margherita,1
0182023,pistachio gelato,1
0182023,tonnarella,1
0182024,beef carpaccio,1
0182024,burrata with grapes & basil,1
0182024,margherita,1
0182024,octopus arancini,1
0182024,pistachio gelato,1
0182024,prosciutto e funghi,2
0182024,provola e pepe,1
0182024,vanilla gelato,1
0182025,cheese and peas arancini,1
0182025,lemon gelato,1
0182025,strega,1
0182025,tonnarella,1
0182026,caprese vanilla & raspberry,1
0182026,insalata caprese,3
0182026,margherita,1
0182026,mona lisa,1
0182026,prosciutto e funghi,1
0182026,strawberry gelato,2
0182026,tonnarella,1
0182026,zeppole,1
0182027,aglio olio e peperoncino,1
0182027,burrata with grapes & basil,1
0182027,cacio e pepe,1
0182027,con salame,1
0182027,margherita,1
