order_no,product_name,amount
0025826,burrata with grapes & basil,1
0025826,diavola,1
0025826,margherita,1
0025827,tonnarella,1
0025827,vanilla gelato,1
0025828,aglio olio e peperoncino,1
0025828,con salame,1
0025828,diavola,1
0025828,insalata caprese,2
0025828,marinara,1
0025828,provola e pepe,1
0025829,con salame,1
0025829,lemon gelato,1
0025830,aglio olio e peperoncino,1
0025830,cheese and peas arancini,1
0025830,con salame,1
0025830,lemon gelato,2
0025830,mango gelato,1
0025830,margherita,1
0025830,prosciutto e funghi,1
0025830,provola e pepe,1
0025830,strega,1
0025830,tiramisu della mamma,1
0025830,zeppole,1
0025831,octopus arancini,1
0025831,strega,1
0025831,zeppole,1
0025832,margherita,1
0025833,aglio olio e peperoncino,1
0025833,beef carpaccio,1
0025833,cheese and peas arancini,2
0025833,con salame,1
0025833,mango gelato,1
0025833,margherita,1
0025833,strega,1
0025833,tiramisu della mamma,1
0025834,cacio e pepe,3
0025834,chocolate gelato,1
0025834,diavola,1
0025834,margherita,1
0025834,strega,1
0025835,cheese and peas arancini,1
0025835,margherita,1
0025835,octopus arancini,1
0025835,provola e pepe,1
0025835,strega,1
0025836,beef carpaccio,1
0025836,cacio e pepe,1
0025836,con salame,1
0025836,insalata caprese,2
0025836,margherita,1
0025836,octopus arancini,1
0025836,plum-nut raw cake,1
0025836,prosciutto e funghi,1
0025836,provola e pepe,2
0025836,vanilla gelato,1
0025837,aglio olio e peperoncino,1
0025837,cheese and peas arancini,1
0025837,octopus arancini,1
0025837,prosciutto e funghi,1
0025837,strawberry gelato,1
0025838,aglio olio e peperoncino,2
0025838,caprese vanilla & raspberry,1
0025838,con salame,1
0025838,insalata caprese,1
0025838,octopus arancini,2
0025838,vanilla gelato,1
0025838,zeppole,1
0025839,beef carpaccio,1
0025839,burrata with grapes & basil,1
0025839,cacio e pepe,1
0025839,cheese and peas arancini,1
0025839,con salame,2
0025839,insalata caprese,1
0025839,mango gelato,3
0025839,octopus arancini,1
0025839,prosciutto e funghi,1
0025839,provola e pepe,1
0025839,tiramisu della mamma,1
0025840,beef carpaccio,2
0025840,cheese and peas arancini,1
0025840,margherita,1
0025840,mona lisa,1
0025840,provola e pepe,1
0025841,aglio olio e peperoncino,1
0025841,burrata with grapes & basil,2
0025841,chocolate gelato,2
0025841,con salame,1
0025841,strega,1
0025841,tiramisu della mamma,1
0025842,pistachio gelato,1
0025842,provola e pepe,1
0025842,tonnarella,1
0025843,aglio olio e peperoncino,1
0025843,cacio e pepe,2
0025843,insalata caprese,1
0025843,provola e pepe,1
0025843,tiramisu della mamma,1
0025844,marinara,1
0025845,diavola,1
0025845,plum-nut raw cake,1
0025845,strawberry gelato,1
0025845,strega,1
0025846,aglio olio e peperoncino,1
0025846,diavola,1
0025846,insalata caprese,1
0025846,octopus arancini,1
0025846,pistachio gelato,1
0025846,vanilla gelato,1
0025847,burrata with grapes & basil,1
0025847,con salame,1
0025847,marinara,2
0025847,prosciutto e funghi,1
0025847,provola e pepe,1
0025847,tonnarella,1
0025848,aglio olio e peperoncino,2
0025848,beef carpaccio,2
0025848,caprese vanilla & raspberry,1
0025848,cheese and peas arancini,1
0025848,insalata caprese,1
0025848,margherita,1
0025848,octopus arancini,1
0025848,pistachio gelato,3
0025848,prosciutto e funghi,1
0025848,provola e pepe,1
0025848,tonnarella,1
0025849,burrata with grapes & basil,1
0025849,caprese vanilla & raspberry,1
0025849,marinara,1
0025849,octopus arancini,1
0025849,provola e pepe,1
0025849,strawberry gelato,1
0025850,beef carpaccio,1
0025850,cacio e pepe,2
0025850,diavola,2
0025850,insalata caprese,1
0025850,margherita,1
0025850,mona lisa,1
0025850,octopus arancini,1
0025850,plum-nut raw cake,1
0025851,burrata with grapes & basil,2
0025851,cacio e pepe,2
0025851,caprese vanilla & raspberry,1
0025851,mona lisa,1
0025851,pistachio gelato,1
0025851,tiramisu della mamma,2
0025851,tonnarella,1
0025852,burrata with grapes & basil,1
0025852,diavola,1
0025852,insalata caprese,4
0025852,marinara,1
0025852,mona lisa,2
0025852,strega,1
0025852,zeppole,1
0025853,chocolate gelato,1
0025853,insalata caprese,1
0025853,marinara,1
0025853,mona lisa,1
0025853,octopus arancini,2
0025853,strega,1
0025854,cacio e pepe,2
0025854,chocolate gelato,1
0025855,beef carpaccio,1
0025855,cacio e pepe,1
0025855,diavola,1
0025855,pistachio gelato,1
0025855,prosciutto e funghi,1
0025855,provola e pepe,3
0025855,strawberry gelato,2
0025855,tiramisu della mamma,2
0025856,beef carpaccio,1
0025856,diavola,1
0025856,insalata caprese,1
0025856,mango gelato,1
0025856,marinara,1
0025856,pistachio gelato,2
0025856,tonnarella,1
0025857,aglio olio e peperoncino,1
0025857,beef carpaccio,1
0025857,cheese and peas arancini,1
0025857,marinara,1
0025857,prosciutto e funghi,1
0025857,vanilla gelato,1
0025858,aglio olio e peperoncino,1
0025858,beef carpaccio,1
0025858,burrata with grapes & basil,1
0025858,cheese and peas arancini,1
0025858,con salame,1
0025858,diavola,1
0025858,margherita,1
0025858,octopus arancini,1
0025858,plum-nut raw cake,1
0025858,tonnarella,1
0025859,aglio olio e peperoncino,1
0025859,cheese and peas arancini,2
0025859,insalata caprese,1
0025859,mango gelato,1
0025859,marinara,1
0025859,prosciutto e funghi,1
0025860,caprese vanilla & raspberry,1
0025860,marinara,1
0025860,octopus arancini,1
0025861,caprese vanilla & raspberry,1
0025861,diavola,2
0025861,margherita,1
0025861,prosciutto e funghi,1
0025861,strega,1
0025861,vanilla gelato,1
0025862,margherita,2
0025862,pistachio gelato,1
0025862,strega,1
0025863,aglio olio e peperoncino,1
0025863,beef carpaccio,1
0025863,cacio e pepe,1
0025863,cheese and peas arancini,2
0025863,chocolate gelato,1
0025863,con salame,1
0025863,octopus arancini,1
0025863,provola e pepe,2
0025863,tonnarella,1
0025864,burrata with grapes & basil,2
0025864,cacio e pepe,2
0025864,chocolate gelato,1
0025864,diavola,1
0025864,mona lisa,1
0025864,pistachio gelato,2
0025864,provola e pepe,2
0025864,tiramisu della mamma,1
0025865,cacio e pepe,1
0025865,chocolate gelato,1
0025865,margherita,1
0025865,tonnarella,1
0025865,zeppole,1
0025866,insalata caprese,1
0025866,mango gelato,1
0025866,provola e pepe,1
0025867,aglio olio e peperoncino,1
0025867,beef carpaccio,2
0025867,mango gelato,1
0025867,tonnarella,1
0025868,margherita,1
0025868,strawberry gelato,1
0025868,tonnarella,1
0025868,vanilla gelato,1
0025869,burrata with grapes & basil,1
0025869,cacio e pepe,2
0025869,chocolate gelato,1
0025869,margherita,4
0025870,aglio olio e peperoncino,1
0025870,burrata with grapes & basil,4
0025870,con salame,2
0025870,diavola,1
0025870,mango gelato,1
0025870,pistachio gelato,1
0025870,plum-nut raw cake,3
0025870,prosciutto e funghi,1
0025871,beef carpaccio,1
0025871,burrata with grapes & basil,1
0025871,cheese and peas arancini,1
0025871,diavola,1
0025871,lemon gelato,1
0025871,marinara,1
0025871,octopus arancini,2
0025871,provola e pepe,2
0025871,strega,1
0025871,vanilla gelato,1
0025872,beef carpaccio,2
0025872,margherita,1
0025872,mona lisa,1
0025872,plum-nut raw cake,1
0025873,cheese and peas arancini,2
0025873,con salame,1
0025873,insalata caprese,1
0025873,margherita,1
0025873,pistachio gelato,1
0025873,strawberry gelato,1
0025873,tonnarella,1
0025874,prosciutto e funghi,2
0025875,beef carpaccio,1
0025875,cheese and peas arancini,1
0025875,chocolate gelato,1
0025875,diavola,3
0025875,insalata caprese,1
0025875,mango gelato,1
0025875,octopus arancini,2
0025875,strega,1
0025875,tonnarella,1
0025876,beef carpaccio,1
0025876,cacio e pepe,1
0025876,chocolate gelato,3
0025876,insalata caprese,2
0025876,marinara,1
0025876,mona lisa,1
0025876,pistachio gelato,1
0025876,strawberry gelato,1
0025876,strega,1
0025876,tonnarella,2
0025877,burrata with grapes & basil,1
0025877,cheese and peas arancini,1
0025877,con salame,2
0025877,insalata caprese,1
0025877,marinara,1
0025877,mona lisa,1
0025877,pistachio gelato,1
0025877,vanilla gelato,1
0025877,zeppole,1
0025878,aglio olio e peperoncino,1
0025878,plum-nut raw cake,1
0025878,strega,1
0025879,provola e pepe,1
0025880,aglio olio e peperoncino,1
0025880,cacio e pepe,1
0025880,diavola,1
0025880,margherita,1
0025880,prosciutto e funghi,1
0025881,beef carpaccio,1
0025881,burrata with grapes & basil,2
0025881,cacio e pepe,2
0025881,con salame,1
0025881,margherita,1
0025881,pistachio gelato,1
0025881,plum-nut raw cake,1
0025881,prosciutto e funghi,1
0025881,strawberry gelato,1
0025881,tiramisu della mamma,2
0025882,aglio olio e peperoncino,1
0025882,burrata with grapes & basil,1
0025882,con salame,1
0025882,insalata caprese,1
0025882,lemon gelato,1
0025882,mango gelato,1
0025882,pistachio gelato,1
0025882,tonnarella,1
0025883,beef carpaccio,3
0025883,burrata with grapes & basil,1
0025883,diavola,1
0025883,lemon gelato,1
0025883,margherita,1
0025883,octopus arancini,1
0025883,pistachio gelato,1
0025883,provola e pepe,2
0025883,strega,1
0025883,tiramisu della mamma,1
0025883,tonnarella,1
0025884,beef carpaccio,1
0025884,diavola,1
0025884,octopus arancini,1
0025884,prosciutto e funghi,1
0025885,beef carpaccio,1
0025885,cacio e pepe,1
0025885,insalata caprese,1
0025885,mango gelato,1
0025885,margherita,2
0025885,zeppole,1
0025886,diavola,1
0025887,aglio olio e peperoncino,1
0025887,mona lisa,1
0025887,zeppole,1
0025888,aglio olio e peperoncino,1
0025888,beef carpaccio,2
0025888,caprese vanilla & raspberry,1
0025888,lemon gelato,1
0025888,margherita,1
0025888,mona lisa,1
0025888,strawberry gelato,1
0025888,strega,1
0025888,tiramisu della mamma,1
0025889,burrata with grapes & basil,1
0025889,mona lisa,1
0025890,burrata with grapes & basil,1
0025890,cacio e pepe,1
0025890,cheese and peas arancini,1
0025890,chocolate gelato,1
0025890,con salame,1
0025890,diavola,1
0025890,insalata caprese,2
0025890,mango gelato,1
0025890,mona lisa,1
0025890,tonnarella,1
0025891,con salame,1
0025891,mona lisa,1
0025892,aglio olio e peperoncino,1
0025892,beef carpaccio,1
0025892,burrata with grapes & basil,1
0025892,cacio e pepe,1
0025892,insalata caprese,1
0025892,tonnarella,1
0025893,cacio e pepe,1
0025894,burrata with grapes & basil,1
0025894,caprese vanilla & raspberry,1
0025894,con salame,1
0025894,lemon gelato,1
0025894,margherita,1
0025894,strega,1
0025895,aglio olio e peperoncino,1
0025895,beef carpaccio,1
0025895,burrata with grapes & basil,1
0025895,caprese vanilla & raspberry,1
0025895,con salame,1
0025895,insalata caprese,2
0025895,margherita,1
0025895,octopus arancini,1
0025895,prosciutto e funghi,1
0025895,strega,1
0025895,tonnarella,1
0025895,vanilla gelato,1
0025895,zeppole,1
0025896,aglio olio e peperoncino,1
0025896,beef carpaccio,2
0025896,burrata with grapes & basil,1
0025896,cacio e pepe,1
0025896,con salame,1
0025896,mona lisa,1
0025896,tonnarella,1
0025897,diavola,1
0025897,insalata caprese,1
0025897,pistachio gelato,1
0025898,aglio olio e peperoncino,2
0025898,burrata with grapes & basil,1
0025898,cacio e pepe,1
0025898,insalata caprese,1
0025898,zeppole,1
0025899,aglio olio e peperoncino,1
0025899,beef carpaccio,1
0025899,burrata with grapes & basil,2
0025899,con salame,1
0025899,insalata caprese,1
0025899,margherita,1
0025899,marinara,1
0025899,mona lisa,1
0025900,cacio e pepe,1
0025900,con salame,2
0025900,diavola,2
0025900,insalata caprese,2
0025900,strega,1
0025901,beef carpaccio,1
0025901,marinara,1
0025901,mona lisa,1
0025901,zeppole,1
0025902,cheese and peas arancini,1
0025902,con salame,2
0025902,diavola,1
0025902,prosciutto e funghi,2
0025902,strawberry gelato,1
0025902,tonnarella,1
0025903,tonnarella,1
0025904,beef carpaccio,1
0025904,margherita,1
0025905,cheese and peas arancini,1
0025905,chocolate gelato,1
0025905,con salame,2
0025905,insalata caprese,1
0025906,caprese vanilla & raspberry,2
0025906,diavola,1
0025906,mango gelato,2
0025906,marinara,1
0025906,octopus arancini,1
0025906,pistachio gelato,1
0025906,provola e pepe,1
0025906,strega,2
0025907,lemon gelato,1
0025907,marinara,1
0025908,cacio e pepe,1
0025908,diavola,1
0025908,marinara,1
0025908,mona lisa,2
0025908,provola e pepe,1
0025908,strawberry gelato,1
0025909,cacio e pepe,1
0025909,marinara,1
0025910,cacio e pepe,1
0025911,beef carpaccio,1
0025911,cheese and peas arancini,1
0025911,con salame,1
0025911,margherita,1
0025911,strawberry gelato,1
0025911,vanilla gelato,1
0025912,beef carpaccio,1
0025912,chocolate gelato,1
0025912,con salame,1
0025912,diavola,1
0025912,insalata caprese,1
0025912,octopus arancini,1
0025912,strega,1
0025912,tiramisu della mamma,1
0025912,tonnarella,1
0025912,vanilla gelato,1
0025913,aglio olio e peperoncino,2
0025913,beef carpaccio,1
0025913,cacio e pepe,1
0025913,cheese and peas arancini,1
0025913,insalata caprese,1
0025913,mona lisa,1
0025913,provola e pepe,2
0025913,vanilla gelato,1
0025913,zeppole,1
0025914,margherita,1
0025915,aglio olio e peperoncino,1
0025915,burrata with grapes & basil,1
0025916,burrata with grapes & basil,2
0025916,cacio e pepe,1
0025916,margherita,1
0025916,pistachio gelato,1
0025916,strega,1
0025916,tiramisu della mamma,1
0025916,zeppole,1
0025917,beef carpaccio,1
0025917,con salame,1
0025917,mona lisa,1
0025917,octopus arancini,2
0025917,provola e pepe,1
0025917,strega,1
0025917,tiramisu della mamma,1
0025918,cacio e pepe,1
0025918,diavola,2
0025918,insalata caprese,1
0025918,lemon gelato,1
0025918,mango gelato,1
0025918,margherita,1
0025918,marinara,1
0025918,octopus arancini,1
0025918,tonnarella,1
0025919,aglio olio e peperoncino,1
0025919,beef carpaccio,2
0025919,burrata with grapes & basil,1
0025919,diavola,2
0025919,insalata caprese,1
0025919,margherita,1
0025919,marinara,1
0025919,octopus arancini,1
0025920,cacio e pepe,1
0025920,cheese and peas arancini,1
0025920,insalata caprese,1
0025920,pistachio gelato,1
0025920,plum-nut raw cake,1
0025920,prosciutto e funghi,1
0025920,strega,2
0025920,tiramisu della mamma,1
0025920,vanilla gelato,1
0025921,cacio e pepe,1
0025921,caprese vanilla & raspberry,1
0025921,lemon gelato,1
0025921,margherita,1
0025921,pistachio gelato,1
0025921,prosciutto e funghi,1
0025921,strawberry gelato,1
0025921,strega,1
0025922,tonnarella,1
0025923,cacio e pepe,1
0025923,cheese and peas arancini,1
0025924,mona lisa,1
0025924,strawberry gelato,1
0025925,aglio olio e peperoncino,1
0025925,cheese and peas arancini,1
0025925,diavola,1
0025925,insalata caprese,1
0025925,octopus arancini,1
0025925,prosciutto e funghi,1
0025925,strawberry gelato,1
0025925,vanilla gelato,1
0025926,cacio e pepe,1
0025926,mango gelato,1
0025926,octopus arancini,1
0025926,strega,1
0025927,burrata with grapes & basil,1
0025927,cacio e pepe,2
0025927,caprese vanilla & raspberry,1
0025927,cheese and peas arancini,1
0025927,con salame,1
0025927,diavola,1
0025927,insalata caprese,1
0025927,pistachio gelato,1
0025927,provola e pepe,1
0025927,strawberry gelato,1
0025927,strega,1
0025927,tiramisu della mamma,1
0025927,vanilla gelato,1
0025928,cheese and peas arancini,2
0025928,diavola,2
0025928,insalata caprese,3
0025928,margherita,1
0025928,mona lisa,2
0025929,burrata with grapes & basil,1
0025929,cacio e pepe,1
0025929,caprese vanilla & raspberry,1
0025929,insalata caprese,1
0025929,marinara,1
0025929,octopus arancini,2
0025929,prosciutto e funghi,1
0025929,strega,1
0025929,zeppole,1
0025930,burrata with grapes & basil,2
0025930,diavola,1
0025930,margherita,1
0025930,tiramisu della mamma,1
0025931,beef carpaccio,1
0025931,cacio e pepe,1
0025931,cheese and peas arancini,1
0025931,con salame,2
0025931,insalata caprese,1
0025931,marinara,1
0025932,aglio olio e peperoncino,1
0025932,burrata with grapes & basil,1
0025932,chocolate gelato,2
0025932,diavola,1
0025932,insalata caprese,1
0025932,margherita,1
0025932,marinara,1
0025932,provola e pepe,1
0025932,strega,1
0025933,aglio olio e peperoncino,1
0025933,con salame,1
0025933,diavola,1
0025934,cacio e pepe,1
0025934,cheese and peas arancini,4
0025934,chocolate gelato,1
0025934,margherita,1
0025934,prosciutto e funghi,1
0025934,strega,2
0025935,insalata caprese,1
0025935,prosciutto e funghi,1
0025935,provola e pepe,1
0025936,aglio olio e peperoncino,1
0025936,cheese and peas arancini,1
0025936,chocolate gelato,1
0025936,diavola,1
0025936,mango gelato,1
0025937,chocolate gelato,3
0025937,con salame,1
0025937,diavola,2
0025937,insalata caprese,1
0025937,lemon gelato,1
0025937,margherita,1
0025937,mona lisa,1
0025937,octopus arancini,1
0025937,prosciutto e funghi,1
0025937,tiramisu della mamma,1
0025937,vanilla gelato,1
0025938,con salame,1
0025938,insalata caprese,1
0025938,mango gelato,1
0025939,caprese vanilla & raspberry,2
0025939,margherita,1
0025939,mona lisa,1
0025940,beef carpaccio,1
0025940,cheese and peas arancini,1
0025940,con salame,1
0025940,margherita,2
0025941,cheese and peas arancini,1
0025941,marinara,1
0025941,strawberry gelato,1
0025942,aglio olio e peperoncino,1
0025942,beef carpaccio,2
0025942,margherita,2
0025942,plum-nut raw cake,1
0025943,aglio olio e peperoncino,1
0025943,octopus arancini,1
0025943,vanilla gelato,1
0025944,aglio olio e peperoncino,2
0025944,margherita,1
0025944,octopus arancini,1
0025945,aglio olio e peperoncino,1
0025945,burrata with grapes & basil,1
0025945,cacio e pepe,1
0025945,caprese vanilla & raspberry,1
0025945,cheese and peas arancini,1
0025945,con salame,1
0025945,insalata caprese,2
0025945,marinara,1
0025946,cacio e pepe,1
0025946,caprese vanilla & raspberry,1
0025946,cheese and peas arancini,1
0025946,chocolate gelato,1
0025946,margherita,1
0025946,marinara,1
0025946,mona lisa,1
0025946,plum-nut raw cake,1
0025946,prosciutto e funghi,2
0025946,tiramisu della mamma,1
0025947,beef carpaccio,2
0025947,burrata with grapes & basil,1
0025947,cacio e pepe,1
0025947,cheese and peas arancini,1
0025947,insalata caprese,1
0025947,lemon gelato,1
0025947,margherita,1
0025947,marinara,1
0025947,pistachio gelato,1
0025947,strawberry gelato,1
0025947,tonnarella,2
0025947,zeppole,1
0025948,aglio olio e peperoncino,2
0025948,beef carpaccio,1
0025948,cacio e pepe,1
0025948,diavola,1
0025948,insalata caprese,1
0025948,mango gelato,1
0025948,strawberry gelato,1
0025948,strega,1
0025948,tiramisu della mamma,1
0025949,beef carpaccio,1
0025949,burrata with grapes & basil,1
0025949,diavola,1
0025949,mona lisa,1
0025949,provola e pepe,1
0025949,strega,1
0025949,tonnarella,1
0025950,beef carpaccio,2
0025950,cacio e pepe,1
0025950,con salame,1
0025950,margherita,2
0025950,pistachio gelato,1
0025950,provola e pepe,1
0025950,tiramisu della mamma,1
0025950,zeppole,1
0025951,insalata caprese,1
0025951,marinara,1
0025951,prosciutto e funghi,1
0025951,strega,1
0025952,beef carpaccio,2
0025952,cheese and peas arancini,1
0025952,chocolate gelato,1
0025952,diavola,1
0025952,insalata caprese,1
0025952,mango gelato,1
0025952,marinara,1
0025952,strawberry gelato,1
0025952,strega,3
0025952,tiramisu della mamma,1
0025953,aglio olio e peperoncino,1
0025953,cacio e pepe,1
0025953,caprese vanilla & raspberry,1
0025953,insalata caprese,1
0025953,lemon gelato,2
0025953,margherita,2
0025953,pistachio gelato,1
0025954,burrata with grapes & basil,1
0025954,cacio e pepe,2
0025954,cheese and peas arancini,3
0025954,mango gelato,1
0025954,mona lisa,1
0025954,octopus arancini,1
0025954,provola e pepe,1
0025954,strega,1
0025954,tiramisu della mamma,1
0025955,cacio e pepe,1
0025955,diavola,1
0025955,margherita,1
0025955,strega,1
0025956,caprese vanilla & raspberry,1
0025956,cheese and peas arancini,1
0025956,margherita,1
0025957,burrata with grapes & basil,1
0025957,cacio e pepe,1
0025957,pistachio gelato,1
0025957,provola e pepe,2
0025957,strawberry gelato,1
0025958,aglio olio e peperoncino,1
0025958,chocolate gelato,1
0025958,tonnarella,1
0025959,aglio olio e peperoncino,1
0025959,burrata with grapes & basil,1
0025959,mona lisa,1
0025960,con salame,1
0025960,lemon gelato,1
0025960,provola e pepe,1
0025961,chocolate gelato,1
0025961,mona lisa,1
0025962,con salame,1
0025962,mango gelato,1
0025962,marinara,1
