order_no,product_name,amount
0077562,strawberry gelato,1
0077563,aglio olio e peperoncino,2
0077563,beef carpaccio,1
0077563,burrata with grapes & basil,2
0077563,cacio e pepe,1
0077563,caprese vanilla & raspberry,2
0077563,diavola,1
0077563,margherita,1
0077563,octopus arancini,2
0077564,burrata with grapes & basil,1
0077564,cacio e pepe,1
0077564,cheese and peas arancini,1
0077564,con salame,1
0077564,margherita,1
0077565,aglio olio e peperoncino,1
0077565,beef carpaccio,1
0077565,cheese and peas arancini,1
0077565,con salame,1
0077565,margherita,2
0077565,prosciutto e funghi,2
0077565,strawberry gelato,1
0077565,vanilla gelato,1
0077566,burrata with grapes & basil,1
0077566,cheese and peas arancini,1
0077566,chocolate gelato,1
0077566,insalata caprese,1
0077566,mango gelato,2
0077566,margherita,1
0077566,prosciutto e funghi,1
0077566,provola e pepe,1
0077567,burrata with grapes & basil,1
0077567,cacio e pepe,1
0077567,con salame,1
0077567,lemon gelato,1
0077567,mango gelato,1
0077567,mona lisa,1
0077567,octopus arancini,2
0077567,provola e pepe,1
0077567,strawberry gelato,1
0077567,tonnarella,1
0077568,insalata caprese,4
0077568,lemon gelato,1
0077568,mango gelato,1
0077568,margherita,1
0077568,marinara,1
0077568,mona lisa,1
0077568,plum-nut raw cake,1
0077568,strega,1
0077568,tiramisu della mamma,1
0077569,cacio e pepe,1
0077569,diavola,2
0077569,margherita,1
0077569,marinara,1
0077570,burrata with grapes & basil,1
0077570,cacio e pepe,1
0077570,zeppole,1
0077571,con salame,1
0077571,prosciutto e funghi,1
0077572,chocolate gelato,1
0077572,diavola,1
0077572,insalata caprese,1
0077572,lemon gelato,1
0077572,mona lisa,1
0077572,octopus arancini,1
0077572,provola e pepe,2
0077572,strawberry gelato,1
0077572,strega,1
0077573,marinara,1
0077574,cheese and peas arancini,1
0077574,con salame,2
0077574,diavola,1
0077574,insalata caprese,1
0077574,mona lisa,1
0077574,prosciutto e funghi,1
0077574,provola e pepe,1
0077575,cacio e pepe,2
0077575,cheese and peas arancini,1
0077575,chocolate gelato,1
0077575,marinara,2
0077575,pistachio gelato,1
0077575,provola e pepe,1
0077575,strega,1
0077575,tiramisu della mamma,1
0077576,con salame,1
0077576,diavola,1
0077576,mango gelato,1
0077576,margherita,1
0077576,marinara,1
0077576,prosciutto e funghi,1
0077576,provola e pepe,1
0077576,vanilla gelato,1
0077577,insalata caprese,2
0077577,margherita,1
0077577,provola e pepe,1
0077578,chocolate gelato,2
0077578,margherita,1
0077578,provola e pepe,2
0077579,burrata with grapes & basil,2
0077579,cacio e pepe,1
0077579,insalata caprese,1
0077579,octopus arancini,1
0077579,prosciutto e funghi,1
0077579,provola e pepe,1
0077579,strega,1
0077579,tiramisu della mamma,1
0077580,beef carpaccio,2
0077580,cheese and peas arancini,1
0077580,con salame,1
0077580,diavola,1
0077580,insalata caprese,1
0077580,lemon gelato,1
0077580,margherita,2
0077580,provola e pepe,1
0077581,beef carpaccio,2
0077581,burrata with grapes & basil,1
0077581,cacio e pepe,1
0077581,con salame,1
0077581,diavola,2
0077581,insalata caprese,1
0077581,octopus arancini,1
0077581,prosciutto e funghi,1
0077581,provola e pepe,1
0077582,insalata caprese,1
0077582,provola e pepe,1
0077583,burrata with grapes & basil,2
0077583,cacio e pepe,1
0077583,cheese and peas arancini,1
0077583,con salame,1
0077583,diavola,1
0077583,insalata caprese,2
0077583,strega,1
0077583,tiramisu della mamma,2
0077583,tonnarella,1
0077583,vanilla gelato,1
0077584,burrata with grapes & basil,1
0077584,cheese and peas arancini,1
0077584,prosciutto e funghi,1
0077584,tonnarella,1
0077585,mona lisa,1
0077585,provola e pepe,1
0077586,aglio olio e peperoncino,1
0077586,burrata with grapes & basil,2
0077586,cheese and peas arancini,1
0077586,con salame,2
0077586,margherita,1
0077586,pistachio gelato,1
0077586,prosciutto e funghi,2
0077587,prosciutto e funghi,1
0077588,mona lisa,1
0077588,octopus arancini,1
0077588,strawberry gelato,1
0077589,beef carpaccio,1
0077589,burrata with grapes & basil,1
0077589,diavola,1
0077589,provola e pepe,1
0077589,tonnarella,1
0077590,beef carpaccio,1
0077590,marinara,1
0077590,pistachio gelato,1
0077590,prosciutto e funghi,1
0077591,cheese and peas arancini,1
0077591,con salame,1
0077591,diavola,1
0077591,insalata caprese,1
0077591,lemon gelato,1
0077591,prosciutto e funghi,1
0077591,vanilla gelato,1
0077592,diavola,1
0077593,beef carpaccio,2
0077593,burrata with grapes & basil,1
0077593,cacio e pepe,1
0077593,con salame,1
0077593,insalata caprese,1
0077593,mona lisa,1
0077593,octopus arancini,1
0077593,prosciutto e funghi,1
0077593,strawberry gelato,1
0077593,strega,1
0077593,tonnarella,1
0077594,beef carpaccio,1
0077594,cacio e pepe,2
0077594,caprese vanilla & raspberry,1
0077594,cheese and peas arancini,1
0077594,insalata caprese,1
0077594,lemon gelato,1
0077594,mango gelato,1
0077594,marinara,1
0077594,mona lisa,1
0077594,pistachio gelato,1
0077594,prosciutto e funghi,1
0077594,provola e pepe,1
0077594,tiramisu della mamma,2
0077595,aglio olio e peperoncino,1
0077595,con salame,3
0077595,insalata caprese,2
0077595,mango gelato,1
0077595,margherita,1
0077595,tiramisu della mamma,1
0077596,beef carpaccio,1
0077596,con salame,1
0077596,diavola,2
0077596,insalata caprese,1
0077596,margherita,2
0077596,octopus arancini,1
0077596,strawberry gelato,1
0077596,strega,1
0077596,zeppole,2
0077597,cheese and peas arancini,1
0077597,margherita,1
0077597,octopus arancini,1
0077597,prosciutto e funghi,1
0077598,beef carpaccio,1
0077598,burrata with grapes & basil,1
0077598,caprese vanilla & raspberry,1
0077598,diavola,1
0077598,insalata caprese,2
0077598,mona lisa,1
0077598,pistachio gelato,1
0077598,plum-nut raw cake,1
0077598,provola e pepe,1
0077598,tonnarella,2
0077599,aglio olio e peperoncino,1
0077599,chocolate gelato,2
0077599,diavola,1
0077599,insalata caprese,1
0077599,mona lisa,1
0077599,strega,2
0077600,aglio olio e peperoncino,1
0077600,beef carpaccio,1
0077600,con salame,1
0077600,pistachio gelato,1
0077600,strawberry gelato,1
0077601,beef carpaccio,1
0077601,cacio e pepe,1
0077601,insalata caprese,1
0077601,plum-nut raw cake,1
0077601,strega,1
0077601,tiramisu della mamma,1
0077602,mona lisa,1
0077602,octopus arancini,1
0077602,strega,1
0077602,tonnarella,1
0077603,cacio e pepe,1
0077603,cheese and peas arancini,1
0077603,insalata caprese,1
0077603,marinara,1
0077603,octopus arancini,1
0077603,pistachio gelato,1
0077603,provola e pepe,1
0077603,strawberry gelato,1
0077603,zeppole,1
0077604,aglio olio e peperoncino,1
0077604,burrata with grapes & basil,2
0077604,caprese vanilla & raspberry,2
0077604,cheese and peas arancini,1
0077604,chocolate gelato,1
0077604,insalata caprese,1
0077604,margherita,1
0077604,mona lisa,1
0077604,octopus arancini,1
0077604,prosciutto e funghi,1
0077604,provola e pepe,1
0077604,zeppole,2
0077605,cheese and peas arancini,1
0077605,strawberry gelato,1
0077605,tonnarella,1
0077606,cheese and peas arancini,1
0077606,margherita,1
0077607,aglio olio e peperoncino,1
0077607,chocolate gelato,1
0077607,con salame,3
0077607,marinara,1
0077607,pistachio gelato,1
0077607,plum-nut raw cake,1
0077607,strawberry gelato,2
0077607,tiramisu della mamma,1
0077607,tonnarella,1
0077608,burrata with grapes & basil,1
0077608,insalata caprese,1
0077608,marinara,1
0077608,tonnarella,1
0077609,aglio olio e peperoncino,1
0077609,beef carpaccio,1
0077609,cheese and peas arancini,1
0077609,diavola,1
0077609,marinara,1
0077609,strega,1
0077609,tonnarella,2
0077610,cacio e pepe,1
0077610,con salame,2
0077610,diavola,1
0077610,mona lisa,1
0077610,octopus arancini,1
0077610,prosciutto e funghi,1
0077611,lemon gelato,1
0077611,strega,1
0077612,cacio e pepe,1
0077612,con salame,1
0077612,margherita,1
0077612,mona lisa,1
0077612,provola e pepe,1
0077612,tonnarella,1
0077613,aglio olio e peperoncino,1
0077613,diavola,1
0077613,margherita,1
0077613,marinara,1
0077613,plum-nut raw cake,1
0077613,strawberry gelato,1
0077613,strega,1
0077613,vanilla gelato,1
0077614,aglio olio e peperoncino,1
0077614,marinara,1
0077614,prosciutto e funghi,1
0077614,tonnarella,1
0077615,chocolate gelato,1
0077615,con salame,1
0077615,diavola,1
0077615,insalata caprese,1
0077615,mango gelato,1
0077615,margherita,1
0077615,marinara,1
0077615,octopus arancini,3
0077615,prosciutto e funghi,1
0077615,zeppole,1
0077616,plum-nut raw cake,1
0077616,tonnarella,1
0077617,cacio e pepe,1
0077617,chocolate gelato,1
0077617,diavola,1
0077617,provola e pepe,1
0077618,aglio olio e peperoncino,1
0077618,burrata with grapes & basil,2
0077618,con salame,1
0077618,insalata caprese,1
0077618,margherita,1
0077618,marinara,1
0077619,aglio olio e peperoncino,1
0077619,beef carpaccio,1
0077620,beef carpaccio,1
0077620,cacio e pepe,1
0077620,chocolate gelato,1
0077620,insalata caprese,1
0077620,mango gelato,1
0077620,marinara,1
0077620,mona lisa,1
0077620,strega,1
0077621,burrata with grapes & basil,1
0077621,cheese and peas arancini,1
0077621,con salame,2
0077621,margherita,1
0077621,marinara,1
0077621,octopus arancini,1
0077621,tonnarella,1
0077621,zeppole,1
0077622,aglio olio e peperoncino,2
0077622,beef carpaccio,1
0077622,caprese vanilla & raspberry,1
0077622,con salame,1
0077622,diavola,2
0077622,lemon gelato,1
0077622,pistachio gelato,1
0077622,strawberry gelato,1
0077622,strega,1
0077623,aglio olio e peperoncino,1
0077623,diavola,1
0077624,beef carpaccio,1
0077624,cheese and peas arancini,1
0077624,chocolate gelato,1
0077624,lemon gelato,2
0077624,marinara,1
0077624,mona lisa,1
0077624,octopus arancini,1
0077624,prosciutto e funghi,1
0077624,provola e pepe,1
0077625,beef carpaccio,1
0077625,chocolate gelato,1
0077625,con salame,2
0077625,margherita,1
0077625,marinara,1
0077625,octopus arancini,1
0077625,pistachio gelato,1
0077625,strega,1
0077625,tiramisu della mamma,1
0077625,tonnarella,1
0077625,vanilla gelato,2
0077626,aglio olio e peperoncino,1
0077626,beef carpaccio,1
0077626,burrata with grapes & basil,1
0077626,caprese vanilla & raspberry,1
0077626,cheese and peas arancini,1
0077626,diavola,2
0077626,insalata caprese,2
0077626,pistachio gelato,1
0077626,plum-nut raw cake,1
0077626,tiramisu della mamma,1
0077626,tonnarella,2
0077626,zeppole,1
0077627,aglio olio e peperoncino,1
0077627,mango gelato,1
0077627,strega,1
0077627,tonnarella,1
0077628,aglio olio e peperoncino,1
0077628,cheese and peas arancini,1
0077628,con salame,1
0077628,insalata caprese,1
0077629,cheese and peas arancini,1
0077629,chocolate gelato,1
0077629,tonnarella,1
0077630,aglio olio e peperoncino,1
0077630,insalata caprese,2
0077630,marinara,1
0077631,aglio olio e peperoncino,2
0077631,beef carpaccio,1
0077631,cheese and peas arancini,1
0077631,mona lisa,1
0077631,provola e pepe,1
0077631,strega,1
0077631,zeppole,1
0077632,margherita,1
0077633,cheese and peas arancini,2
0077633,mona lisa,4
0077633,pistachio gelato,1
0077633,prosciutto e funghi,2
0077634,con salame,2
0077634,margherita,1
0077634,mona lisa,1
0077634,plum-nut raw cake,1
0077634,tonnarella,1
0077634,vanilla gelato,1
0077634,zeppole,1
0077635,cheese and peas arancini,1
0077635,lemon gelato,1
0077635,strega,1
0077636,caprese vanilla & raspberry,1
0077636,octopus arancini,1
0077636,strega,1
0077637,cheese and peas arancini,1
0077637,provola e pepe,1
0077637,zeppole,1
0077638,beef carpaccio,1
0077638,cacio e pepe,2
0077638,chocolate gelato,1
0077638,diavola,1
0077638,mango gelato,1
0077638,margherita,2
0077638,octopus arancini,1
0077638,pistachio gelato,1
0077638,prosciutto e funghi,1
0077639,aglio olio e peperoncino,1
0077639,burrata with grapes & basil,3
0077639,caprese vanilla & raspberry,1
0077639,diavola,1
0077639,margherita,2
0077639,octopus arancini,1
0077639,tonnarella,2
0077640,insalata caprese,1
0077640,lemon gelato,1
0077640,margherita,1
0077640,provola e pepe,1
0077640,strawberry gelato,1
0077640,tonnarella,1
0077640,zeppole,1
0077641,burrata with grapes & basil,1
0077641,mango gelato,1
0077641,margherita,1
0077642,insalata caprese,1
0077642,marinara,1
0077642,octopus arancini,1
0077642,provola e pepe,1
0077642,strega,1
0077643,cheese and peas arancini,1
0077643,mango gelato,1
0077643,provola e pepe,1
0077644,aglio olio e peperoncino,1
0077644,beef carpaccio,1
0077644,burrata with grapes & basil,1
0077644,caprese vanilla & raspberry,1
0077644,cheese and peas arancini,1
0077644,octopus arancini,1
0077644,pistachio gelato,1
0077644,prosciutto e funghi,1
0077644,tiramisu della mamma,1
0077644,tonnarella,2
0077644,vanilla gelato,1
0077645,aglio olio e peperoncino,1
0077646,beef carpaccio,1
0077646,burrata with grapes & basil,1
0077646,caprese vanilla & raspberry,2
0077646,cheese and peas arancini,2
0077646,chocolate gelato,1
0077646,insalata caprese,1
0077646,margherita,2
0077646,mona lisa,1
0077646,pistachio gelato,1
0077646,provola e pepe,2
0077646,strawberry gelato,1
0077647,cheese and peas arancini,1
0077647,margherita,1
0077648,beef carpaccio,2
0077648,burrata with grapes & basil,1
0077648,chocolate gelato,1
0077648,con salame,1
0077648,mango gelato,1
0077648,margherita,2
0077648,mona lisa,1
0077648,octopus arancini,1
0077648,prosciutto e funghi,1
0077648,tiramisu della mamma,1
0077649,beef carpaccio,1
0077649,cacio e pepe,1
0077649,con salame,1
0077649,margherita,1
0077649,octopus arancini,1
0077649,strega,1
0077649,tonnarella,1
0077649,zeppole,1
0077650,margherita,1
0077651,aglio olio e peperoncino,1
0077651,burrata with grapes & basil,1
0077651,cheese and peas arancini,2
0077651,chocolate gelato,1
0077651,con salame,1
0077651,diavola,2
0077651,insalata caprese,1
0077651,mango gelato,1
0077651,margherita,1
0077651,mona lisa,1
0077651,pistachio gelato,1
0077651,vanilla gelato,1
0077652,burrata with grapes & basil,1
0077652,cacio e pepe,1
0077652,insalata caprese,2
0077652,lemon gelato,1
0077652,mona lisa,2
0077652,octopus arancini,1
0077652,prosciutto e funghi,1
0077652,strawberry gelato,1
0077653,burrata with grapes & basil,1
0077653,cheese and peas arancini,1
0077653,con salame,1
0077653,lemon gelato,2
0077653,marinara,1
0077653,octopus arancini,1
0077653,prosciutto e funghi,1
0077654,aglio olio e peperoncino,1
0077654,prosciutto e funghi,1
0077654,vanilla gelato,1
0077654,zeppole,1
0077655,aglio olio e peperoncino,2
0077655,cacio e pepe,1
0077655,chocolate gelato,1
0077655,diavola,1
0077655,margherita,1
0077655,pistachio gelato,1
0077655,strawberry gelato,1
0077655,strega,1
0077656,beef carpaccio,1
0077656,caprese vanilla & raspberry,1
0077656,chocolate gelato,1
0077656,con salame,1
0077656,insalata caprese,1
0077656,margherita,1
0077656,strega,1
0077656,tiramisu della mamma,2
0077656,tonnarella,1
0077657,cacio e pepe,2
0077657,mango gelato,1
0077657,marinara,1
0077657,tiramisu della mamma,1
0077657,tonnarella,1
0077657,vanilla gelato,1
0077657,zeppole,1
0077658,aglio olio e peperoncino,1
0077658,chocolate gelato,1
0077658,pistachio gelato,1
0077658,prosciutto e funghi,1
0077658,provola e pepe,2
0077658,strega,2
0077658,zeppole,1
0077659,beef carpaccio,1
0077659,burrata with grapes & basil,1
0077659,caprese vanilla & raspberry,1
0077659,con salame,1
0077659,diavola,1
0077659,zeppole,1
0077660,con salame,1
0077660,marinara,1
0077660,strega,1
0077660,tiramisu della mamma,1
0077660,vanilla gelato,1
0077661,con salame,2
0077661,pistachio gelato,1
0077661,provola e pepe,1
0077662,aglio olio e peperoncino,1
0077662,caprese vanilla & raspberry,1
0077662,cheese and peas arancini,1
0077662,con salame,1
0077662,diavola,1
0077662,insalata caprese,4
0077662,marinara,1
0077662,plum-nut raw cake,1
0077662,strawberry gelato,1
0077662,tonnarella,1
0077663,beef carpaccio,1
0077663,margherita,2
0077663,octopus arancini,1
0077663,strega,1
0077663,tiramisu della mamma,1
0077664,beef carpaccio,1
0077664,con salame,1
0077665,aglio olio e peperoncino,1
0077665,burrata with grapes & basil,1
0077665,insalata caprese,1
0077665,mona lisa,1
0077665,octopus arancini,1
0077665,pistachio gelato,1
0077665,strawberry gelato,2
0077665,strega,1
0077665,tiramisu della mamma,1
0077665,tonnarella,2
0077665,zeppole,1
0077666,cacio e pepe,2
0077666,diavola,1
0077666,mango gelato,1
0077666,strega,1
0077667,aglio olio e peperoncino,2
0077667,beef carpaccio,2
0077667,cacio e pepe,2
0077667,insalata caprese,1
0077667,margherita,1
0077667,octopus arancini,1
0077667,prosciutto e funghi,1
0077668,burrata with grapes & basil,1
0077668,cacio e pepe,1
0077668,con salame,1
0077668,insalata caprese,2
0077668,strega,1
0077668,zeppole,1
0077669,cacio e pepe,1
0077669,caprese vanilla & raspberry,1
0077669,con salame,1
0077669,diavola,1
0077669,mango gelato,1
0077669,plum-nut raw cake,1
0077669,prosciutto e funghi,1
0077669,strawberry gelato,1
0077669,tonnarella,1
0077670,aglio olio e peperoncino,2
0077670,beef carpaccio,1
0077670,cheese and peas arancini,1
0077670,chocolate gelato,1
0077670,mona lisa,1
0077670,prosciutto e funghi,1
0077670,strawberry gelato,2
0077670,strega,1
0077670,vanilla gelato,1
0077670,zeppole,1
0077671,aglio olio e peperoncino,1
0077671,beef carpaccio,1
0077671,burrata with grapes & basil,1
0077671,caprese vanilla & raspberry,1
0077671,cheese and peas arancini,2
0077671,mango gelato,1
0077671,margherita,1
0077671,mona lisa,1
0077671,octopus arancini,1
0077671,provola e pepe,1
0077671,tiramisu della mamma,1
0077671,tonnarella,1
0077672,aglio olio e peperoncino,1
0077672,beef carpaccio,1
0077672,cheese and peas arancini,1
0077672,con salame,1
0077672,lemon gelato,1
0077672,marinara,1
0077672,prosciutto e funghi,1
0077672,provola e pepe,2
0077672,zeppole,3
0077673,burrata with grapes & basil,1
0077673,lemon gelato,1
0077673,strega,1
0077674,aglio olio e peperoncino,1
0077674,cacio e pepe,1
0077674,caprese vanilla & raspberry,1
0077674,chocolate gelato,1
0077674,con salame,1
0077674,strega,1
0077674,zeppole,1
0077675,octopus arancini,1
0077675,prosciutto e funghi,1
0077676,cheese and peas arancini,1
0077676,mona lisa,1
0077676,octopus arancini,1
0077676,plum-nut raw cake,1
0077676,prosciutto e funghi,1
0077676,tonnarella,1
0077676,vanilla gelato,1
0077677,cacio e pepe,1
0077677,cheese and peas arancini,1
0077677,mango gelato,1
0077677,margherita,1
0077677,mona lisa,2
0077677,octopus arancini,2
0077677,pistachio gelato,1
0077677,prosciutto e funghi,1
0077677,strega,1
0077677,tiramisu della mamma,1
0077677,vanilla gelato,1
0077678,cacio e pepe,1
0077678,tonnarella,1
0077679,beef carpaccio,2
0077679,con salame,1
0077679,diavola,1
0077679,lemon gelato,1
0077679,margherita,1
0077679,octopus arancini,1
0077679,pistachio gelato,1
0077679,strega,1
0077680,beef carpaccio,2
0077680,diavola,1
0077680,marinara,1
0077681,aglio olio e peperoncino,1
0077681,beef carpaccio,1
0077681,burrata with grapes & basil,1
0077681,cacio e pepe,1
0077681,cheese and peas arancini,1
0077681,con salame,1
0077681,marinara,1
0077681,mona lisa,1
0077681,octopus arancini,1
0077681,provola e pepe,1
0077682,beef carpaccio,1
0077682,cacio e pepe,1
0077683,diavola,1
0077683,insalata caprese,1
0077684,marinara,1
0077685,burrata with grapes & basil,2
0077685,cheese and peas arancini,1
0077685,margherita,2
0077685,marinara,1
0077685,provola e pepe,3
0077685,vanilla gelato,1
0077686,cacio e pepe,2
0077686,con salame,1
0077686,insalata caprese,1
0077686,prosciutto e funghi,1
0077686,provola e pepe,1
0077687,beef carpaccio,1
0077687,caprese vanilla & raspberry,3
0077687,con salame,1
0077687,diavola,1
0077687,plum-nut raw cake,1
0077687,prosciutto e funghi,1
0077687,strega,3
0077688,aglio olio e peperoncino,2
0077688,beef carpaccio,2
0077688,burrata with grapes & basil,1
0077688,con salame,1
0077688,diavola,1
0077688,mango gelato,1
0077688,octopus arancini,2
0077688,prosciutto e funghi,2
0077688,strawberry gelato,1
0077688,zeppole,1
0077689,beef carpaccio,1
0077689,con salame,1
0077689,insalata caprese,1
0077689,prosciutto e funghi,1
0077689,strega,1
0077690,aglio olio e peperoncino,1
0077690,burrata with grapes & basil,1
0077690,caprese vanilla & raspberry,1
0077690,chocolate gelato,1
0077690,margherita,1
0077690,octopus arancini,1
0077690,prosciutto e funghi,1
0077690,tonnarella,1
0077690,zeppole,1
0077691,caprese vanilla & raspberry,1
0077691,con salame,1
0077691,prosciutto e funghi,1
0077691,provola e pepe,1
0077691,tiramisu della mamma,1
0077691,zeppole,1
0077692,cacio e pepe,1
0077692,mango gelato,1
0077693,burrata with grapes & basil,1
0077693,caprese vanilla & raspberry,1
0077693,diavola,2
0077693,insalata caprese,2
0077693,margherita,2
0077693,tiramisu della mamma,1
0077694,chocolate gelato,1
0077694,diavola,1
0077694,margherita,1
0077694,mona lisa,1
